peak,n,d,condition,epoch,loglik
FALSE,10,4,winsfs_b500_w250,57,-13306011
FALSE,10,4,winsfs_b500_w250,58,-13306078
FALSE,10,4,winsfs_b500_w250,59,-13306144
FALSE,10,4,winsfs_b500_w250,60,-13306210
FALSE,10,4,winsfs_b500_w250,61,-13306275
FALSE,10,4,winsfs_b500_w250,62,-13306340
FALSE,10,4,winsfs_b500_w250,63,-13306405
FALSE,10,4,winsfs_b500_w250,64,-13306469
FALSE,10,4,winsfs_b500_w250,65,-13306532
FALSE,10,4,winsfs_b500_w250,66,-13306595
FALSE,10,4,winsfs_b500_w250,67,-13306658
FALSE,10,4,winsfs_b500_w250,68,-13306720
FALSE,10,4,winsfs_b500_w250,69,-13306782
FALSE,10,4,winsfs_b500_w250,70,-13306843
FALSE,10,4,winsfs_b500_w250,71,-13306904
FALSE,10,4,winsfs_b500_w250,72,-13306965
FALSE,10,4,winsfs_b500_w250,73,-13307025
FALSE,10,4,winsfs_b500_w250,74,-13307085
FALSE,10,4,winsfs_b500_w250,75,-13307145
FALSE,10,4,winsfs_b500_w250,76,-13307204
FALSE,10,4,winsfs_b500_w250,77,-13307263
FALSE,10,4,winsfs_b500_w250,78,-13307321
FALSE,10,4,winsfs_b500_w250,79,-13307379
FALSE,10,4,winsfs_b500_w250,80,-13307437
FALSE,10,4,winsfs_b500_w250,81,-13307495
FALSE,10,4,winsfs_b500_w250,82,-13307552
FALSE,10,4,winsfs_b500_w250,83,-13307609
FALSE,10,4,winsfs_b500_w250,84,-13307666
FALSE,10,4,winsfs_b500_w250,85,-13307722
FALSE,10,4,winsfs_b500_w250,86,-13307778
FALSE,10,4,winsfs_b500_w250,87,-13307834
FALSE,10,4,winsfs_b500_w250,88,-13307890
FALSE,10,4,winsfs_b500_w250,89,-13307945
FALSE,10,4,winsfs_b500_w250,90,-13308000
FALSE,10,4,winsfs_b500_w250,91,-13308055
FALSE,10,4,winsfs_b500_w250,92,-13308109
FALSE,10,4,winsfs_b500_w250,93,-13308164
FALSE,10,4,winsfs_b500_w250,94,-13308218
FALSE,10,4,winsfs_b500_w250,95,-13308272
FALSE,10,4,winsfs_b500_w250,96,-13308325
FALSE,10,4,winsfs_b500_w250,97,-13308379
FALSE,10,4,winsfs_b500_w250,98,-13308432
FALSE,10,4,winsfs_b500_w250,99,-13308485
FALSE,10,4,winsfs_b500_w250,100,-13308537
FALSE,10,4,winsfs_b500_w500,1,-14071375
FALSE,10,4,winsfs_b500_w500,2,-13370267
FALSE,10,4,winsfs_b500_w500,3,-13311134
FALSE,10,4,winsfs_b500_w500,4,-13302828
FALSE,10,4,winsfs_b500_w500,5,-13301391
FALSE,10,4,winsfs_b500_w500,6,-13301091
FALSE,10,4,winsfs_b500_w500,7,-13301029
FALSE,10,4,winsfs_b500_w500,8,-13301033
FALSE,10,4,winsfs_b500_w500,9,-13301061
FALSE,10,4,winsfs_b500_w500,10,-13301103
FALSE,10,4,winsfs_b500_w500,11,-13301152
FALSE,10,4,winsfs_b500_w500,12,-13301206
FALSE,10,4,winsfs_b500_w500,13,-13301263
FALSE,10,4,winsfs_b500_w500,14,-13301324
FALSE,10,4,winsfs_b500_w500,15,-13301386
FALSE,10,4,winsfs_b500_w500,16,-13301449
FALSE,10,4,winsfs_b500_w500,17,-13301513
FALSE,10,4,winsfs_b500_w500,18,-13301578
FALSE,10,4,winsfs_b500_w500,19,-13301643
FALSE,10,4,winsfs_b500_w500,20,-13301708
FALSE,10,4,winsfs_b500_w500,21,-13301773
FALSE,10,4,winsfs_b500_w500,22,-13301838
FALSE,10,4,winsfs_b500_w500,23,-13301902
FALSE,10,4,winsfs_b500_w500,24,-13301967
FALSE,10,4,winsfs_b500_w500,25,-13302030
FALSE,10,4,winsfs_b500_w500,26,-13302094
FALSE,10,4,winsfs_b500_w500,27,-13302156
FALSE,10,4,winsfs_b500_w500,28,-13302219
FALSE,10,4,winsfs_b500_w500,29,-13302280
FALSE,10,4,winsfs_b500_w500,30,-13302341
FALSE,10,4,winsfs_b500_w500,31,-13302401
FALSE,10,4,winsfs_b500_w500,32,-13302461
FALSE,10,4,winsfs_b500_w500,33,-13302520
FALSE,10,4,winsfs_b500_w500,34,-13302579
FALSE,10,4,winsfs_b500_w500,35,-13302637
FALSE,10,4,winsfs_b500_w500,36,-13302694
FALSE,10,4,winsfs_b500_w500,37,-13302751
FALSE,10,4,winsfs_b500_w500,38,-13302807
FALSE,10,4,winsfs_b500_w500,39,-13302863
FALSE,10,4,winsfs_b500_w500,40,-13302918
FALSE,10,4,winsfs_b500_w500,41,-13302973
FALSE,10,4,winsfs_b500_w500,42,-13303027
FALSE,10,4,winsfs_b500_w500,43,-13303080
FALSE,10,4,winsfs_b500_w500,44,-13303133
FALSE,10,4,winsfs_b500_w500,45,-13303185
FALSE,10,4,winsfs_b500_w500,46,-13303237
FALSE,10,4,winsfs_b500_w500,47,-13303289
FALSE,10,4,winsfs_b500_w500,48,-13303340
FALSE,10,4,winsfs_b500_w500,49,-13303390
FALSE,10,4,winsfs_b500_w500,50,-13303440
FALSE,10,4,winsfs_b500_w500,51,-13303490
FALSE,10,4,winsfs_b500_w500,52,-13303539
FALSE,10,4,winsfs_b500_w500,53,-13303587
FALSE,10,4,winsfs_b500_w500,54,-13303636
FALSE,10,4,winsfs_b500_w500,55,-13303684
FALSE,10,4,winsfs_b500_w500,56,-13303731
FALSE,10,4,winsfs_b500_w500,57,-13303778
FALSE,10,4,winsfs_b500_w500,58,-13303825
FALSE,10,4,winsfs_b500_w500,59,-13303871
FALSE,10,4,winsfs_b500_w500,60,-13303917
FALSE,10,4,winsfs_b500_w500,61,-13303963
FALSE,10,4,winsfs_b500_w500,62,-13304008
FALSE,10,4,winsfs_b500_w500,63,-13304053
FALSE,10,4,winsfs_b500_w500,64,-13304097
FALSE,10,4,winsfs_b500_w500,65,-13304142
FALSE,10,4,winsfs_b500_w500,66,-13304185
FALSE,10,4,winsfs_b500_w500,67,-13304229
FALSE,10,4,winsfs_b500_w500,68,-13304272
FALSE,10,4,winsfs_b500_w500,69,-13304315
FALSE,10,4,winsfs_b500_w500,70,-13304358
FALSE,10,4,winsfs_b500_w500,71,-13304400
FALSE,10,4,winsfs_b500_w500,72,-13304442
FALSE,10,4,winsfs_b500_w500,73,-13304484
FALSE,10,4,winsfs_b500_w500,74,-13304526
FALSE,10,4,winsfs_b500_w500,75,-13304567
FALSE,10,4,winsfs_b500_w500,76,-13304608
FALSE,10,4,winsfs_b500_w500,77,-13304649
FALSE,10,4,winsfs_b500_w500,78,-13304689
FALSE,10,4,winsfs_b500_w500,79,-13304730
FALSE,10,4,winsfs_b500_w500,80,-13304770
FALSE,10,4,winsfs_b500_w500,81,-13304809
FALSE,10,4,winsfs_b500_w500,82,-13304849
FALSE,10,4,winsfs_b500_w500,83,-13304888
FALSE,10,4,winsfs_b500_w500,84,-13304927
FALSE,10,4,winsfs_b500_w500,85,-13304966
FALSE,10,4,winsfs_b500_w500,86,-13305005
FALSE,10,4,winsfs_b500_w500,87,-13305043
FALSE,10,4,winsfs_b500_w500,88,-13305081
FALSE,10,4,winsfs_b500_w500,89,-13305119
FALSE,10,4,winsfs_b500_w500,90,-13305157
FALSE,10,4,winsfs_b500_w500,91,-13305195
FALSE,10,4,winsfs_b500_w500,92,-13305232
FALSE,10,4,winsfs_b500_w500,93,-13305269
FALSE,10,4,winsfs_b500_w500,94,-13305306
FALSE,10,4,winsfs_b500_w500,95,-13305343
FALSE,10,4,winsfs_b500_w500,96,-13305380
FALSE,10,4,winsfs_b500_w500,97,-13305416
FALSE,10,4,winsfs_b500_w500,98,-13305453
FALSE,10,4,winsfs_b500_w500,99,-13305489
FALSE,10,4,winsfs_b500_w500,100,-13305525
FALSE,10,8,realsfs,3,-18947719
FALSE,10,8,realsfs,6,-13300183
FALSE,10,8,realsfs,9,-13299580
FALSE,10,8,realsfs,12,-13299547
FALSE,10,8,realsfs,15,-13299545
FALSE,10,8,realsfs,18,-13299545
FALSE,10,8,winsfs_b500_w100,1,-13300389
FALSE,10,8,winsfs_b500_w100,2,-13300356
FALSE,10,8,winsfs_b500_w100,3,-13300354
FALSE,10,8,winsfs_b500_w100,4,-13300353
FALSE,10,8,winsfs_b500_w100,5,-13300353
FALSE,10,8,winsfs_b500_w100,6,-13300353
FALSE,10,8,winsfs_b500_w100,7,-13300353
FALSE,10,8,winsfs_b500_w100,8,-13300353
FALSE,10,8,winsfs_b500_w100,9,-13300353
FALSE,10,8,winsfs_b500_w100,10,-13300353
FALSE,10,8,winsfs_b500_w100,11,-13300353
FALSE,10,8,winsfs_b500_w100,12,-13300353
FALSE,10,8,winsfs_b500_w100,13,-13300353
FALSE,10,8,winsfs_b500_w100,14,-13300353
FALSE,10,8,winsfs_b500_w100,15,-13300353
FALSE,10,8,winsfs_b500_w100,16,-13300353
FALSE,10,8,winsfs_b500_w100,17,-13300353
FALSE,10,8,winsfs_b500_w100,18,-13300353
FALSE,10,8,winsfs_b500_w100,19,-13300353
FALSE,10,8,winsfs_b500_w100,20,-13300353
FALSE,10,8,winsfs_b500_w100,21,-13300353
FALSE,10,8,winsfs_b500_w100,22,-13300353
FALSE,10,8,winsfs_b500_w100,23,-13300353
FALSE,10,8,winsfs_b500_w100,24,-13300353
FALSE,10,8,winsfs_b500_w100,25,-13300353
FALSE,10,8,winsfs_b500_w100,26,-13300353
FALSE,10,8,winsfs_b500_w100,27,-13300353
FALSE,10,8,winsfs_b500_w100,28,-13300353
FALSE,10,8,winsfs_b500_w100,29,-13300353
FALSE,10,8,winsfs_b500_w100,30,-13300353
FALSE,10,8,winsfs_b500_w100,31,-13300353
FALSE,10,8,winsfs_b500_w100,32,-13300353
FALSE,10,8,winsfs_b500_w100,33,-13300353
FALSE,10,8,winsfs_b500_w100,34,-13300353
FALSE,10,8,winsfs_b500_w100,35,-13300353
FALSE,10,8,winsfs_b500_w100,36,-13300353
FALSE,10,8,winsfs_b500_w100,37,-13300353
FALSE,10,8,winsfs_b500_w100,38,-13300353
FALSE,10,8,winsfs_b500_w100,39,-13300353
FALSE,10,8,winsfs_b500_w100,40,-13300353
FALSE,10,8,winsfs_b500_w100,41,-13300353
FALSE,10,8,winsfs_b500_w100,42,-13300353
FALSE,10,8,winsfs_b500_w100,43,-13300353
FALSE,10,8,winsfs_b500_w100,44,-13300353
FALSE,10,8,winsfs_b500_w100,45,-13300353
FALSE,10,8,winsfs_b500_w100,46,-13300353
FALSE,10,8,winsfs_b500_w100,47,-13300353
FALSE,10,8,winsfs_b500_w100,48,-13300353
FALSE,10,8,winsfs_b500_w100,49,-13300353
FALSE,10,8,winsfs_b500_w100,50,-13300353
FALSE,10,8,winsfs_b500_w100,51,-13300353
FALSE,10,8,winsfs_b500_w100,52,-13300353
FALSE,10,8,winsfs_b500_w100,53,-13300353
FALSE,10,8,winsfs_b500_w100,54,-13300353
FALSE,10,8,winsfs_b500_w100,55,-13300353
FALSE,10,8,winsfs_b500_w100,56,-13300353
FALSE,10,8,winsfs_b500_w100,57,-13300353
FALSE,10,8,winsfs_b500_w100,58,-13300353
FALSE,10,8,winsfs_b500_w100,59,-13300353
FALSE,10,8,winsfs_b500_w100,60,-13300353
FALSE,10,8,winsfs_b500_w100,61,-13300353
FALSE,10,8,winsfs_b500_w100,62,-13300353
FALSE,10,8,winsfs_b500_w100,63,-13300353
FALSE,10,8,winsfs_b500_w100,64,-13300353
FALSE,10,8,winsfs_b500_w100,65,-13300353
FALSE,10,8,winsfs_b500_w100,66,-13300353
FALSE,10,8,winsfs_b500_w100,67,-13300353
FALSE,10,8,winsfs_b500_w100,68,-13300353
FALSE,10,8,winsfs_b500_w100,69,-13300353
FALSE,10,8,winsfs_b500_w100,70,-13300353
FALSE,10,8,winsfs_b500_w100,71,-13300353
FALSE,10,8,winsfs_b500_w100,72,-13300353
FALSE,10,8,winsfs_b500_w100,73,-13300353
FALSE,10,8,winsfs_b500_w100,74,-13300353
FALSE,10,8,winsfs_b500_w100,75,-13300353
FALSE,10,8,winsfs_b500_w100,76,-13300353
FALSE,10,8,winsfs_b500_w100,77,-13300353
FALSE,10,8,winsfs_b500_w100,78,-13300353
FALSE,10,8,winsfs_b500_w100,79,-13300353
FALSE,10,8,winsfs_b500_w100,80,-13300353
FALSE,10,8,winsfs_b500_w100,81,-13300353
FALSE,10,8,winsfs_b500_w100,82,-13300353
FALSE,10,8,winsfs_b500_w100,83,-13300353
FALSE,10,8,winsfs_b500_w100,84,-13300353
FALSE,10,8,winsfs_b500_w100,85,-13300353
FALSE,10,8,winsfs_b500_w100,86,-13300353
FALSE,10,8,winsfs_b500_w100,87,-13300353
FALSE,10,8,winsfs_b500_w100,88,-13300353
FALSE,10,8,winsfs_b500_w100,89,-13300353
FALSE,10,8,winsfs_b500_w100,90,-13300353
FALSE,10,8,winsfs_b500_w100,91,-13300353
FALSE,10,8,winsfs_b500_w100,92,-13300353
FALSE,10,8,winsfs_b500_w100,93,-13300353
FALSE,10,8,winsfs_b500_w100,94,-13300353
FALSE,10,8,winsfs_b500_w100,95,-13300353
FALSE,10,8,winsfs_b500_w100,96,-13300353
FALSE,10,8,winsfs_b500_w100,97,-13300353
FALSE,10,8,winsfs_b500_w100,98,-13300353
FALSE,10,8,winsfs_b500_w100,99,-13300353
FALSE,10,8,winsfs_b500_w100,100,-13300353
FALSE,10,8,winsfs_b500_w250,1,-13299863
FALSE,10,8,winsfs_b500_w250,2,-13299742
FALSE,10,8,winsfs_b500_w250,3,-13299717
FALSE,10,8,winsfs_b500_w250,4,-13299707
FALSE,10,8,winsfs_b500_w250,5,-13299705
FALSE,10,8,winsfs_b500_w250,6,-13299705
FALSE,10,8,winsfs_b500_w250,7,-13299705
FALSE,10,8,winsfs_b500_w250,8,-13299705
FALSE,10,8,winsfs_b500_w250,9,-13299705
FALSE,10,8,winsfs_b500_w250,10,-13299705
FALSE,10,8,winsfs_b500_w250,11,-13299705
FALSE,10,8,winsfs_b500_w250,12,-13299705
FALSE,10,8,winsfs_b500_w250,13,-13299705
FALSE,10,8,winsfs_b500_w250,14,-13299705
FALSE,10,8,winsfs_b500_w250,15,-13299705
FALSE,10,8,winsfs_b500_w250,16,-13299705
FALSE,10,8,winsfs_b500_w250,17,-13299705
FALSE,10,8,winsfs_b500_w250,18,-13299705
FALSE,10,8,winsfs_b500_w250,19,-13299705
FALSE,10,8,winsfs_b500_w250,20,-13299705
FALSE,10,8,winsfs_b500_w250,21,-13299705
FALSE,10,8,winsfs_b500_w250,22,-13299705
FALSE,10,8,winsfs_b500_w250,23,-13299705
FALSE,10,8,winsfs_b500_w250,24,-13299705
FALSE,10,8,winsfs_b500_w250,25,-13299705
FALSE,10,8,winsfs_b500_w250,26,-13299705
FALSE,10,8,winsfs_b500_w250,27,-13299705
FALSE,10,8,winsfs_b500_w250,28,-13299705
FALSE,10,8,winsfs_b500_w250,29,-13299705
FALSE,10,8,winsfs_b500_w250,30,-13299705
FALSE,10,8,winsfs_b500_w250,31,-13299705
FALSE,10,8,winsfs_b500_w250,32,-13299705
FALSE,10,8,winsfs_b500_w250,33,-13299705
FALSE,10,8,winsfs_b500_w250,34,-13299705
FALSE,10,8,winsfs_b500_w250,35,-13299705
FALSE,10,8,winsfs_b500_w250,36,-13299705
FALSE,10,8,winsfs_b500_w250,37,-13299705
FALSE,10,8,winsfs_b500_w250,38,-13299705
FALSE,10,8,winsfs_b500_w250,39,-13299705
FALSE,10,8,winsfs_b500_w250,40,-13299705
FALSE,10,8,winsfs_b500_w250,41,-13299705
FALSE,10,8,winsfs_b500_w250,42,-13299705
FALSE,10,8,winsfs_b500_w250,43,-13299705
FALSE,10,8,winsfs_b500_w250,44,-13299705
FALSE,10,8,winsfs_b500_w250,45,-13299705
FALSE,10,8,winsfs_b500_w250,46,-13299705
FALSE,10,8,winsfs_b500_w250,47,-13299705
FALSE,10,8,winsfs_b500_w250,48,-13299705
FALSE,10,8,winsfs_b500_w250,49,-13299705
FALSE,10,8,winsfs_b500_w250,50,-13299705
FALSE,10,8,winsfs_b500_w250,51,-13299705
FALSE,10,8,winsfs_b500_w250,52,-13299705
FALSE,10,8,winsfs_b500_w250,53,-13299705
FALSE,10,8,winsfs_b500_w250,54,-13299705
FALSE,10,8,winsfs_b500_w250,55,-13299705
FALSE,10,8,winsfs_b500_w250,56,-13299705
FALSE,10,8,winsfs_b500_w250,57,-13299705
FALSE,10,8,winsfs_b500_w250,58,-13299705
FALSE,10,8,winsfs_b500_w250,59,-13299705
FALSE,10,8,winsfs_b500_w250,60,-13299705
FALSE,10,8,winsfs_b500_w250,61,-13299705
FALSE,10,8,winsfs_b500_w250,62,-13299705
FALSE,10,8,winsfs_b500_w250,63,-13299705
FALSE,10,8,winsfs_b500_w250,64,-13299705
FALSE,10,8,winsfs_b500_w250,65,-13299705
FALSE,10,8,winsfs_b500_w250,66,-13299705
FALSE,10,8,winsfs_b500_w250,67,-13299705
FALSE,10,8,winsfs_b500_w250,68,-13299705
FALSE,10,8,winsfs_b500_w250,69,-13299705
FALSE,10,8,winsfs_b500_w250,70,-13299705
FALSE,10,8,winsfs_b500_w250,71,-13299705
FALSE,10,8,winsfs_b500_w250,72,-13299705
FALSE,10,8,winsfs_b500_w250,73,-13299705
FALSE,10,8,winsfs_b500_w250,74,-13299705
FALSE,10,8,winsfs_b500_w250,75,-13299705
FALSE,10,8,winsfs_b500_w250,76,-13299705
FALSE,10,8,winsfs_b500_w250,77,-13299705
FALSE,10,8,winsfs_b500_w250,78,-13299705
FALSE,10,8,winsfs_b500_w250,79,-13299705
FALSE,10,8,winsfs_b500_w250,80,-13299705
FALSE,10,8,winsfs_b500_w250,81,-13299705
FALSE,10,8,winsfs_b500_w250,82,-13299705
FALSE,10,8,winsfs_b500_w250,83,-13299705
FALSE,10,8,winsfs_b500_w250,84,-13299705
FALSE,10,8,winsfs_b500_w250,85,-13299705
FALSE,10,8,winsfs_b500_w250,86,-13299705
FALSE,10,8,winsfs_b500_w250,87,-13299705
FALSE,10,8,winsfs_b500_w250,88,-13299705
FALSE,10,8,winsfs_b500_w250,89,-13299705
FALSE,10,8,winsfs_b500_w250,90,-13299705
FALSE,10,8,winsfs_b500_w250,91,-13299705
FALSE,10,8,winsfs_b500_w250,92,-13299705
FALSE,10,8,winsfs_b500_w250,93,-13299705
FALSE,10,8,winsfs_b500_w250,94,-13299705
FALSE,10,8,winsfs_b500_w250,95,-13299705
FALSE,10,8,winsfs_b500_w250,96,-13299705
FALSE,10,8,winsfs_b500_w250,97,-13299705
FALSE,10,8,winsfs_b500_w250,98,-13299705
FALSE,10,8,winsfs_b500_w250,99,-13299705
FALSE,10,8,winsfs_b500_w250,100,-13299705
FALSE,10,8,winsfs_b500_w500,1,-13310829
FALSE,10,8,winsfs_b500_w500,2,-13299700
FALSE,10,8,winsfs_b500_w500,3,-13299607
FALSE,10,8,winsfs_b500_w500,4,-13299579
FALSE,10,8,winsfs_b500_w500,5,-13299563
FALSE,10,8,winsfs_b500_w500,6,-13299553
FALSE,10,8,winsfs_b500_w500,7,-13299548
FALSE,10,8,winsfs_b500_w500,8,-13299546
FALSE,10,8,winsfs_b500_w500,9,-13299545
FALSE,10,8,winsfs_b500_w500,10,-13299545
FALSE,10,8,winsfs_b500_w500,11,-13299545
FALSE,10,8,winsfs_b500_w500,12,-13299545
FALSE,10,8,winsfs_b500_w500,13,-13299545
FALSE,10,8,winsfs_b500_w500,14,-13299545
FALSE,10,8,winsfs_b500_w500,15,-13299545
FALSE,10,8,winsfs_b500_w500,16,-13299545
FALSE,10,8,winsfs_b500_w500,17,-13299545
FALSE,10,8,winsfs_b500_w500,18,-13299545
FALSE,10,8,winsfs_b500_w500,19,-13299545
FALSE,10,8,winsfs_b500_w500,20,-13299545
FALSE,10,8,winsfs_b500_w500,21,-13299545
FALSE,10,8,winsfs_b500_w500,22,-13299545
FALSE,10,8,winsfs_b500_w500,23,-13299545
FALSE,10,8,winsfs_b500_w500,24,-13299545
FALSE,10,8,winsfs_b500_w500,25,-13299545
FALSE,10,8,winsfs_b500_w500,26,-13299545
FALSE,10,8,winsfs_b500_w500,27,-13299545
FALSE,10,8,winsfs_b500_w500,28,-13299545
FALSE,10,8,winsfs_b500_w500,29,-13299545
FALSE,10,8,winsfs_b500_w500,30,-13299545
FALSE,10,8,winsfs_b500_w500,31,-13299545
FALSE,10,8,winsfs_b500_w500,32,-13299545
FALSE,10,8,winsfs_b500_w500,33,-13299545
FALSE,10,8,winsfs_b500_w500,34,-13299545
FALSE,10,8,winsfs_b500_w500,35,-13299545
FALSE,10,8,winsfs_b500_w500,36,-13299545
FALSE,10,8,winsfs_b500_w500,37,-13299545
FALSE,10,8,winsfs_b500_w500,38,-13299545
FALSE,10,8,winsfs_b500_w500,39,-13299545
FALSE,10,8,winsfs_b500_w500,40,-13299545
FALSE,10,8,winsfs_b500_w500,41,-13299545
FALSE,10,8,winsfs_b500_w500,42,-13299545
FALSE,10,8,winsfs_b500_w500,43,-13299545
FALSE,10,8,winsfs_b500_w500,44,-13299545
FALSE,10,8,winsfs_b500_w500,45,-13299545
FALSE,10,8,winsfs_b500_w500,46,-13299545
FALSE,10,8,winsfs_b500_w500,47,-13299545
FALSE,10,8,winsfs_b500_w500,48,-13299545
FALSE,10,8,winsfs_b500_w500,49,-13299545
FALSE,10,8,winsfs_b500_w500,50,-13299545
FALSE,10,8,winsfs_b500_w500,51,-13299545
FALSE,10,8,winsfs_b500_w500,52,-13299545
FALSE,10,8,winsfs_b500_w500,53,-13299545
FALSE,10,8,winsfs_b500_w500,54,-13299545
FALSE,10,8,winsfs_b500_w500,55,-13299545
FALSE,10,8,winsfs_b500_w500,56,-13299545
FALSE,10,8,winsfs_b500_w500,57,-13299545
FALSE,10,8,winsfs_b500_w500,58,-13299545
FALSE,10,8,winsfs_b500_w500,59,-13299545
FALSE,10,8,winsfs_b500_w500,60,-13299545
FALSE,10,8,winsfs_b500_w500,61,-13299545
FALSE,10,8,winsfs_b500_w500,62,-13299545
FALSE,10,8,winsfs_b500_w500,63,-13299545
FALSE,10,8,winsfs_b500_w500,64,-13299545
FALSE,10,8,winsfs_b500_w500,65,-13299545
FALSE,10,8,winsfs_b500_w500,66,-13299545
FALSE,10,8,winsfs_b500_w500,67,-13299545
FALSE,10,8,winsfs_b500_w500,68,-13299545
FALSE,10,8,winsfs_b500_w500,69,-13299545
FALSE,10,8,winsfs_b500_w500,70,-13299545
FALSE,10,8,winsfs_b500_w500,71,-13299545
FALSE,10,8,winsfs_b500_w500,72,-13299545
FALSE,10,8,winsfs_b500_w500,73,-13299545
FALSE,10,8,winsfs_b500_w500,74,-13299545
FALSE,10,8,winsfs_b500_w500,75,-13299545
FALSE,10,8,winsfs_b500_w500,76,-13299545
FALSE,10,8,winsfs_b500_w500,77,-13299545
FALSE,10,8,winsfs_b500_w500,78,-13299545
FALSE,10,8,winsfs_b500_w500,79,-13299545
FALSE,10,8,winsfs_b500_w500,80,-13299545
FALSE,10,8,winsfs_b500_w500,81,-13299545
FALSE,10,8,winsfs_b500_w500,82,-13299545
FALSE,10,8,winsfs_b500_w500,83,-13299545
FALSE,10,8,winsfs_b500_w500,84,-13299545
FALSE,10,8,winsfs_b500_w500,85,-13299545
FALSE,10,8,winsfs_b500_w500,86,-13299545
FALSE,10,8,winsfs_b500_w500,87,-13299545
FALSE,10,8,winsfs_b500_w500,88,-13299545
FALSE,10,8,winsfs_b500_w500,89,-13299545
FALSE,10,8,winsfs_b500_w500,90,-13299545
FALSE,10,8,winsfs_b500_w500,91,-13299545
FALSE,10,8,winsfs_b500_w500,92,-13299545
FALSE,10,8,winsfs_b500_w500,93,-13299545
FALSE,10,8,winsfs_b500_w500,94,-13299545
FALSE,10,8,winsfs_b500_w500,95,-13299545
FALSE,10,8,winsfs_b500_w500,96,-13299545
FALSE,10,8,winsfs_b500_w500,97,-13299545
FALSE,10,8,winsfs_b500_w500,98,-13299545
FALSE,10,8,winsfs_b500_w500,99,-13299545
FALSE,10,8,winsfs_b500_w500,100,-13299545
FALSE,20,2,realsfs,3,-393740806
FALSE,20,2,realsfs,5,-137468567
FALSE,20,2,realsfs,7,-55797500
FALSE,20,2,realsfs,10,-18895896
FALSE,20,2,realsfs,13,-17122681
FALSE,20,2,realsfs,16,-17042181
FALSE,20,2,realsfs,19,-17028992
FALSE,20,2,realsfs,22,-17020552
FALSE,20,2,realsfs,25,-17016140
FALSE,20,2,realsfs,28,-17011659
FALSE,20,2,realsfs,31,-17009626
FALSE,20,2,realsfs,34,-17005639
FALSE,20,2,realsfs,37,-17004740
FALSE,20,2,realsfs,40,-16999744
FALSE,20,2,realsfs,43,-16999267
FALSE,20,2,realsfs,46,-16991080
FALSE,20,2,realsfs,49,-16990795
FALSE,20,2,realsfs,52,-16990080
FALSE,20,2,realsfs,55,-16989138
FALSE,20,2,realsfs,58,-16988801
FALSE,20,2,realsfs,61,-16987168
FALSE,20,2,realsfs,64,-16986952
FALSE,20,2,realsfs,67,-16981613
FALSE,20,2,realsfs,70,-16981478
FALSE,20,2,realsfs,73,-16980945
FALSE,20,2,realsfs,76,-16980613
FALSE,20,2,realsfs,79,-16980249
FALSE,20,2,realsfs,82,-16980041
FALSE,20,2,realsfs,85,-16979591
FALSE,20,2,realsfs,88,-16979450
FALSE,20,2,realsfs,91,-16978443
FALSE,20,2,realsfs,94,-16978354
FALSE,20,2,realsfs,96,-16978307
FALSE,20,2,realsfs,98,-16978260
FALSE,20,2,realsfs,101,-16978054
FALSE,20,2,winsfs_b500_w100,1,-17471216
FALSE,20,2,winsfs_b500_w100,2,-16695570
FALSE,20,2,winsfs_b500_w100,3,-16644405
FALSE,20,2,winsfs_b500_w100,4,-16634299
FALSE,20,2,winsfs_b500_w100,5,-16631142
FALSE,20,2,winsfs_b500_w100,6,-16630007
FALSE,20,2,winsfs_b500_w100,7,-16629634
FALSE,20,2,winsfs_b500_w100,8,-16629598
FALSE,20,2,winsfs_b500_w100,9,-16629730
FALSE,20,2,winsfs_b500_w100,10,-16629954
FALSE,20,2,winsfs_b500_w100,11,-16630233
FALSE,20,2,winsfs_b500_w100,12,-16630546
FALSE,20,2,winsfs_b500_w100,13,-16630881
FALSE,20,2,winsfs_b500_w100,14,-16631232
FALSE,20,2,winsfs_b500_w100,15,-16631594
FALSE,20,2,winsfs_b500_w100,16,-16631962
FALSE,20,2,winsfs_b500_w100,17,-16632336
FALSE,20,2,winsfs_b500_w100,18,-16632714
FALSE,20,2,winsfs_b500_w100,19,-16633094
FALSE,20,2,winsfs_b500_w100,20,-16633476
FALSE,20,2,winsfs_b500_w100,21,-16633858
FALSE,20,2,winsfs_b500_w100,22,-16634241
FALSE,20,2,winsfs_b500_w100,23,-16634625
FALSE,20,2,winsfs_b500_w100,24,-16635007
FALSE,20,2,winsfs_b500_w100,25,-16635390
FALSE,20,2,winsfs_b500_w100,26,-16635772
FALSE,20,2,winsfs_b500_w100,27,-16636154
FALSE,20,2,winsfs_b500_w100,28,-16636534
FALSE,20,2,winsfs_b500_w100,29,-16636914
FALSE,20,2,winsfs_b500_w100,30,-16637294
FALSE,20,2,winsfs_b500_w100,31,-16637672
FALSE,20,2,winsfs_b500_w100,32,-16638050
FALSE,20,2,winsfs_b500_w100,33,-16638427
FALSE,20,2,winsfs_b500_w100,34,-16638803
FALSE,20,2,winsfs_b500_w100,35,-16639178
FALSE,20,2,winsfs_b500_w100,36,-16639553
FALSE,20,2,winsfs_b500_w100,37,-16639927
FALSE,20,2,winsfs_b500_w100,38,-16640300
FALSE,20,2,winsfs_b500_w100,39,-16640673
FALSE,20,2,winsfs_b500_w100,40,-16641045
FALSE,20,2,winsfs_b500_w100,41,-16641416
