peak,n,d,condition,epoch,loglik
FALSE,20,2,winsfs_b500_w100,42,-16641787
FALSE,20,2,winsfs_b500_w100,43,-16642158
FALSE,20,2,winsfs_b500_w100,44,-16642527
FALSE,20,2,winsfs_b500_w100,45,-16642897
FALSE,20,2,winsfs_b500_w100,46,-16643266
FALSE,20,2,winsfs_b500_w100,47,-16643634
FALSE,20,2,winsfs_b500_w100,48,-16644002
FALSE,20,2,winsfs_b500_w100,49,-16644370
FALSE,20,2,winsfs_b500_w100,50,-16644737
FALSE,20,2,winsfs_b500_w100,51,-16645104
FALSE,20,2,winsfs_b500_w100,52,-16645471
FALSE,20,2,winsfs_b500_w100,53,-16645837
FALSE,20,2,winsfs_b500_w100,54,-16646203
FALSE,20,2,winsfs_b500_w100,55,-16646568
FALSE,20,2,winsfs_b500_w100,56,-16646934
FALSE,20,2,winsfs_b500_w100,57,-16647299
FALSE,20,2,winsfs_b500_w100,58,-16647664
FALSE,20,2,winsfs_b500_w100,59,-16648029
FALSE,20,2,winsfs_b500_w100,60,-16648393
FALSE,20,2,winsfs_b500_w100,61,-16648758
FALSE,20,2,winsfs_b500_w100,62,-16649122
FALSE,20,2,winsfs_b500_w100,63,-16649486
FALSE,20,2,winsfs_b500_w100,64,-16649850
FALSE,20,2,winsfs_b500_w100,65,-16650214
FALSE,20,2,winsfs_b500_w100,66,-16650577
FALSE,20,2,winsfs_b500_w100,67,-16650941
FALSE,20,2,winsfs_b500_w100,68,-16651304
FALSE,20,2,winsfs_b500_w100,69,-16651668
FALSE,20,2,winsfs_b500_w100,70,-16652031
FALSE,20,2,winsfs_b500_w100,71,-16652394
FALSE,20,2,winsfs_b500_w100,72,-16652757
FALSE,20,2,winsfs_b500_w100,73,-16653120
FALSE,20,2,winsfs_b500_w100,74,-16653483
FALSE,20,2,winsfs_b500_w100,75,-16653846
FALSE,20,2,winsfs_b500_w100,76,-16654209
FALSE,20,2,winsfs_b500_w100,77,-16654572
FALSE,20,2,winsfs_b500_w100,78,-16654935
FALSE,20,2,winsfs_b500_w100,79,-16655298
FALSE,20,2,winsfs_b500_w100,80,-16655661
FALSE,20,2,winsfs_b500_w100,81,-16656024
FALSE,20,2,winsfs_b500_w100,82,-16656387
FALSE,20,2,winsfs_b500_w100,83,-16656750
FALSE,20,2,winsfs_b500_w100,84,-16657113
FALSE,20,2,winsfs_b500_w100,85,-16657476
FALSE,20,2,winsfs_b500_w100,86,-16657839
FALSE,20,2,winsfs_b500_w100,87,-16658202
FALSE,20,2,winsfs_b500_w100,88,-16658565
FALSE,20,2,winsfs_b500_w100,89,-16658928
FALSE,20,2,winsfs_b500_w100,90,-16659291
FALSE,20,2,winsfs_b500_w100,91,-16659655
FALSE,20,2,winsfs_b500_w100,92,-16660018
FALSE,20,2,winsfs_b500_w100,93,-16660381
FALSE,20,2,winsfs_b500_w100,94,-16660745
FALSE,20,2,winsfs_b500_w100,95,-16661108
FALSE,20,2,winsfs_b500_w100,96,-16661472
FALSE,20,2,winsfs_b500_w100,97,-16661836
FALSE,20,2,winsfs_b500_w100,98,-16662200
FALSE,20,2,winsfs_b500_w100,99,-16662564
FALSE,20,2,winsfs_b500_w100,100,-16662928
FALSE,20,2,winsfs_b500_w250,1,-21701263
FALSE,20,2,winsfs_b500_w250,2,-17857481
FALSE,20,2,winsfs_b500_w250,3,-16980628
FALSE,20,2,winsfs_b500_w250,4,-16754215
FALSE,20,2,winsfs_b500_w250,5,-16685095
FALSE,20,2,winsfs_b500_w250,6,-16658753
FALSE,20,2,winsfs_b500_w250,7,-16646543
FALSE,20,2,winsfs_b500_w250,8,-16640042
FALSE,20,2,winsfs_b500_w250,9,-16636248
FALSE,20,2,winsfs_b500_w250,10,-16633896
FALSE,20,2,winsfs_b500_w250,11,-16632378
FALSE,20,2,winsfs_b500_w250,12,-16631371
FALSE,20,2,winsfs_b500_w250,13,-16630694
FALSE,20,2,winsfs_b500_w250,14,-16630237
FALSE,20,2,winsfs_b500_w250,15,-16629931
FALSE,20,2,winsfs_b500_w250,16,-16629732
FALSE,20,2,winsfs_b500_w250,17,-16629611
FALSE,20,2,winsfs_b500_w250,18,-16629547
FALSE,20,2,winsfs_b500_w250,19,-16629525
FALSE,20,2,winsfs_b500_w250,20,-16629536
FALSE,20,2,winsfs_b500_w250,21,-16629573
FALSE,20,2,winsfs_b500_w250,22,-16629629
FALSE,20,2,winsfs_b500_w250,23,-16629702
FALSE,20,2,winsfs_b500_w250,24,-16629787
FALSE,20,2,winsfs_b500_w250,25,-16629883
FALSE,20,2,winsfs_b500_w250,26,-16629988
FALSE,20,2,winsfs_b500_w250,27,-16630100
FALSE,20,2,winsfs_b500_w250,28,-16630218
FALSE,20,2,winsfs_b500_w250,29,-16630341
FALSE,20,2,winsfs_b500_w250,30,-16630468
FALSE,20,2,winsfs_b500_w250,31,-16630599
FALSE,20,2,winsfs_b500_w250,32,-16630733
FALSE,20,2,winsfs_b500_w250,33,-16630870
FALSE,20,2,winsfs_b500_w250,34,-16631009
FALSE,20,2,winsfs_b500_w250,35,-16631151
FALSE,20,2,winsfs_b500_w250,36,-16631294
FALSE,20,2,winsfs_b500_w250,37,-16631438
FALSE,20,2,winsfs_b500_w250,38,-16631584
FALSE,20,2,winsfs_b500_w250,39,-16631732
FALSE,20,2,winsfs_b500_w250,40,-16631880
FALSE,20,2,winsfs_b500_w250,41,-16632029
FALSE,20,2,winsfs_b500_w250,42,-16632179
FALSE,20,2,winsfs_b500_w250,43,-16632329
FALSE,20,2,winsfs_b500_w250,44,-16632480
FALSE,20,2,winsfs_b500_w250,45,-16632632
FALSE,20,2,winsfs_b500_w250,46,-16632783
FALSE,20,2,winsfs_b500_w250,47,-16632936
FALSE,20,2,winsfs_b500_w250,48,-16633088
FALSE,20,2,winsfs_b500_w250,49,-16633241
FALSE,20,2,winsfs_b500_w250,50,-16633394
FALSE,20,2,winsfs_b500_w250,51,-16633547
FALSE,20,2,winsfs_b500_w250,52,-16633701
FALSE,20,2,winsfs_b500_w250,53,-16633854
FALSE,20,2,winsfs_b500_w250,54,-16634008
FALSE,20,2,winsfs_b500_w250,55,-16634161
FALSE,20,2,winsfs_b500_w250,56,-16634315
FALSE,20,2,winsfs_b500_w250,57,-16634469
FALSE,20,2,winsfs_b500_w250,58,-16634622
FALSE,20,2,winsfs_b500_w250,59,-16634776
FALSE,20,2,winsfs_b500_w250,60,-16634930
FALSE,20,2,winsfs_b500_w250,61,-16635083
FALSE,20,2,winsfs_b500_w250,62,-16635237
FALSE,20,2,winsfs_b500_w250,63,-16635390
FALSE,20,2,winsfs_b500_w250,64,-16635543
FALSE,20,2,winsfs_b500_w250,65,-16635697
FALSE,20,2,winsfs_b500_w250,66,-16635850
FALSE,20,2,winsfs_b500_w250,67,-16636003
FALSE,20,2,winsfs_b500_w250,68,-16636156
FALSE,20,2,winsfs_b500_w250,69,-16636309
FALSE,20,2,winsfs_b500_w250,70,-16636461
FALSE,20,2,winsfs_b500_w250,71,-16636614
FALSE,20,2,winsfs_b500_w250,72,-16636766
FALSE,20,2,winsfs_b500_w250,73,-16636919
FALSE,20,2,winsfs_b500_w250,74,-16637071
FALSE,20,2,winsfs_b500_w250,75,-16637223
FALSE,20,2,winsfs_b500_w250,76,-16637375
FALSE,20,2,winsfs_b500_w250,77,-16637527
FALSE,20,2,winsfs_b500_w250,78,-16637679
FALSE,20,2,winsfs_b500_w250,79,-16637831
FALSE,20,2,winsfs_b500_w250,80,-16637982
FALSE,20,2,winsfs_b500_w250,81,-16638134
FALSE,20,2,winsfs_b500_w250,82,-16638285
FALSE,20,2,winsfs_b500_w250,83,-16638436
FALSE,20,2,winsfs_b500_w250,84,-16638587
FALSE,20,2,winsfs_b500_w250,85,-16638738
FALSE,20,2,winsfs_b500_w250,86,-16638889
FALSE,20,2,winsfs_b500_w250,87,-16639040
FALSE,20,2,winsfs_b500_w250,88,-16639190
FALSE,20,2,winsfs_b500_w250,89,-16639341
FALSE,20,2,winsfs_b500_w250,90,-16639491
FALSE,20,2,winsfs_b500_w250,91,-16639642
FALSE,20,2,winsfs_b500_w250,92,-16639792
FALSE,20,2,winsfs_b500_w250,93,-16639942
FALSE,20,2,winsfs_b500_w250,94,-16640092
FALSE,20,2,winsfs_b500_w250,95,-16640242
FALSE,20,2,winsfs_b500_w250,96,-16640391
FALSE,20,2,winsfs_b500_w250,97,-16640541
FALSE,20,2,winsfs_b500_w250,98,-16640691
FALSE,20,2,winsfs_b500_w250,99,-16640840
FALSE,20,2,winsfs_b500_w250,100,-16640990
FALSE,20,2,winsfs_b500_w500,1,-26640954
FALSE,20,2,winsfs_b500_w500,2,-20674892
FALSE,20,2,winsfs_b500_w500,3,-18599407
FALSE,20,2,winsfs_b500_w500,4,-17630010
FALSE,20,2,winsfs_b500_w500,5,-17157766
FALSE,20,2,winsfs_b500_w500,6,-16922378
FALSE,20,2,winsfs_b500_w500,7,-16801594
FALSE,20,2,winsfs_b500_w500,8,-16736981
FALSE,20,2,winsfs_b500_w500,9,-16700554
FALSE,20,2,winsfs_b500_w500,10,-16678808
FALSE,20,2,winsfs_b500_w500,11,-16665083
FALSE,20,2,winsfs_b500_w500,12,-16655975
FALSE,20,2,winsfs_b500_w500,13,-16649667
FALSE,20,2,winsfs_b500_w500,14,-16645142
FALSE,20,2,winsfs_b500_w500,15,-16641801
FALSE,20,2,winsfs_b500_w500,16,-16639276
FALSE,20,2,winsfs_b500_w500,17,-16637331
FALSE,20,2,winsfs_b500_w500,18,-16635810
FALSE,20,2,winsfs_b500_w500,19,-16634604
FALSE,20,2,winsfs_b500_w500,20,-16633639
FALSE,20,2,winsfs_b500_w500,21,-16632860
FALSE,20,2,winsfs_b500_w500,22,-16632227
FALSE,20,2,winsfs_b500_w500,23,-16631710
FALSE,20,2,winsfs_b500_w500,24,-16631285
FALSE,20,2,winsfs_b500_w500,25,-16630936
FALSE,20,2,winsfs_b500_w500,26,-16630648
FALSE,20,2,winsfs_b500_w500,27,-16630411
FALSE,20,2,winsfs_b500_w500,28,-16630216
FALSE,20,2,winsfs_b500_w500,29,-16630057
FALSE,20,2,winsfs_b500_w500,30,-16629927
FALSE,20,2,winsfs_b500_w500,31,-16629822
FALSE,20,2,winsfs_b500_w500,32,-16629738
FALSE,20,2,winsfs_b500_w500,33,-16629673
FALSE,20,2,winsfs_b500_w500,34,-16629624
FALSE,20,2,winsfs_b500_w500,35,-16629588
FALSE,20,2,winsfs_b500_w500,36,-16629563
FALSE,20,2,winsfs_b500_w500,37,-16629550
FALSE,20,2,winsfs_b500_w500,38,-16629545
FALSE,20,2,winsfs_b500_w500,39,-16629548
FALSE,20,2,winsfs_b500_w500,40,-16629557
FALSE,20,2,winsfs_b500_w500,41,-16629573
FALSE,20,2,winsfs_b500_w500,42,-16629595
FALSE,20,2,winsfs_b500_w500,43,-16629621
FALSE,20,2,winsfs_b500_w500,44,-16629652
FALSE,20,2,winsfs_b500_w500,45,-16629687
FALSE,20,2,winsfs_b500_w500,46,-16629725
FALSE,20,2,winsfs_b500_w500,47,-16629766
FALSE,20,2,winsfs_b500_w500,48,-16629811
FALSE,20,2,winsfs_b500_w500,49,-16629857
FALSE,20,2,winsfs_b500_w500,50,-16629907
FALSE,20,2,winsfs_b500_w500,51,-16629958
FALSE,20,2,winsfs_b500_w500,52,-16630011
FALSE,20,2,winsfs_b500_w500,53,-16630066
FALSE,20,2,winsfs_b500_w500,54,-16630123
FALSE,20,2,winsfs_b500_w500,55,-16630181
FALSE,20,2,winsfs_b500_w500,56,-16630241
FALSE,20,2,winsfs_b500_w500,57,-16630302
FALSE,20,2,winsfs_b500_w500,58,-16630364
FALSE,20,2,winsfs_b500_w500,59,-16630427
FALSE,20,2,winsfs_b500_w500,60,-16630491
FALSE,20,2,winsfs_b500_w500,61,-16630556
FALSE,20,2,winsfs_b500_w500,62,-16630622
FALSE,20,2,winsfs_b500_w500,63,-16630689
FALSE,20,2,winsfs_b500_w500,64,-16630757
FALSE,20,2,winsfs_b500_w500,65,-16630825
FALSE,20,2,winsfs_b500_w500,66,-16630894
FALSE,20,2,winsfs_b500_w500,67,-16630963
FALSE,20,2,winsfs_b500_w500,68,-16631033
FALSE,20,2,winsfs_b500_w500,69,-16631104
FALSE,20,2,winsfs_b500_w500,70,-16631175
FALSE,20,2,winsfs_b500_w500,71,-16631246
FALSE,20,2,winsfs_b500_w500,72,-16631318
FALSE,20,2,winsfs_b500_w500,73,-16631390
FALSE,20,2,winsfs_b500_w500,74,-16631463
FALSE,20,2,winsfs_b500_w500,75,-16631536
FALSE,20,2,winsfs_b500_w500,76,-16631609
FALSE,20,2,winsfs_b500_w500,77,-16631683
FALSE,20,2,winsfs_b500_w500,78,-16631757
FALSE,20,2,winsfs_b500_w500,79,-16631831
FALSE,20,2,winsfs_b500_w500,80,-16631905
FALSE,20,2,winsfs_b500_w500,81,-16631980
FALSE,20,2,winsfs_b500_w500,82,-16632055
FALSE,20,2,winsfs_b500_w500,83,-16632130
FALSE,20,2,winsfs_b500_w500,84,-16632205
FALSE,20,2,winsfs_b500_w500,85,-16632280
FALSE,20,2,winsfs_b500_w500,86,-16632356
FALSE,20,2,winsfs_b500_w500,87,-16632431
FALSE,20,2,winsfs_b500_w500,88,-16632507
FALSE,20,2,winsfs_b500_w500,89,-16632583
FALSE,20,2,winsfs_b500_w500,90,-16632659
FALSE,20,2,winsfs_b500_w500,91,-16632735
FALSE,20,2,winsfs_b500_w500,92,-16632812
FALSE,20,2,winsfs_b500_w500,93,-16632888
FALSE,20,2,winsfs_b500_w500,94,-16632964
FALSE,20,2,winsfs_b500_w500,95,-16633041
FALSE,20,2,winsfs_b500_w500,96,-16633117
FALSE,20,2,winsfs_b500_w500,97,-16633194
FALSE,20,2,winsfs_b500_w500,98,-16633271
FALSE,20,2,winsfs_b500_w500,99,-16633348
FALSE,20,2,winsfs_b500_w500,100,-16633424
FALSE,20,4,realsfs,3,-140199737
FALSE,20,4,realsfs,5,-29850006
FALSE,20,4,realsfs,7,-18554733
FALSE,20,4,realsfs,10,-16899864
FALSE,20,4,realsfs,13,-16851699
FALSE,20,4,realsfs,16,-16817141
FALSE,20,4,realsfs,19,-16792683
FALSE,20,4,realsfs,22,-16757177
FALSE,20,4,realsfs,25,-16754829
FALSE,20,4,realsfs,28,-16745101
FALSE,20,4,realsfs,31,-16743723
FALSE,20,4,realsfs,34,-16738423
FALSE,20,4,realsfs,37,-16737686
FALSE,20,4,realsfs,40,-16733512
FALSE,20,4,realsfs,43,-16732949
FALSE,20,4,realsfs,46,-16731397
FALSE,20,4,realsfs,49,-16731046
FALSE,20,4,realsfs,52,-16728801
FALSE,20,4,realsfs,55,-16728700
FALSE,20,4,realsfs,58,-16728366
FALSE,20,4,realsfs,61,-16728216
FALSE,20,4,realsfs,64,-16728170
FALSE,20,4,realsfs,67,-16728170
FALSE,20,4,realsfs,70,-16728195
FALSE,20,4,realsfs,73,-16728294
FALSE,20,4,realsfs,76,-16728360
FALSE,20,4,realsfs,79,-16728709
FALSE,20,4,realsfs,82,-16728793
FALSE,20,4,realsfs,85,-16732461
FALSE,20,4,realsfs,88,-16732609
FALSE,20,4,realsfs,91,-16741350
FALSE,20,4,realsfs,94,-16741677
FALSE,20,4,realsfs,97,-16743823
FALSE,20,4,realsfs,100,-16744115
FALSE,20,4,realsfs,103,-16746229
FALSE,20,4,winsfs_b500_w100,1,-16630863
FALSE,20,4,winsfs_b500_w100,2,-16628566
FALSE,20,4,winsfs_b500_w100,3,-16629101
FALSE,20,4,winsfs_b500_w100,4,-16629838
FALSE,20,4,winsfs_b500_w100,5,-16630657
FALSE,20,4,winsfs_b500_w100,6,-16631518
FALSE,20,4,winsfs_b500_w100,7,-16632407
FALSE,20,4,winsfs_b500_w100,8,-16633316
FALSE,20,4,winsfs_b500_w100,9,-16634240
FALSE,20,4,winsfs_b500_w100,10,-16635177
FALSE,20,4,winsfs_b500_w100,11,-16636124
FALSE,20,4,winsfs_b500_w100,12,-16637081
FALSE,20,4,winsfs_b500_w100,13,-16638046
FALSE,20,4,winsfs_b500_w100,14,-16639018
FALSE,20,4,winsfs_b500_w100,15,-16639996
FALSE,20,4,winsfs_b500_w100,16,-16640981
FALSE,20,4,winsfs_b500_w100,17,-16641970
FALSE,20,4,winsfs_b500_w100,18,-16642965
FALSE,20,4,winsfs_b500_w100,19,-16643965
FALSE,20,4,winsfs_b500_w100,20,-16644968
FALSE,20,4,winsfs_b500_w100,21,-16645976
FALSE,20,4,winsfs_b500_w100,22,-16646987
FALSE,20,4,winsfs_b500_w100,23,-16648002
FALSE,20,4,winsfs_b500_w100,24,-16649021
FALSE,20,4,winsfs_b500_w100,25,-16650042
FALSE,20,4,winsfs_b500_w100,26,-16651067
FALSE,20,4,winsfs_b500_w100,27,-16652094
FALSE,20,4,winsfs_b500_w100,28,-16653124
FALSE,20,4,winsfs_b500_w100,29,-16654157
FALSE,20,4,winsfs_b500_w100,30,-16655192
FALSE,20,4,winsfs_b500_w100,31,-16656230
FALSE,20,4,winsfs_b500_w100,32,-16657270
FALSE,20,4,winsfs_b500_w100,33,-16658312
FALSE,20,4,winsfs_b500_w100,34,-16659356
FALSE,20,4,winsfs_b500_w100,35,-16660403
FALSE,20,4,winsfs_b500_w100,36,-16661452
FALSE,20,4,winsfs_b500_w100,37,-16662503
FALSE,20,4,winsfs_b500_w100,38,-16663556
FALSE,20,4,winsfs_b500_w100,39,-16664610
FALSE,20,4,winsfs_b500_w100,40,-16665667
FALSE,20,4,winsfs_b500_w100,41,-16666726
FALSE,20,4,winsfs_b500_w100,42,-16667786
FALSE,20,4,winsfs_b500_w100,43,-16668848
FALSE,20,4,winsfs_b500_w100,44,-16669912
FALSE,20,4,winsfs_b500_w100,45,-16670978
FALSE,20,4,winsfs_b500_w100,46,-16672046
FALSE,20,4,winsfs_b500_w100,47,-16673115
FALSE,20,4,winsfs_b500_w100,48,-16674185
FALSE,20,4,winsfs_b500_w100,49,-16675258
FALSE,20,4,winsfs_b500_w100,50,-16676332
FALSE,20,4,winsfs_b500_w100,51,-16677407
FALSE,20,4,winsfs_b500_w100,52,-16678485
FALSE,20,4,winsfs_b500_w100,53,-16679563
FALSE,20,4,winsfs_b500_w100,54,-16680643
FALSE,20,4,winsfs_b500_w100,55,-16681725
FALSE,20,4,winsfs_b500_w100,56,-16682808
FALSE,20,4,winsfs_b500_w100,57,-16683893
FALSE,20,4,winsfs_b500_w100,58,-16684979
FALSE,20,4,winsfs_b500_w100,59,-16686066
FALSE,20,4,winsfs_b500_w100,60,-16687155
FALSE,20,4,winsfs_b500_w100,61,-16688245
FALSE,20,4,winsfs_b500_w100,62,-16689336
FALSE,20,4,winsfs_b500_w100,63,-16690429
FALSE,20,4,winsfs_b500_w100,64,-16691523
FALSE,20,4,winsfs_b500_w100,65,-16692618
FALSE,20,4,winsfs_b500_w100,66,-16693715
FALSE,20,4,winsfs_b500_w100,67,-16694812
FALSE,20,4,winsfs_b500_w100,68,-16695911
FALSE,20,4,winsfs_b500_w100,69,-16697011
FALSE,20,4,winsfs_b500_w100,70,-16698113
FALSE,20,4,winsfs_b500_w100,71,-16699215
FALSE,20,4,winsfs_b500_w100,72,-16700319
FALSE,20,4,winsfs_b500_w100,73,-16701424
FALSE,20,4,winsfs_b500_w100,74,-16702530
FALSE,20,4,winsfs_b500_w100,75,-16703637
FALSE,20,4,winsfs_b500_w100,76,-16704745
FALSE,20,4,winsfs_b500_w100,77,-16705854
FALSE,20,4,winsfs_b500_w100,78,-16706964
FALSE,20,4,winsfs_b500_w100,79,-16708075
FALSE,20,4,winsfs_b500_w100,80,-16709187
FALSE,20,4,winsfs_b500_w100,81,-16710301
FALSE,20,4,winsfs_b500_w100,82,-16711415
FALSE,20,4,winsfs_b500_w100,83,-16712530
FALSE,20,4,winsfs_b500_w100,84,-16713646
FALSE,20,4,winsfs_b500_w100,85,-16714763
FALSE,20,4,winsfs_b500_w100,86,-16715881
FALSE,20,4,winsfs_b500_w100,87,-16717000
FALSE,20,4,winsfs_b500_w100,88,-16718120
FALSE,20,4,winsfs_b500_w100,89,-16719241
FALSE,20,4,winsfs_b500_w100,90,-16720362
FALSE,20,4,winsfs_b500_w100,91,-16721484
FALSE,20,4,winsfs_b500_w100,92,-16722608
FALSE,20,4,winsfs_b500_w100,93,-16723732
FALSE,20,4,winsfs_b500_w100,94,-16724856
FALSE,20,4,winsfs_b500_w100,95,-16725982
FALSE,20,4,winsfs_b500_w100,96,-16727108
FALSE,20,4,winsfs_b500_w100,97,-16728236
FALSE,20,4,winsfs_b500_w100,98,-16729364
FALSE,20,4,winsfs_b500_w100,99,-16730492
FALSE,20,4,winsfs_b500_w100,100,-16731622
FALSE,20,4,winsfs_b500_w250,1,-16811726
FALSE,20,4,winsfs_b500_w250,2,-16634346
FALSE,20,4,winsfs_b500_w250,3,-16628729
FALSE,20,4,winsfs_b500_w250,4,-16628348
FALSE,20,4,winsfs_b500_w250,5,-16628406
FALSE,20,4,winsfs_b500_w250,6,-16628579
FALSE,20,4,winsfs_b500_w250,7,-16628810
FALSE,20,4,winsfs_b500_w250,8,-16629075
FALSE,20,4,winsfs_b500_w250,9,-16629365
FALSE,20,4,winsfs_b500_w250,10,-16629671
FALSE,20,4,winsfs_b500_w250,11,-16629990
FALSE,20,4,winsfs_b500_w250,12,-16630319
FALSE,20,4,winsfs_b500_w250,13,-16630656
FALSE,20,4,winsfs_b500_w250,14,-16630999
FALSE,20,4,winsfs_b500_w250,15,-16631348
FALSE,20,4,winsfs_b500_w250,16,-16631701
FALSE,20,4,winsfs_b500_w250,17,-16632058
FALSE,20,4,winsfs_b500_w250,18,-16632419
FALSE,20,4,winsfs_b500_w250,19,-16632783
FALSE,20,4,winsfs_b500_w250,20,-16633149
FALSE,20,4,winsfs_b500_w250,21,-16633519
FALSE,20,4,winsfs_b500_w250,22,-16633890
FALSE,20,4,winsfs_b500_w250,23,-16634264
FALSE,20,4,winsfs_b500_w250,24,-16634640
FALSE,20,4,winsfs_b500_w250,25,-16635018
FALSE,20,4,winsfs_b500_w250,26,-16635397
FALSE,20,4,winsfs_b500_w250,27,-16635779
FALSE,20,4,winsfs_b500_w250,28,-16636161
FALSE,20,4,winsfs_b500_w250,29,-16636545
FALSE,20,4,winsfs_b500_w250,30,-16636931
FALSE,20,4,winsfs_b500_w250,31,-16637318
FALSE,20,4,winsfs_b500_w250,32,-16637706
FALSE,20,4,winsfs_b500_w250,33,-16638095
FALSE,20,4,winsfs_b500_w250,34,-16638486
FALSE,20,4,winsfs_b500_w250,35,-16638878
FALSE,20,4,winsfs_b500_w250,36,-16639270
FALSE,20,4,winsfs_b500_w250,37,-16639664
FALSE,20,4,winsfs_b500_w250,38,-16640058
FALSE,20,4,winsfs_b500_w250,39,-16640454
FALSE,20,4,winsfs_b500_w250,40,-16640850
FALSE,20,4,winsfs_b500_w250,41,-16641247
FALSE,20,4,winsfs_b500_w250,42,-16641645
FALSE,20,4,winsfs_b500_w250,43,-16642044
FALSE,20,4,winsfs_b500_w250,44,-16642444
FALSE,20,4,winsfs_b500_w250,45,-16642844
FALSE,20,4,winsfs_b500_w250,46,-16643245
FALSE,20,4,winsfs_b500_w250,47,-16643646
FALSE,20,4,winsfs_b500_w250,48,-16644049
FALSE,20,4,winsfs_b500_w250,49,-16644452
FALSE,20,4,winsfs_b500_w250,50,-16644855
FALSE,20,4,winsfs_b500_w250,51,-16645259
FALSE,20,4,winsfs_b500_w250,52,-16645664
FALSE,20,4,winsfs_b500_w250,53,-16646070
FALSE,20,4,winsfs_b500_w250,54,-16646475
FALSE,20,4,winsfs_b500_w250,55,-16646882
FALSE,20,4,winsfs_b500_w250,56,-16647289
FALSE,20,4,winsfs_b500_w250,57,-16647696
FALSE,20,4,winsfs_b500_w250,58,-16648104
FALSE,20,4,winsfs_b500_w250,59,-16648513
FALSE,20,4,winsfs_b500_w250,60,-16648922
FALSE,20,4,winsfs_b500_w250,61,-16649331
FALSE,20,4,winsfs_b500_w250,62,-16649741
FALSE,20,4,winsfs_b500_w250,63,-16650151
FALSE,20,4,winsfs_b500_w250,64,-16650562
FALSE,20,4,winsfs_b500_w250,65,-16650973
FALSE,20,4,winsfs_b500_w250,66,-16651385
FALSE,20,4,winsfs_b500_w250,67,-16651797
FALSE,20,4,winsfs_b500_w250,68,-16652210
FALSE,20,4,winsfs_b500_w250,69,-16652622
FALSE,20,4,winsfs_b500_w250,70,-16653036
FALSE,20,4,winsfs_b500_w250,71,-16653449
FALSE,20,4,winsfs_b500_w250,72,-16653863
FALSE,20,4,winsfs_b500_w250,73,-16654278
FALSE,20,4,winsfs_b500_w250,74,-16654692
FALSE,20,4,winsfs_b500_w250,75,-16655108
FALSE,20,4,winsfs_b500_w250,76,-16655523
FALSE,20,4,winsfs_b500_w250,77,-16655939
FALSE,20,4,winsfs_b500_w250,78,-16656355
FALSE,20,4,winsfs_b500_w250,79,-16656772
FALSE,20,4,winsfs_b500_w250,80,-16657189
FALSE,20,4,winsfs_b500_w250,81,-16657606
FALSE,20,4,winsfs_b500_w250,82,-16658023
FALSE,20,4,winsfs_b500_w250,83,-16658441
FALSE,20,4,winsfs_b500_w250,84,-16658859
FALSE,20,4,winsfs_b500_w250,85,-16659278
FALSE,20,4,winsfs_b500_w250,86,-16659697
FALSE,20,4,winsfs_b500_w250,87,-16660116
FALSE,20,4,winsfs_b500_w250,88,-16660535
FALSE,20,4,winsfs_b500_w250,89,-16660955
FALSE,20,4,winsfs_b500_w250,90,-16661375
FALSE,20,4,winsfs_b500_w250,91,-16661796
FALSE,20,4,winsfs_b500_w250,92,-16662216
FALSE,20,4,winsfs_b500_w250,93,-16662637
FALSE,20,4,winsfs_b500_w250,94,-16663059
FALSE,20,4,winsfs_b500_w250,95,-16663480
FALSE,20,4,winsfs_b500_w250,96,-16663902
FALSE,20,4,winsfs_b500_w250,97,-16664324
FALSE,20,4,winsfs_b500_w250,98,-16664747
FALSE,20,4,winsfs_b500_w250,99,-16665169
FALSE,20,4,winsfs_b500_w250,100,-16665592
FALSE,20,4,winsfs_b500_w500,1,-17684643
FALSE,20,4,winsfs_b500_w500,2,-16740569
FALSE,20,4,winsfs_b500_w500,3,-16647548
FALSE,20,4,winsfs_b500_w500,4,-16632420
FALSE,20,4,winsfs_b500_w500,5,-16629373
FALSE,20,4,winsfs_b500_w500,6,-16628608
FALSE,20,4,winsfs_b500_w500,7,-16628387
FALSE,20,4,winsfs_b500_w500,8,-16628337
FALSE,20,4,winsfs_b500_w500,9,-16628357
FALSE,20,4,winsfs_b500_w500,10,-16628415
FALSE,20,4,winsfs_b500_w500,11,-16628497
FALSE,20,4,winsfs_b500_w500,12,-16628596
FALSE,20,4,winsfs_b500_w500,13,-16628709
FALSE,20,4,winsfs_b500_w500,14,-16628832
FALSE,20,4,winsfs_b500_w500,15,-16628963
FALSE,20,4,winsfs_b500_w500,16,-16629100
FALSE,20,4,winsfs_b500_w500,17,-16629244
FALSE,20,4,winsfs_b500_w500,18,-16629392
FALSE,20,4,winsfs_b500_w500,19,-16629545
FALSE,20,4,winsfs_b500_w500,20,-16629700
FALSE,20,4,winsfs_b500_w500,21,-16629859
FALSE,20,4,winsfs_b500_w500,22,-16630021
FALSE,20,4,winsfs_b500_w500,23,-16630185
FALSE,20,4,winsfs_b500_w500,24,-16630351
FALSE,20,4,winsfs_b500_w500,25,-16630519
FALSE,20,4,winsfs_b500_w500,26,-16630689
FALSE,20,4,winsfs_b500_w500,27,-16630860
FALSE,20,4,winsfs_b500_w500,28,-16631033
FALSE,20,4,winsfs_b500_w500,29,-16631208
FALSE,20,4,winsfs_b500_w500,30,-16631383
FALSE,20,4,winsfs_b500_w500,31,-16631560
