condition,epoch,loglik,change
winsfs_b500_w500,4,52.787,0.037271
winsfs_b500_w500,5,52.78,0.0071663
winsfs_b500_w500,6,52.778,0.0017395
winsfs_b500_w500,7,52.778,5.2896e-4
winsfs_b500_w500,8,52.778,1.9323e-4
winsfs_b500_w500,9,52.778,8.1523e-5
winsfs_b500_w500,10,52.778,3.8655e-5
winsfs_b500_w500,11,52.777,2.0264e-5
winsfs_b500_w500,12,52.777,1.1638e-5
winsfs_b500_w500,13,52.777,7.2824e-6
winsfs_b500_w500,14,52.777,4.937e-6
winsfs_b500_w500,15,52.777,3.5987e-6
winsfs_b500_w500,16,52.777,2.7919e-6
winsfs_b500_w500,17,52.777,2.2793e-6
winsfs_b500_w500,18,52.777,1.9363e-6
winsfs_b500_w500,19,52.777,1.6951e-6
winsfs_b500_w500,20,52.777,1.5175e-6
winsfs_b500_w500,21,52.777,1.381e-6
winsfs_b500_w500,22,52.777,1.2721e-6
winsfs_b500_w500,23,52.777,1.1824000000000001e-06
winsfs_b500_w500,24,52.777,1.1066e-6
winsfs_b500_w500,25,52.777,1.0412e-6
winsfs_b500_w500,26,52.777,9.8368e-7
winsfs_b500_w500,27,52.777,9.3253e-7
winsfs_b500_w500,28,52.777,8.8651e-7
winsfs_b500_w500,29,52.777,8.4477e-7
winsfs_b500_w500,30,52.777,8.0665e-7
winsfs_b500_w500,31,52.777,7.7163e-7
winsfs_b500_w500,32,52.777,7.3932e-7
winsfs_b500_w500,33,52.777,7.094e-7
winsfs_b500_w500,34,52.777,6.816e-7
winsfs_b500_w500,35,52.777,6.5568e-7
winsfs_b500_w500,36,52.777,6.3148e-7
winsfs_b500_w500,37,52.777,6.0881e-7
winsfs_b500_w500,38,52.777,5.8755e-7
winsfs_b500_w500,39,52.777,5.6757e-7
winsfs_b500_w500,40,52.777,5.4875e-7
winsfs_b500_w500,41,52.777,5.31e-7
winsfs_b500_w500,42,52.777,5.1425e-7
winsfs_b500_w500,43,52.777,4.984e-7
winsfs_b500_w500,44,52.777,4.8339e-7
winsfs_b500_w500,45,52.777,4.6916e-7
winsfs_b500_w500,46,52.777,4.5566e-7
winsfs_b500_w500,47,52.777,4.4282e-7
winsfs_b500_w500,48,52.777,4.3062e-7
winsfs_b500_w500,49,52.777,4.1899e-7
winsfs_b500_w500,50,52.777,4.1899e-7
