condition,epoch,i,x
winsfs_b500_w100,133,9,122984.866352
winsfs_b500_w100,133,10,129491.380519
winsfs_b500_w100,133,11,96555.455188
winsfs_b500_w100,133,12,98498.155555
winsfs_b500_w100,133,13,87654.86059
winsfs_b500_w100,133,14,85735.745698
winsfs_b500_w100,133,15,83725.64826
winsfs_b500_w100,133,16,84935.175409
winsfs_b500_w100,133,17,92886.87916
winsfs_b500_w100,133,18,105177.958746
winsfs_b500_w100,133,19,135129.613176
winsfs_b500_w100,133,20,14735809.108569
winsfs_b500_w100,134,0,1153742578.976093
winsfs_b500_w100,134,1,1482221.07463
winsfs_b500_w100,134,2,790048.678988
winsfs_b500_w100,134,3,507062.835016
winsfs_b500_w100,134,4,354624.103955
winsfs_b500_w100,134,5,268548.529935
winsfs_b500_w100,134,6,215675.479458
winsfs_b500_w100,134,7,171877.394731
winsfs_b500_w100,134,8,149801.079972
winsfs_b500_w100,134,9,122984.866352
winsfs_b500_w100,134,10,129491.380519
winsfs_b500_w100,134,11,96555.455188
winsfs_b500_w100,134,12,98498.155555
winsfs_b500_w100,134,13,87654.86059
winsfs_b500_w100,134,14,85735.745698
winsfs_b500_w100,134,15,83725.64826
winsfs_b500_w100,134,16,84935.175409
winsfs_b500_w100,134,17,92886.87916
winsfs_b500_w100,134,18,105177.958746
winsfs_b500_w100,134,19,135129.613176
winsfs_b500_w100,134,20,14735809.108569
winsfs_b500_w100,135,0,1153742578.976093
winsfs_b500_w100,135,1,1482221.07463
winsfs_b500_w100,135,2,790048.678988
winsfs_b500_w100,135,3,507062.835016
winsfs_b500_w100,135,4,354624.103955
winsfs_b500_w100,135,5,268548.529935
winsfs_b500_w100,135,6,215675.479458
winsfs_b500_w100,135,7,171877.394731
winsfs_b500_w100,135,8,149801.079972
winsfs_b500_w100,135,9,122984.866352
winsfs_b500_w100,135,10,129491.380519
winsfs_b500_w100,135,11,96555.455188
winsfs_b500_w100,135,12,98498.155555
winsfs_b500_w100,135,13,87654.86059
winsfs_b500_w100,135,14,85735.745698
winsfs_b500_w100,135,15,83725.64826
winsfs_b500_w100,135,16,84935.175409
winsfs_b500_w100,135,17,92886.87916
winsfs_b500_w100,135,18,105177.958746
winsfs_b500_w100,135,19,135129.613176
winsfs_b500_w100,135,20,14735809.108569
winsfs_b500_w100,136,0,1153742578.976093
winsfs_b500_w100,136,1,1482221.07463
winsfs_b500_w100,136,2,790048.678988
winsfs_b500_w100,136,3,507062.835016
winsfs_b500_w100,136,4,354624.103955
winsfs_b500_w100,136,5,268548.529935
winsfs_b500_w100,136,6,215675.479458
winsfs_b500_w100,136,7,171877.394731
winsfs_b500_w100,136,8,149801.079972
winsfs_b500_w100,136,9,122984.866352
winsfs_b500_w100,136,10,129491.380519
winsfs_b500_w100,136,11,96555.455188
winsfs_b500_w100,136,12,98498.155555
winsfs_b500_w100,136,13,87654.86059
winsfs_b500_w100,136,14,85735.745698
winsfs_b500_w100,136,15,83725.64826
winsfs_b500_w100,136,16,84935.175409
winsfs_b500_w100,136,17,92886.87916
winsfs_b500_w100,136,18,105177.958746
winsfs_b500_w100,136,19,135129.613176
winsfs_b500_w100,136,20,14735809.108569
winsfs_b500_w100,137,0,1153742578.976093
winsfs_b500_w100,137,1,1482221.07463
winsfs_b500_w100,137,2,790048.678988
winsfs_b500_w100,137,3,507062.835016
winsfs_b500_w100,137,4,354624.103955
winsfs_b500_w100,137,5,268548.529935
winsfs_b500_w100,137,6,215675.479458
winsfs_b500_w100,137,7,171877.394731
winsfs_b500_w100,137,8,149801.079972
winsfs_b500_w100,137,9,122984.866352
winsfs_b500_w100,137,10,129491.380519
winsfs_b500_w100,137,11,96555.455188
winsfs_b500_w100,137,12,98498.155555
winsfs_b500_w100,137,13,87654.86059
winsfs_b500_w100,137,14,85735.745698
winsfs_b500_w100,137,15,83725.64826
winsfs_b500_w100,137,16,84935.175409
winsfs_b500_w100,137,17,92886.87916
winsfs_b500_w100,137,18,105177.958746
winsfs_b500_w100,137,19,135129.613176
winsfs_b500_w100,137,20,14735809.108569
winsfs_b500_w100,138,0,1153742578.976093
winsfs_b500_w100,138,1,1482221.07463
winsfs_b500_w100,138,2,790048.678988
winsfs_b500_w100,138,3,507062.835016
winsfs_b500_w100,138,4,354624.103955
winsfs_b500_w100,138,5,268548.529935
winsfs_b500_w100,138,6,215675.479458
winsfs_b500_w100,138,7,171877.394731
winsfs_b500_w100,138,8,149801.079972
winsfs_b500_w100,138,9,122984.866352
winsfs_b500_w100,138,10,129491.380519
winsfs_b500_w100,138,11,96555.455188
winsfs_b500_w100,138,12,98498.155555
winsfs_b500_w100,138,13,87654.86059
winsfs_b500_w100,138,14,85735.745698
winsfs_b500_w100,138,15,83725.64826
winsfs_b500_w100,138,16,84935.175409
winsfs_b500_w100,138,17,92886.87916
winsfs_b500_w100,138,18,105177.958746
winsfs_b500_w100,138,19,135129.613176
winsfs_b500_w100,138,20,14735809.108569
winsfs_b500_w100,139,0,1153742578.976093
winsfs_b500_w100,139,1,1482221.07463
winsfs_b500_w100,139,2,790048.678988
winsfs_b500_w100,139,3,507062.835016
winsfs_b500_w100,139,4,354624.103955
winsfs_b500_w100,139,5,268548.529935
winsfs_b500_w100,139,6,215675.479458
winsfs_b500_w100,139,7,171877.394731
winsfs_b500_w100,139,8,149801.079972
winsfs_b500_w100,139,9,122984.866352
winsfs_b500_w100,139,10,129491.380519
winsfs_b500_w100,139,11,96555.455188
winsfs_b500_w100,139,12,98498.155555
winsfs_b500_w100,139,13,87654.86059
winsfs_b500_w100,139,14,85735.745698
winsfs_b500_w100,139,15,83725.64826
winsfs_b500_w100,139,16,84935.175409
winsfs_b500_w100,139,17,92886.87916
winsfs_b500_w100,139,18,105177.958746
winsfs_b500_w100,139,19,135129.613176
winsfs_b500_w100,139,20,14735809.108569
winsfs_b500_w100,140,0,1153742578.976093
winsfs_b500_w100,140,1,1482221.07463
winsfs_b500_w100,140,2,790048.678988
winsfs_b500_w100,140,3,507062.835016
winsfs_b500_w100,140,4,354624.103955
winsfs_b500_w100,140,5,268548.529935
winsfs_b500_w100,140,6,215675.479458
winsfs_b500_w100,140,7,171877.394731
winsfs_b500_w100,140,8,149801.079972
winsfs_b500_w100,140,9,122984.866352
winsfs_b500_w100,140,10,129491.380519
winsfs_b500_w100,140,11,96555.455188
winsfs_b500_w100,140,12,98498.155555
winsfs_b500_w100,140,13,87654.86059
winsfs_b500_w100,140,14,85735.745698
winsfs_b500_w100,140,15,83725.64826
winsfs_b500_w100,140,16,84935.175409
winsfs_b500_w100,140,17,92886.87916
winsfs_b500_w100,140,18,105177.958746
winsfs_b500_w100,140,19,135129.613176
winsfs_b500_w100,140,20,14735809.108569
winsfs_b500_w100,141,0,1153742578.976093
winsfs_b500_w100,141,1,1482221.07463
winsfs_b500_w100,141,2,790048.678988
winsfs_b500_w100,141,3,507062.835016
winsfs_b500_w100,141,4,354624.103955
winsfs_b500_w100,141,5,268548.529935
winsfs_b500_w100,141,6,215675.479458
winsfs_b500_w100,141,7,171877.394731
winsfs_b500_w100,141,8,149801.079972
winsfs_b500_w100,141,9,122984.866352
winsfs_b500_w100,141,10,129491.380519
winsfs_b500_w100,141,11,96555.455188
winsfs_b500_w100,141,12,98498.155555
winsfs_b500_w100,141,13,87654.86059
winsfs_b500_w100,141,14,85735.745698
winsfs_b500_w100,141,15,83725.64826
winsfs_b500_w100,141,16,84935.175409
winsfs_b500_w100,141,17,92886.87916
winsfs_b500_w100,141,18,105177.958746
winsfs_b500_w100,141,19,135129.613176
winsfs_b500_w100,141,20,14735809.108569
winsfs_b500_w100,142,0,1153742578.976093
winsfs_b500_w100,142,1,1482221.07463
winsfs_b500_w100,142,2,790048.678988
winsfs_b500_w100,142,3,507062.835016
winsfs_b500_w100,142,4,354624.103955
winsfs_b500_w100,142,5,268548.529935
winsfs_b500_w100,142,6,215675.479458
winsfs_b500_w100,142,7,171877.394731
winsfs_b500_w100,142,8,149801.079972
winsfs_b500_w100,142,9,122984.866352
winsfs_b500_w100,142,10,129491.380519
winsfs_b500_w100,142,11,96555.455188
winsfs_b500_w100,142,12,98498.155555
winsfs_b500_w100,142,13,87654.86059
winsfs_b500_w100,142,14,85735.745698
winsfs_b500_w100,142,15,83725.64826
winsfs_b500_w100,142,16,84935.175409
winsfs_b500_w100,142,17,92886.87916
winsfs_b500_w100,142,18,105177.958746
winsfs_b500_w100,142,19,135129.613176
winsfs_b500_w100,142,20,14735809.108569
winsfs_b500_w100,143,0,1153742578.976093
winsfs_b500_w100,143,1,1482221.07463
winsfs_b500_w100,143,2,790048.678988
winsfs_b500_w100,143,3,507062.835016
winsfs_b500_w100,143,4,354624.103955
winsfs_b500_w100,143,5,268548.529935
winsfs_b500_w100,143,6,215675.479458
winsfs_b500_w100,143,7,171877.394731
winsfs_b500_w100,143,8,149801.079972
winsfs_b500_w100,143,9,122984.866352
winsfs_b500_w100,143,10,129491.380519
winsfs_b500_w100,143,11,96555.455188
winsfs_b500_w100,143,12,98498.155555
winsfs_b500_w100,143,13,87654.86059
winsfs_b500_w100,143,14,85735.745698
winsfs_b500_w100,143,15,83725.64826
winsfs_b500_w100,143,16,84935.175409
winsfs_b500_w100,143,17,92886.87916
winsfs_b500_w100,143,18,105177.958746
winsfs_b500_w100,143,19,135129.613176
winsfs_b500_w100,143,20,14735809.108569
winsfs_b500_w100,144,0,1153742578.976093
winsfs_b500_w100,144,1,1482221.07463
winsfs_b500_w100,144,2,790048.678988
winsfs_b500_w100,144,3,507062.835016
winsfs_b500_w100,144,4,354624.103955
winsfs_b500_w100,144,5,268548.529935
winsfs_b500_w100,144,6,215675.479458
winsfs_b500_w100,144,7,171877.394731
winsfs_b500_w100,144,8,149801.079972
winsfs_b500_w100,144,9,122984.866352
winsfs_b500_w100,144,10,129491.380519
winsfs_b500_w100,144,11,96555.455188
winsfs_b500_w100,144,12,98498.155555
winsfs_b500_w100,144,13,87654.86059
winsfs_b500_w100,144,14,85735.745698
winsfs_b500_w100,144,15,83725.64826
winsfs_b500_w100,144,16,84935.175409
winsfs_b500_w100,144,17,92886.87916
winsfs_b500_w100,144,18,105177.958746
winsfs_b500_w100,144,19,135129.613176
winsfs_b500_w100,144,20,14735809.108569
winsfs_b500_w100,145,0,1153742578.976093
winsfs_b500_w100,145,1,1482221.07463
winsfs_b500_w100,145,2,790048.678988
winsfs_b500_w100,145,3,507062.835016
winsfs_b500_w100,145,4,354624.103955
winsfs_b500_w100,145,5,268548.529935
winsfs_b500_w100,145,6,215675.479458
winsfs_b500_w100,145,7,171877.394731
winsfs_b500_w100,145,8,149801.079972
winsfs_b500_w100,145,9,122984.866352
winsfs_b500_w100,145,10,129491.380519
winsfs_b500_w100,145,11,96555.455188
winsfs_b500_w100,145,12,98498.155555
winsfs_b500_w100,145,13,87654.86059
winsfs_b500_w100,145,14,85735.745698
winsfs_b500_w100,145,15,83725.64826
winsfs_b500_w100,145,16,84935.175409
winsfs_b500_w100,145,17,92886.87916
winsfs_b500_w100,145,18,105177.958746
winsfs_b500_w100,145,19,135129.613176
winsfs_b500_w100,145,20,14735809.108569
winsfs_b500_w100,146,0,1153742578.976093
winsfs_b500_w100,146,1,1482221.07463
winsfs_b500_w100,146,2,790048.678988
winsfs_b500_w100,146,3,507062.835016
winsfs_b500_w100,146,4,354624.103955
winsfs_b500_w100,146,5,268548.529935
winsfs_b500_w100,146,6,215675.479458
winsfs_b500_w100,146,7,171877.394731
winsfs_b500_w100,146,8,149801.079972
winsfs_b500_w100,146,9,122984.866352
winsfs_b500_w100,146,10,129491.380519
winsfs_b500_w100,146,11,96555.455188
winsfs_b500_w100,146,12,98498.155555
winsfs_b500_w100,146,13,87654.86059
winsfs_b500_w100,146,14,85735.745698
winsfs_b500_w100,146,15,83725.64826
winsfs_b500_w100,146,16,84935.175409
winsfs_b500_w100,146,17,92886.87916
winsfs_b500_w100,146,18,105177.958746
winsfs_b500_w100,146,19,135129.613176
winsfs_b500_w100,146,20,14735809.108569
winsfs_b500_w100,147,0,1153742578.976093
winsfs_b500_w100,147,1,1482221.07463
winsfs_b500_w100,147,2,790048.678988
winsfs_b500_w100,147,3,507062.835016
winsfs_b500_w100,147,4,354624.103955
winsfs_b500_w100,147,5,268548.529935
winsfs_b500_w100,147,6,215675.479458
winsfs_b500_w100,147,7,171877.394731
winsfs_b500_w100,147,8,149801.079972
winsfs_b500_w100,147,9,122984.866352
winsfs_b500_w100,147,10,129491.380519
winsfs_b500_w100,147,11,96555.455188
winsfs_b500_w100,147,12,98498.155555
winsfs_b500_w100,147,13,87654.86059
winsfs_b500_w100,147,14,85735.745698
winsfs_b500_w100,147,15,83725.64826
winsfs_b500_w100,147,16,84935.175409
winsfs_b500_w100,147,17,92886.87916
winsfs_b500_w100,147,18,105177.958746
winsfs_b500_w100,147,19,135129.613176
winsfs_b500_w100,147,20,14735809.108569
winsfs_b500_w100,148,0,1153742578.976093
winsfs_b500_w100,148,1,1482221.07463
winsfs_b500_w100,148,2,790048.678988
winsfs_b500_w100,148,3,507062.835016
winsfs_b500_w100,148,4,354624.103955
winsfs_b500_w100,148,5,268548.529935
winsfs_b500_w100,148,6,215675.479458
winsfs_b500_w100,148,7,171877.394731
winsfs_b500_w100,148,8,149801.079972
winsfs_b500_w100,148,9,122984.866352
winsfs_b500_w100,148,10,129491.380519
winsfs_b500_w100,148,11,96555.455188
winsfs_b500_w100,148,12,98498.155555
winsfs_b500_w100,148,13,87654.86059
winsfs_b500_w100,148,14,85735.745698
winsfs_b500_w100,148,15,83725.64826
winsfs_b500_w100,148,16,84935.175409
winsfs_b500_w100,148,17,92886.87916
winsfs_b500_w100,148,18,105177.958746
winsfs_b500_w100,148,19,135129.613176
winsfs_b500_w100,148,20,14735809.108569
winsfs_b500_w100,149,0,1153742578.976093
winsfs_b500_w100,149,1,1482221.07463
winsfs_b500_w100,149,2,790048.678988
winsfs_b500_w100,149,3,507062.835016
winsfs_b500_w100,149,4,354624.103955
winsfs_b500_w100,149,5,268548.529935
winsfs_b500_w100,149,6,215675.479458
winsfs_b500_w100,149,7,171877.394731
winsfs_b500_w100,149,8,149801.079972
winsfs_b500_w100,149,9,122984.866352
winsfs_b500_w100,149,10,129491.380519
winsfs_b500_w100,149,11,96555.455188
winsfs_b500_w100,149,12,98498.155555
winsfs_b500_w100,149,13,87654.86059
winsfs_b500_w100,149,14,85735.745698
winsfs_b500_w100,149,15,83725.64826
winsfs_b500_w100,149,16,84935.175409
winsfs_b500_w100,149,17,92886.87916
winsfs_b500_w100,149,18,105177.958746
winsfs_b500_w100,149,19,135129.613176
winsfs_b500_w100,149,20,14735809.108569
winsfs_b500_w100,150,0,1153742578.976093
winsfs_b500_w100,150,1,1482221.07463
winsfs_b500_w100,150,2,790048.678988
winsfs_b500_w100,150,3,507062.835016
winsfs_b500_w100,150,4,354624.103955
winsfs_b500_w100,150,5,268548.529935
winsfs_b500_w100,150,6,215675.479458
winsfs_b500_w100,150,7,171877.394731
winsfs_b500_w100,150,8,149801.079972
winsfs_b500_w100,150,9,122984.866352
winsfs_b500_w100,150,10,129491.380519
winsfs_b500_w100,150,11,96555.455188
winsfs_b500_w100,150,12,98498.155555
winsfs_b500_w100,150,13,87654.86059
winsfs_b500_w100,150,14,85735.745698
winsfs_b500_w100,150,15,83725.64826
winsfs_b500_w100,150,16,84935.175409
winsfs_b500_w100,150,17,92886.87916
winsfs_b500_w100,150,18,105177.958746
winsfs_b500_w100,150,19,135129.613176
winsfs_b500_w100,150,20,14735809.108569
winsfs_b500_w100,151,0,1153742578.976093
winsfs_b500_w100,151,1,1482221.07463
winsfs_b500_w100,151,2,790048.678988
winsfs_b500_w100,151,3,507062.835016
winsfs_b500_w100,151,4,354624.103955
winsfs_b500_w100,151,5,268548.529935
winsfs_b500_w100,151,6,215675.479458
winsfs_b500_w100,151,7,171877.394731
winsfs_b500_w100,151,8,149801.079972
winsfs_b500_w100,151,9,122984.866352
winsfs_b500_w100,151,10,129491.380519
winsfs_b500_w100,151,11,96555.455188
winsfs_b500_w100,151,12,98498.155555
winsfs_b500_w100,151,13,87654.86059
winsfs_b500_w100,151,14,85735.745698
winsfs_b500_w100,151,15,83725.64826
winsfs_b500_w100,151,16,84935.175409
winsfs_b500_w100,151,17,92886.87916
winsfs_b500_w100,151,18,105177.958746
winsfs_b500_w100,151,19,135129.613176
winsfs_b500_w100,151,20,14735809.108569
winsfs_b500_w100,152,0,1153742578.976093
winsfs_b500_w100,152,1,1482221.07463
winsfs_b500_w100,152,2,790048.678988
winsfs_b500_w100,152,3,507062.835016
winsfs_b500_w100,152,4,354624.103955
winsfs_b500_w100,152,5,268548.529935
winsfs_b500_w100,152,6,215675.479458
winsfs_b500_w100,152,7,171877.394731
winsfs_b500_w100,152,8,149801.079972
winsfs_b500_w100,152,9,122984.866352
winsfs_b500_w100,152,10,129491.380519
winsfs_b500_w100,152,11,96555.455188
winsfs_b500_w100,152,12,98498.155555
winsfs_b500_w100,152,13,87654.86059
winsfs_b500_w100,152,14,85735.745698
winsfs_b500_w100,152,15,83725.64826
winsfs_b500_w100,152,16,84935.175409
winsfs_b500_w100,152,17,92886.87916
winsfs_b500_w100,152,18,105177.958746
winsfs_b500_w100,152,19,135129.613176
winsfs_b500_w100,152,20,14735809.108569
winsfs_b500_w100,153,0,1153742578.976093
winsfs_b500_w100,153,1,1482221.07463
winsfs_b500_w100,153,2,790048.678988
winsfs_b500_w100,153,3,507062.835016
winsfs_b500_w100,153,4,354624.103955
winsfs_b500_w100,153,5,268548.529935
winsfs_b500_w100,153,6,215675.479458
winsfs_b500_w100,153,7,171877.394731
winsfs_b500_w100,153,8,149801.079972
winsfs_b500_w100,153,9,122984.866352
winsfs_b500_w100,153,10,129491.380519
winsfs_b500_w100,153,11,96555.455188
winsfs_b500_w100,153,12,98498.155555
winsfs_b500_w100,153,13,87654.86059
winsfs_b500_w100,153,14,85735.745698
winsfs_b500_w100,153,15,83725.64826
winsfs_b500_w100,153,16,84935.175409
winsfs_b500_w100,153,17,92886.87916
winsfs_b500_w100,153,18,105177.958746
winsfs_b500_w100,153,19,135129.613176
winsfs_b500_w100,153,20,14735809.108569
winsfs_b500_w100,154,0,1153742578.976093
winsfs_b500_w100,154,1,1482221.07463
winsfs_b500_w100,154,2,790048.678988
winsfs_b500_w100,154,3,507062.835016
winsfs_b500_w100,154,4,354624.103955
winsfs_b500_w100,154,5,268548.529935
winsfs_b500_w100,154,6,215675.479458
winsfs_b500_w100,154,7,171877.394731
winsfs_b500_w100,154,8,149801.079972
winsfs_b500_w100,154,9,122984.866352
winsfs_b500_w100,154,10,129491.380519
winsfs_b500_w100,154,11,96555.455188
winsfs_b500_w100,154,12,98498.155555
winsfs_b500_w100,154,13,87654.86059
winsfs_b500_w100,154,14,85735.745698
winsfs_b500_w100,154,15,83725.64826
winsfs_b500_w100,154,16,84935.175409
winsfs_b500_w100,154,17,92886.87916
winsfs_b500_w100,154,18,105177.958746
winsfs_b500_w100,154,19,135129.613176
winsfs_b500_w100,154,20,14735809.108569
winsfs_b500_w100,155,0,1153742578.976093
winsfs_b500_w100,155,1,1482221.07463
winsfs_b500_w100,155,2,790048.678988
winsfs_b500_w100,155,3,507062.835016
winsfs_b500_w100,155,4,354624.103955
winsfs_b500_w100,155,5,268548.529935
winsfs_b500_w100,155,6,215675.479458
winsfs_b500_w100,155,7,171877.394731
winsfs_b500_w100,155,8,149801.079972
winsfs_b500_w100,155,9,122984.866352
winsfs_b500_w100,155,10,129491.380519
winsfs_b500_w100,155,11,96555.455188
winsfs_b500_w100,155,12,98498.155555
winsfs_b500_w100,155,13,87654.86059
winsfs_b500_w100,155,14,85735.745698
winsfs_b500_w100,155,15,83725.64826
winsfs_b500_w100,155,16,84935.175409
winsfs_b500_w100,155,17,92886.87916
winsfs_b500_w100,155,18,105177.958746
winsfs_b500_w100,155,19,135129.613176
winsfs_b500_w100,155,20,14735809.108569
winsfs_b500_w100,156,0,1153742578.976093
winsfs_b500_w100,156,1,1482221.07463
winsfs_b500_w100,156,2,790048.678988
winsfs_b500_w100,156,3,507062.835016
winsfs_b500_w100,156,4,354624.103955
winsfs_b500_w100,156,5,268548.529935
winsfs_b500_w100,156,6,215675.479458
winsfs_b500_w100,156,7,171877.394731
winsfs_b500_w100,156,8,149801.079972
winsfs_b500_w100,156,9,122984.866352
winsfs_b500_w100,156,10,129491.380519
winsfs_b500_w100,156,11,96555.455188
winsfs_b500_w100,156,12,98498.155555
winsfs_b500_w100,156,13,87654.86059
winsfs_b500_w100,156,14,85735.745698
winsfs_b500_w100,156,15,83725.64826
winsfs_b500_w100,156,16,84935.175409
winsfs_b500_w100,156,17,92886.87916
winsfs_b500_w100,156,18,105177.958746
winsfs_b500_w100,156,19,135129.613176
winsfs_b500_w100,156,20,14735809.108569
winsfs_b500_w100,157,0,1153742578.976093
winsfs_b500_w100,157,1,1482221.07463
winsfs_b500_w100,157,2,790048.678988
winsfs_b500_w100,157,3,507062.835016
winsfs_b500_w100,157,4,354624.103955
winsfs_b500_w100,157,5,268548.529935
winsfs_b500_w100,157,6,215675.479458
winsfs_b500_w100,157,7,171877.394731
winsfs_b500_w100,157,8,149801.079972
winsfs_b500_w100,157,9,122984.866352
winsfs_b500_w100,157,10,129491.380519
winsfs_b500_w100,157,11,96555.455188
winsfs_b500_w100,157,12,98498.155555
winsfs_b500_w100,157,13,87654.86059
winsfs_b500_w100,157,14,85735.745698
winsfs_b500_w100,157,15,83725.64826
winsfs_b500_w100,157,16,84935.175409
winsfs_b500_w100,157,17,92886.87916
winsfs_b500_w100,157,18,105177.958746
winsfs_b500_w100,157,19,135129.613176
winsfs_b500_w100,157,20,14735809.108569
winsfs_b500_w100,158,0,1153742578.976093
winsfs_b500_w100,158,1,1482221.07463
winsfs_b500_w100,158,2,790048.678988
winsfs_b500_w100,158,3,507062.835016
winsfs_b500_w100,158,4,354624.103955
winsfs_b500_w100,158,5,268548.529935
winsfs_b500_w100,158,6,215675.479458
winsfs_b500_w100,158,7,171877.394731
winsfs_b500_w100,158,8,149801.079972
winsfs_b500_w100,158,9,122984.866352
winsfs_b500_w100,158,10,129491.380519
winsfs_b500_w100,158,11,96555.455188
winsfs_b500_w100,158,12,98498.155555
winsfs_b500_w100,158,13,87654.86059
winsfs_b500_w100,158,14,85735.745698
winsfs_b500_w100,158,15,83725.64826
winsfs_b500_w100,158,16,84935.175409
winsfs_b500_w100,158,17,92886.87916
winsfs_b500_w100,158,18,105177.958746
winsfs_b500_w100,158,19,135129.613176
winsfs_b500_w100,158,20,14735809.108569
winsfs_b500_w100,159,0,1153742578.976093
winsfs_b500_w100,159,1,1482221.07463
winsfs_b500_w100,159,2,790048.678988
winsfs_b500_w100,159,3,507062.835016
winsfs_b500_w100,159,4,354624.103955
winsfs_b500_w100,159,5,268548.529935
winsfs_b500_w100,159,6,215675.479458
winsfs_b500_w100,159,7,171877.394731
winsfs_b500_w100,159,8,149801.079972
winsfs_b500_w100,159,9,122984.866352
winsfs_b500_w100,159,10,129491.380519
winsfs_b500_w100,159,11,96555.455188
winsfs_b500_w100,159,12,98498.155555
winsfs_b500_w100,159,13,87654.86059
winsfs_b500_w100,159,14,85735.745698
winsfs_b500_w100,159,15,83725.64826
winsfs_b500_w100,159,16,84935.175409
winsfs_b500_w100,159,17,92886.87916
winsfs_b500_w100,159,18,105177.958746
winsfs_b500_w100,159,19,135129.613176
winsfs_b500_w100,159,20,14735809.108569
winsfs_b500_w100,160,0,1153742578.976093
winsfs_b500_w100,160,1,1482221.07463
winsfs_b500_w100,160,2,790048.678988
winsfs_b500_w100,160,3,507062.835016
winsfs_b500_w100,160,4,354624.103955
winsfs_b500_w100,160,5,268548.529935
winsfs_b500_w100,160,6,215675.479458
winsfs_b500_w100,160,7,171877.394731
winsfs_b500_w100,160,8,149801.079972
winsfs_b500_w100,160,9,122984.866352
winsfs_b500_w100,160,10,129491.380519
winsfs_b500_w100,160,11,96555.455188
winsfs_b500_w100,160,12,98498.155555
winsfs_b500_w100,160,13,87654.86059
winsfs_b500_w100,160,14,85735.745698
winsfs_b500_w100,160,15,83725.64826
winsfs_b500_w100,160,16,84935.175409
winsfs_b500_w100,160,17,92886.87916
winsfs_b500_w100,160,18,105177.958746
winsfs_b500_w100,160,19,135129.613176
winsfs_b500_w100,160,20,14735809.108569
winsfs_b500_w100,161,0,1153742578.976093
winsfs_b500_w100,161,1,1482221.07463
winsfs_b500_w100,161,2,790048.678988
winsfs_b500_w100,161,3,507062.835016
winsfs_b500_w100,161,4,354624.103955
winsfs_b500_w100,161,5,268548.529935
winsfs_b500_w100,161,6,215675.479458
winsfs_b500_w100,161,7,171877.394731
winsfs_b500_w100,161,8,149801.079972
winsfs_b500_w100,161,9,122984.866352
winsfs_b500_w100,161,10,129491.380519
winsfs_b500_w100,161,11,96555.455188
winsfs_b500_w100,161,12,98498.155555
winsfs_b500_w100,161,13,87654.86059
winsfs_b500_w100,161,14,85735.745698
winsfs_b500_w100,161,15,83725.64826
winsfs_b500_w100,161,16,84935.175409
winsfs_b500_w100,161,17,92886.87916
winsfs_b500_w100,161,18,105177.958746
winsfs_b500_w100,161,19,135129.613176
winsfs_b500_w100,161,20,14735809.108569
winsfs_b500_w100,162,0,1153742578.976093
winsfs_b500_w100,162,1,1482221.07463
winsfs_b500_w100,162,2,790048.678988
winsfs_b500_w100,162,3,507062.835016
winsfs_b500_w100,162,4,354624.103955
winsfs_b500_w100,162,5,268548.529935
winsfs_b500_w100,162,6,215675.479458
winsfs_b500_w100,162,7,171877.394731
winsfs_b500_w100,162,8,149801.079972
winsfs_b500_w100,162,9,122984.866352
winsfs_b500_w100,162,10,129491.380519
winsfs_b500_w100,162,11,96555.455188
winsfs_b500_w100,162,12,98498.155555
winsfs_b500_w100,162,13,87654.86059
winsfs_b500_w100,162,14,85735.745698
winsfs_b500_w100,162,15,83725.64826
winsfs_b500_w100,162,16,84935.175409
winsfs_b500_w100,162,17,92886.87916
winsfs_b500_w100,162,18,105177.958746
winsfs_b500_w100,162,19,135129.613176
winsfs_b500_w100,162,20,14735809.108569
winsfs_b500_w100,163,0,1153742578.976093
winsfs_b500_w100,163,1,1482221.07463
winsfs_b500_w100,163,2,790048.678988
winsfs_b500_w100,163,3,507062.835016
winsfs_b500_w100,163,4,354624.103955
winsfs_b500_w100,163,5,268548.529935
winsfs_b500_w100,163,6,215675.479458
winsfs_b500_w100,163,7,171877.394731
winsfs_b500_w100,163,8,149801.079972
winsfs_b500_w100,163,9,122984.866352
winsfs_b500_w100,163,10,129491.380519
winsfs_b500_w100,163,11,96555.455188
winsfs_b500_w100,163,12,98498.155555
winsfs_b500_w100,163,13,87654.86059
winsfs_b500_w100,163,14,85735.745698
winsfs_b500_w100,163,15,83725.64826
winsfs_b500_w100,163,16,84935.175409
winsfs_b500_w100,163,17,92886.87916
winsfs_b500_w100,163,18,105177.958746
winsfs_b500_w100,163,19,135129.613176
winsfs_b500_w100,163,20,14735809.108569
winsfs_b500_w100,164,0,1153742578.976093
winsfs_b500_w100,164,1,1482221.07463
winsfs_b500_w100,164,2,790048.678988
winsfs_b500_w100,164,3,507062.835016
winsfs_b500_w100,164,4,354624.103955
winsfs_b500_w100,164,5,268548.529935
winsfs_b500_w100,164,6,215675.479458
winsfs_b500_w100,164,7,171877.394731
winsfs_b500_w100,164,8,149801.079972
winsfs_b500_w100,164,9,122984.866352
winsfs_b500_w100,164,10,129491.380519
winsfs_b500_w100,164,11,96555.455188
winsfs_b500_w100,164,12,98498.155555
winsfs_b500_w100,164,13,87654.86059
winsfs_b500_w100,164,14,85735.745698
winsfs_b500_w100,164,15,83725.64826
winsfs_b500_w100,164,16,84935.175409
winsfs_b500_w100,164,17,92886.87916
