condition,epoch,loglik,change
winsfs_b500_w250,18,25.701,6.2151e-8
winsfs_b500_w250,19,25.701,5.2084e-8
winsfs_b500_w250,20,25.701,4.5063e-8
winsfs_b500_w250,21,25.701,4.0012e-8
winsfs_b500_w250,22,25.701,3.6267e-8
winsfs_b500_w250,23,25.701,3.3407e-8
winsfs_b500_w250,24,25.701,3.116e-8
winsfs_b500_w250,25,25.701,2.9347e-8
winsfs_b500_w250,26,25.701,2.7847e-8
winsfs_b500_w250,27,25.701,2.6578e-8
winsfs_b500_w250,28,25.701,2.5482e-8
winsfs_b500_w250,29,25.701,2.4519e-8
winsfs_b500_w250,30,25.701,2.366e-8
winsfs_b500_w250,31,25.701,2.2884e-8
winsfs_b500_w250,32,25.701,2.2176e-8
winsfs_b500_w250,33,25.701,2.1523e-8
winsfs_b500_w250,34,25.701,2.0916e-8
winsfs_b500_w250,35,25.701,2.035e-8
winsfs_b500_w250,36,25.701,1.9818e-8
winsfs_b500_w250,37,25.701,1.9316e-8
winsfs_b500_w250,38,25.701,1.8841e-8
winsfs_b500_w250,39,25.701,1.8389e-8
winsfs_b500_w250,40,25.701,1.7959e-8
winsfs_b500_w250,41,25.701,1.7549e-8
winsfs_b500_w250,42,25.701,1.7157e-8
winsfs_b500_w250,43,25.701,1.6781e-8
winsfs_b500_w250,44,25.701,1.642e-8
winsfs_b500_w250,45,25.701,1.6073e-8
winsfs_b500_w250,46,25.701,1.574e-8
winsfs_b500_w250,47,25.701,1.5419e-8
winsfs_b500_w250,48,25.701,1.5109e-8
winsfs_b500_w250,49,25.701,1.481e-8
winsfs_b500_w250,50,25.701,1.481e-8
winsfs_b500_w500,2,25.908,5.1347
winsfs_b500_w500,3,25.737,0.17093
winsfs_b500_w500,4,25.709,0.027734
winsfs_b500_w500,5,25.704,0.0058035
winsfs_b500_w500,6,25.702,0.0015872
winsfs_b500_w500,7,25.702,5.4405e-4
winsfs_b500_w500,8,25.701,2.1975e-4
winsfs_b500_w500,9,25.701,9.9684e-5
winsfs_b500_w500,10,25.701,4.9224e-5
winsfs_b500_w500,11,25.701,2.596e-5
winsfs_b500_w500,12,25.701,1.4449e-5
winsfs_b500_w500,13,25.701,8.4223e-6
winsfs_b500_w500,14,25.701,5.1133e-6
winsfs_b500_w500,15,25.701,3.2197e-6
winsfs_b500_w500,16,25.701,2.0954e-6
winsfs_b500_w500,17,25.701,1.4054e-6
winsfs_b500_w500,18,25.701,9.6876e-7
winsfs_b500_w500,19,25.701,6.848e-7
winsfs_b500_w500,20,25.701,4.9539e-7
winsfs_b500_w500,21,25.701,3.6611e-7
winsfs_b500_w500,22,25.701,2.7601e-7
winsfs_b500_w500,23,25.701,2.1201e-7
winsfs_b500_w500,24,25.701,1.6576e-7
winsfs_b500_w500,25,25.701,1.318e-7
winsfs_b500_w500,26,25.701,1.0649e-7
winsfs_b500_w500,27,25.701,8.7392e-8
winsfs_b500_w500,28,25.701,7.2795e-8
winsfs_b500_w500,29,25.701,6.1511e-8
winsfs_b500_w500,30,25.701,5.2695e-8
winsfs_b500_w500,31,25.701,4.5739e-8
winsfs_b500_w500,32,25.701,4.0197e-8
winsfs_b500_w500,33,25.701,3.5742e-8
winsfs_b500_w500,34,25.701,3.213e-8
winsfs_b500_w500,35,25.701,2.9175e-8
winsfs_b500_w500,36,25.701,2.6739e-8
winsfs_b500_w500,37,25.701,2.4713e-8
winsfs_b500_w500,38,25.701,2.3016e-8
winsfs_b500_w500,39,25.701,2.1583e-8
winsfs_b500_w500,40,25.701,2.0362e-8
winsfs_b500_w500,41,25.701,1.9316e-8
winsfs_b500_w500,42,25.701,1.8411e-8
winsfs_b500_w500,43,25.701,1.7624e-8
winsfs_b500_w500,44,25.701,1.6933e-8
winsfs_b500_w500,45,25.701,1.6322e-8
winsfs_b500_w500,46,25.701,1.5779e-8
winsfs_b500_w500,47,25.701,1.5292e-8
winsfs_b500_w500,48,25.701,1.4853e-8
winsfs_b500_w500,49,25.701,1.4454e-8
winsfs_b500_w500,50,25.701,1.4454e-8
