population,split,individual,depth,count,density
CEU,test,1,0,136672316,0.1015270493283018
CEU,test,1,1,187845217,0.13954084609530254
CEU,test,1,2,220904757,0.16409913007397578
CEU,test,1,3,220769350,0.16399854296481756
CEU,test,1,4,191758250,0.1424476432144373
CEU,test,1,5,147392241,0.1094903471352307
CEU,test,1,6,101690930,0.07554112177590439
CEU,test,1,7,63934232,0.04749355331061405
CEU,test,1,8,36960930,0.02745643209360635
CEU,test,1,9,19842813,0.01474023645185955
CEU,test,1,10,9970669,0.00740671288104292
CEU,test,1,11,4728822,0.00351280609350878
CEU,test,1,12,2125067,0.00157860632240216
CEU,test,1,13,916022,6.804670726426387e-4
CEU,test,1,14,381213,2.831841311271107e-4
CEU,test,1,15,153841,1.1428080867317178e-4
CEU,test,1,16,61868,4.595865257630795e-5
CEU,test,1,17,26267,1.9512444676114973e-5
CEU,test,1,18,12284,9.12517114255135e-6
CEU,test,1,19,6494,4.824068821208765e-6
CEU,test,1,20,3824,2.84065894245493e-6
CEU,test,1,21,2453,1.8222113979712197e-6
CEU,test,1,22,1818,1.3505015578930606e-6
CEU,test,1,23,1310,9.731336858305331e-7
CEU,test,1,24,948,7.042219344788896e-7
CEU,test,1,25,707,5.251950502917458e-7
CEU,test,1,26,492,3.6548226979284146e-7
CEU,test,1,27,330,2.451405468122717e-7
CEU,test,1,28,262,1.9462673716610661e-7
CEU,test,1,29,178,1.3222732525025564e-7
CEU,test,1,30,144,1.069704204271731e-7
CEU,test,1,31,83,6.165656177399563e-8
CEU,test,1,32,60,4.457100851132213e-8
CEU,test,1,33,46,3.417110652534696e-8
CEU,test,1,34,34,2.5256904823082543e-8
CEU,test,1,35,23,1.708555326267348e-8
CEU,test,1,36,18,1.3371302553396638e-8
CEU,test,1,37,12,8.914201702264426e-9
CEU,test,1,38,8,5.94280113484295e-9
CEU,test,1,39,7,5.1999509929875825e-9
CEU,test,1,40,11,8.171351560409057e-9
CEU,test,1,41,13,9.657051844119794e-9
CEU,test,1,42,15,1.1142752127830533e-8
CEU,test,1,43,13,9.657051844119794e-9
CEU,test,1,44,13,9.657051844119794e-9
CEU,test,1,45,18,1.3371302553396638e-8
CEU,test,1,46,13,9.657051844119794e-9
CEU,test,1,47,21,1.5599852978962746e-8
CEU,test,1,48,11,8.171351560409057e-9
CEU,test,1,49,12,8.914201702264426e-9
CEU,test,1,50,7,5.1999509929875825e-9
CEU,test,1,51,6,4.457100851132213e-9
CEU,test,1,52,7,5.1999509929875825e-9
CEU,test,1,53,10,7.428501418553688e-9
CEU,test,1,54,4,2.971400567421475e-9
CEU,test,1,55,8,5.94280113484295e-9
CEU,test,1,56,0,0
CEU,test,1,57,3,2.228550425566106e-9
CEU,test,1,58,4,2.971400567421475e-9
CEU,test,1,59,1,7.428501418553688e-10
CEU,test,1,60,1,7.428501418553688e-10
CEU,test,1,61,1,7.428501418553688e-10
CEU,test,1,62,0,0
CEU,test,1,63,1,7.428501418553688e-10
CEU,test,1,64,0,0
CEU,test,1,65,0,0
CEU,test,1,66,0,0
CEU,test,1,67,0,0
CEU,test,1,68,0,0
CEU,test,1,69,0,0
CEU,test,1,70,0,0
CEU,test,1,71,0,0
CEU,test,1,72,0,0
CEU,test,1,73,0,0
CEU,test,1,74,0,0
CEU,test,1,75,0,0
CEU,test,1,76,0,0
CEU,test,1,77,0,0
CEU,test,1,78,0,0
CEU,test,1,79,0,0
CEU,test,1,80,0,0
CEU,test,1,81,0,0
CEU,test,1,82,0,0
CEU,test,1,83,0,0
CEU,test,1,84,0,0
CEU,test,1,85,0,0
CEU,test,1,86,0,0
CEU,test,1,87,0,0
CEU,test,1,88,0,0
CEU,test,1,89,0,0
CEU,test,1,90,0,0
CEU,test,1,91,0,0
CEU,test,1,92,0,0
CEU,test,1,93,0,0
CEU,test,1,94,0,0
CEU,test,1,95,0,0
CEU,test,1,96,0,0
CEU,test,1,97,0,0
CEU,test,1,98,0,0
CEU,test,1,99,0,0
CEU,test,1,100,0,0
CEU,test,2,0,18420027,0.01368331966992972
CEU,test,2,1,49408613,0.03670319517592702
CEU,test,2,2,104784106,0.077838888006288
CEU,test,2,3,166720140,0.12384807964914694
CEU,test,2,4,209881552,0.15591054067602497
CEU,test,2,5,218368056,0.1622147413762811
CEU,test,2,6,193543160,0.14377356386113635
CEU,test,2,7,149602475,0.11113221977566426
CEU,test,2,8,102635746,0.0762429784755316
CEU,test,2,9,63347799,0.04705792147337539
CEU,test,2,10,35620710,0.02646084947648895
CEU,test,2,11,18375194,0.01365001546951992
CEU,test,2,12,8781609,0.00652341949136838
CEU,test,2,13,3912648,0.00290651112183012
CEU,test,2,14,1636939,0.00121600036835858
CEU,test,2,15,650057,4.8289493466407545e-4
CEU,test,2,16,249643,1.8544733796319984e-4
CEU,test,2,17,96563,7.1731838247979975e-05
CEU,test,2,18,39872,2.9618920856057263e-5
CEU,test,2,19,19937,1.4810203278170488e-5
CEU,test,2,20,12719,9.448310954258436e-6
CEU,test,2,21,9907,7.359416355361139e-6
CEU,test,2,22,8523,6.3313117590333086e-6
CEU,test,2,23,7259,5.392349179728122e-6
CEU,test,2,24,6360,4.724526902200145e-6
CEU,test,2,25,5558,4.12876108843214e-6
CEU,test,2,26,4514,3.3532255403351348e-6
CEU,test,2,27,3699,2.747802674723009e-6
CEU,test,2,28,2863,2.126779956131921e-6
CEU,test,2,29,2342,1.7397550322252737e-6
CEU,test,2,30,1757,1.3051876992398829e-6
CEU,test,2,31,1384,1.0281045963278304e-6
CEU,test,2,32,997,7.406215914298026e-7
CEU,test,2,33,782,5.809088109308984e-7
CEU,test,2,34,541,4.018819267437546e-7
CEU,test,2,35,387,2.874830048980278e-7
CEU,test,2,36,277,2.0576948929393718e-7
CEU,test,2,37,279,2.072551895776479e-7
CEU,test,2,38,213,1.5822708021519354e-7
CEU,test,2,39,175,1.2999877482468954e-7
CEU,test,2,40,132,9.805621872490869e-8
CEU,test,2,41,109,8.09706654622352e-8
CEU,test,2,42,97,7.205646375997079e-8
CEU,test,2,43,92,6.834221305069394e-8
CEU,test,2,44,76,5.6456610781008035e-8
CEU,test,2,45,64,4.75424090787436e-8
CEU,test,2,46,52,3.8628207376479176e-8
CEU,test,2,47,54,4.0113907660189924e-8
CEU,test,2,48,44,3.2685406241636234e-8
CEU,test,2,49,45,3.3428256383491595e-8
CEU,test,2,50,31,2.3028354397516433e-8
CEU,test,2,51,31,2.3028354397516433e-8
CEU,test,2,52,24,1.7828403404528852e-8
CEU,test,2,53,24,1.7828403404528852e-8
CEU,test,2,54,32,2.37712045393718e-8
CEU,test,2,55,13,9.657051844119794e-9
CEU,test,2,56,23,1.708555326267348e-8
CEU,test,2,57,20,1.4857002837107376e-8
CEU,test,2,58,18,1.3371302553396638e-8
CEU,test,2,59,12,8.914201702264426e-9
CEU,test,2,60,16,1.18856022696859e-8
CEU,test,2,61,15,1.1142752127830533e-8
CEU,test,2,62,18,1.3371302553396638e-8
CEU,test,2,63,20,1.4857002837107376e-8
CEU,test,2,64,27,2.0056953830094962e-8
CEU,test,2,65,13,9.657051844119794e-9
CEU,test,2,66,10,7.428501418553688e-9
CEU,test,2,67,8,5.94280113484295e-9
CEU,test,2,68,4,2.971400567421475e-9
CEU,test,2,69,1,7.428501418553688e-10
CEU,test,2,70,2,1.4857002837107376e-9
CEU,test,2,71,1,7.428501418553688e-10
CEU,test,2,72,0,0
CEU,test,2,73,0,0
CEU,test,2,74,3,2.228550425566106e-9
CEU,test,2,75,0,0
CEU,test,2,76,0,0
CEU,test,2,77,2,1.4857002837107376e-9
CEU,test,2,78,1,7.428501418553688e-10
CEU,test,2,79,0,0
CEU,test,2,80,0,0
CEU,test,2,81,0,0
CEU,test,2,82,0,0
CEU,test,2,83,0,0
CEU,test,2,84,0,0
CEU,test,2,85,1,7.428501418553688e-10
CEU,test,2,86,0,0
CEU,test,2,87,0,0
CEU,test,2,88,0,0
CEU,test,2,89,0,0
CEU,test,2,90,0,0
CEU,test,2,91,2,1.4857002837107376e-9
CEU,test,2,92,1,7.428501418553688e-10
CEU,test,2,93,1,7.428501418553688e-10
CEU,test,2,94,0,0
CEU,test,2,95,0,0
CEU,test,2,96,0,0
CEU,test,2,97,0,0
CEU,test,2,98,0,0
CEU,test,2,99,1,7.428501418553688e-10
CEU,test,2,100,11,8.171351560409057e-9
CEU,test,3,0,15590845,0.01158166141989506
CEU,test,3,1,32220960,0.02393534470671616
CEU,test,3,2,67453230,0.05010764147410282
CEU,test,3,3,114199321,0.0848329818046368
CEU,test,3,4,158633774,0.11784112151895253
CEU,test,3,5,186640166,0.13864567378900958
CEU,test,3,6,190734797,0.14168737100820497
CEU,test,3,7,172392924,0.12806210804826182
CEU,test,3,8,139865296,0.10389895497424316
CEU,test,3,9,103049958,0.0765506759184898
CEU,test,3,10,69658910,0.05174613117499037
CEU,test,3,11,43512986,0.03232362782265068
CEU,test,3,12,25254240,0.01876011576644953
CEU,test,3,13,13716692,0.0101894465979864
CEU,test,3,14,7014638,0.00521082483336406
CEU,test,3,15,3382383,0.00251260369135918
CEU,test,3,16,1555622,0.00115559402337333
CEU,test,3,17,684063,5.081562965880091e-4
CEU,test,3,18,294230,2.1856879723810516e-4
CEU,test,3,19,124429,9.243210030092167e-5
CEU,test,3,20,55885,4.151418017758728e-5
CEU,test,3,21,28076,2.0856260582731335e-5
CEU,test,3,22,17587,1.306450544481037e-5
CEU,test,3,23,12726,9.453510905251423e-6
CEU,test,3,24,10444,7.758326881537472e-6
CEU,test,3,25,8937,6.638851717761431e-6
CEU,test,3,26,7760,5.764517100797662e-6
CEU,test,3,27,6827,5.071437918446603e-6
CEU,test,3,28,5967,4.432586796450985e-6
CEU,test,3,29,5165,3.83682098268298e-6
CEU,test,3,30,4582,3.4037393499813e-6
CEU,test,3,31,3864,2.870372948129145e-6
CEU,test,3,32,3205,2.380834704646457e-6
CEU,test,3,33,2770,2.0576948929393717e-6
CEU,test,3,34,2226,1.653584415770051e-6
CEU,test,3,35,1953,1.4507863270435352e-6
CEU,test,3,36,1563,1.1610747717199414e-6
CEU,test,3,37,1264,9.389625793051862e-7
CEU,test,3,38,939,6.975362832021913e-7
CEU,test,3,39,798,5.927944132005843e-7
CEU,test,3,40,524,3.8925347433221323e-7
CEU,test,3,41,420,3.119970595792549e-7
CEU,test,3,42,343,2.547975986563915e-7
CEU,test,3,43,284,2.1096944028692473e-7
CEU,test,3,44,237,1.760554836197224e-7
CEU,test,3,45,192,1.4262722723623082e-7
CEU,test,3,46,146,1.0845612071088385e-7
CEU,test,3,47,123,9.137056744821036e-8
CEU,test,3,48,110,8.171351560409057e-8
CEU,test,3,49,121,8.988486716449964e-8
CEU,test,3,50,99,7.354216404368151e-8
CEU,test,3,51,81,6.017086149028488e-8
CEU,test,3,52,80,5.9428011348429506e-8
CEU,test,3,53,71,5.274236007173118e-8
CEU,test,3,54,76,5.6456610781008035e-8
CEU,test,3,55,84,6.239941191585098e-8
CEU,test,3,56,67,4.977095950430971e-8
CEU,test,3,57,60,4.457100851132213e-8
CEU,test,3,58,54,4.0113907660189924e-8
CEU,test,3,59,56,4.159960794390065e-8
CEU,test,3,60,52,3.8628207376479176e-8
CEU,test,3,61,40,2.9714005674214753e-8
CEU,test,3,62,37,2.748545524864865e-8
CEU,test,3,63,34,2.5256904823082543e-8
CEU,test,3,64,47,3.491395666720233e-8
CEU,test,3,65,54,4.0113907660189924e-8
CEU,test,3,66,32,2.37712045393718e-8
CEU,test,3,67,36,2.6742605106793275e-8
CEU,test,3,68,44,3.2685406241636234e-8
CEU,test,3,69,35,2.5999754964937907e-8
CEU,test,3,70,34,2.5256904823082543e-8
CEU,test,3,71,28,2.079980397195033e-8
CEU,test,3,72,27,2.0056953830094962e-8
CEU,test,3,73,22,1.6342703120818114e-8
CEU,test,3,74,20,1.4857002837107376e-8
CEU,test,3,75,23,1.708555326267348e-8
CEU,test,3,76,25,1.857125354638422e-8
CEU,test,3,77,30,2.2285504255661065e-8
CEU,test,3,78,26,1.9314103688239588e-8
CEU,test,3,79,26,1.9314103688239588e-8
CEU,test,3,80,15,1.1142752127830533e-8
CEU,test,3,81,26,1.9314103688239588e-8
CEU,test,3,82,14,1.0399901985975165e-8
CEU,test,3,83,9,6.685651276698319e-9
CEU,test,3,84,10,7.428501418553688e-9
CEU,test,3,85,14,1.0399901985975165e-8
CEU,test,3,86,20,1.4857002837107376e-8
CEU,test,3,87,15,1.1142752127830533e-8
CEU,test,3,88,12,8.914201702264426e-9
CEU,test,3,89,16,1.18856022696859e-8
CEU,test,3,90,16,1.18856022696859e-8
CEU,test,3,91,11,8.171351560409057e-9
CEU,test,3,92,13,9.657051844119794e-9
CEU,test,3,93,16,1.18856022696859e-8
CEU,test,3,94,10,7.428501418553688e-9
CEU,test,3,95,8,5.94280113484295e-9
CEU,test,3,96,4,2.971400567421475e-9
CEU,test,3,97,4,2.971400567421475e-9
CEU,test,3,98,5,3.714250709276844e-9
CEU,test,3,99,10,7.428501418553688e-9
CEU,test,3,100,383,2.845116043306063e-7
CEU,test,4,0,8808200,0.00654317261949046
CEU,test,4,1,13827386,0.01027167565158894
CEU,test,4,2,29327621,0.02178602742013049
CEU,test,4,3,55924249,0.04154333630280497
CEU,test,4,4,91322341,0.06783881396641436
CEU,test,4,5,128466254,0.09543117500752785
CEU,test,4,6,157862635,0.11726828080341233
CEU,test,4,7,171801593,0.12762283773102834
CEU,test,4,8,167858224,0.12469350550999028
CEU,test,4,9,148806649,0.11054104031867208
CEU,test,4,10,120859487,0.0897804870625171
CEU,test,4,11,90624031,0.06732007428385534
CEU,test,4,12,63184545,0.04693664821631693
CEU,test,4,13,41217513,0.0306184353789755
CEU,test,4,14,25257958,0.01876287768327694
CEU,test,4,15,14620375,0.01086074764272868
CEU,test,4,16,8035552,0.00596921094308619
CEU,test,4,17,4207461,0.00312551300070093
CEU,test,4,18,2108429,0.00156624678174197
CEU,test,4,19,1017030,7.555008797711657e-4
CEU,test,4,20,476531,3.5399112094848073e-4
CEU,test,4,21,221018,1.641832526525899e-4
CEU,test,4,22,104725,7.77949811058035e-5
CEU,test,4,23,52172,3.87559776008783e-5
CEU,test,4,24,29651,2.202624955615354e-5
CEU,test,4,25,19270,1.4314722233552958e-5
CEU,test,4,26,14829,1.1015724753573264e-5
CEU,test,4,27,12685,9.423054049435354e-6
CEU,test,4,28,11300,8.394206602965667e-6
CEU,test,4,29,10340,7.681070466784514e-6
CEU,test,4,30,9372,6.9619915294685165e-6
CEU,test,4,31,8467,6.2897121510894075e-6
CEU,test,4,32,7711,5.7281174438467485e-6
CEU,test,4,33,7069,5.251207652775602e-6
CEU,test,4,34,6372,4.73344110390241e-6
CEU,test,4,35,5778,4.292188119640321e-6
CEU,test,4,36,5147,3.823449680129583e-6
CEU,test,4,37,4317,3.2068840623896273e-6
CEU,test,4,38,3848,2.8584873458594593e-6
CEU,test,4,39,3398,2.5242047820245433e-6
CEU,test,4,40,2664,1.9789527779027022e-6
CEU,test,4,41,2195,1.6305560613725345e-6
CEU,test,4,42,1845,1.3705585117231554e-6
CEU,test,4,43,1459,1.083818356966983e-6
CEU,test,4,44,1169,8.683918158289261e-7
CEU,test,4,45,861,6.395939721374725e-7
CEU,test,4,46,677,5.029095460360847e-7
CEU,test,4,47,608,4.516528862480642e-7
CEU,test,4,48,490,3.639965695091307e-7
CEU,test,4,49,394,2.926829558910153e-7
CEU,test,4,50,330,2.451405468122717e-7
CEU,test,4,51,265,1.9685528759167274e-7
CEU,test,4,52,219,1.6268418106632577e-7
CEU,test,4,53,188,1.3965582666880932e-7
CEU,test,4,54,170,1.262845241154127e-7
CEU,test,4,55,132,9.805621872490869e-8
CEU,test,4,56,133,9.879906886676407e-8
CEU,test,4,57,101,7.502786432739226e-8
CEU,test,4,58,88,6.537081248327245e-8
CEU,test,4,59,70,5.1999509929875815e-8
CEU,test,4,60,55,4.0856757802045286e-8
CEU,test,4,61,57,4.234245808575602e-8
CEU,test,4,62,35,2.5999754964937907e-8
CEU,test,4,63,26,1.9314103688239588e-8
CEU,test,4,64,27,2.0056953830094962e-8
CEU,test,4,65,20,1.4857002837107376e-8
CEU,test,4,66,17,1.2628452411541272e-8
CEU,test,4,67,21,1.5599852978962746e-8
CEU,test,4,68,22,1.6342703120818114e-8
CEU,test,4,69,23,1.708555326267348e-8
CEU,test,4,70,18,1.3371302553396638e-8
CEU,test,4,71,23,1.708555326267348e-8
CEU,test,4,72,17,1.2628452411541272e-8
CEU,test,4,73,12,8.914201702264426e-9
CEU,test,4,74,19,1.4114152695252009e-8
CEU,test,4,75,13,9.657051844119794e-9
CEU,test,4,76,10,7.428501418553688e-9
CEU,test,4,77,12,8.914201702264426e-9
CEU,test,4,78,18,1.3371302553396638e-8
CEU,test,4,79,13,9.657051844119794e-9
CEU,test,4,80,18,1.3371302553396638e-8
CEU,test,4,81,11,8.171351560409057e-9
CEU,test,4,82,18,1.3371302553396638e-8
CEU,test,4,83,12,8.914201702264426e-9
CEU,test,4,84,14,1.0399901985975165e-8
CEU,test,4,85,5,3.714250709276844e-9
CEU,test,4,86,5,3.714250709276844e-9
CEU,test,4,87,9,6.685651276698319e-9
CEU,test,4,88,12,8.914201702264426e-9
CEU,test,4,89,18,1.3371302553396638e-8
CEU,test,4,90,9,6.685651276698319e-9
CEU,test,4,91,12,8.914201702264426e-9
CEU,test,4,92,11,8.171351560409057e-9
CEU,test,4,93,16,1.18856022696859e-8
CEU,test,4,94,12,8.914201702264426e-9
CEU,test,4,95,10,7.428501418553688e-9
CEU,test,4,96,8,5.94280113484295e-9
CEU,test,4,97,13,9.657051844119794e-9
CEU,test,4,98,6,4.457100851132213e-9
CEU,test,4,99,10,7.428501418553688e-9
CEU,test,4,100,255,1.8942678617311907e-7
CEU,test,5,0,14223982,0.01056628704644821
CEU,test,5,1,13205838,0.00980995863161902
CEU,test,5,2,23881262,0.01774019886438523
CEU,test,5,3,44721619,0.03322146101815176
CEU,test,5,4,75328092,0.05595748382789427
CEU,test,5,5,111053263,0.08249593217305158
CEU,test,5,6,143551493,0.10663724693859998
CEU,test,5,7,164340067,0.1220800420834708
CEU,test,5,8,168496763,0.12516784429672043
CEU,test,5,9,156233016,0.11605771809809212
CEU,test,5,10,132228342,0.09822584261200022
CEU,test,5,11,102998582,0.07651251124960183
CEU,test,5,12,74298429,0.05519259852228105
CEU,test,5,13,49947864,0.03710377785777267
CEU,test,5,14,31458157,0.02336869638995846
CEU,test,5,15,18647230,0.01385209745070968
CEU,test,5,16,10452536,0.00776466785034834
CEU,test,5,17,5552562,0.0041247214693607304
CEU,test,5,18,2823942,0.00209776571529133
CEU,test,5,19,1376434,0.00102248419215455
CEU,test,5,20,648868,4.8201168584540945e-4
CEU,test,5,21,298675,2.2187076611865228e-4
CEU,test,5,22,138294,1.0273171751774637e-4
CEU,test,5,23,67093,4.984004456750226e-5
CEU,test,5,24,36263,2.693797469410124e-5
CEU,test,5,25,22908,1.701721104962279e-5
CEU,test,5,26,16664,1.2378854763877866e-5
CEU,test,5,27,14049,1.0436301642926076e-5
CEU,test,5,28,12121,9.004086569428925e-6
CEU,test,5,29,10687,7.938839466008326e-6
CEU,test,5,30,9826,7.299245493870854e-6
CEU,test,5,31,8839,6.5660524038596045e-6
CEU,test,5,32,8149,6.0534858059794e-6
CEU,test,5,33,7460,5.541662058241051e-6
CEU,test,5,34,6964,5.173208387880788e-6
CEU,test,5,35,5882,4.369444534393279e-6
CEU,test,5,36,5440,4.0411047716932065e-6
CEU,test,5,37,4818,3.579051983459167e-6
CEU,test,5,38,4114,3.0560854835929872e-6
CEU,test,5,39,3451,2.563575839542878e-6
CEU,test,5,40,2893,2.149065460387582e-6
CEU,test,5,41,2438,1.8110686458433892e-6
CEU,test,5,42,2046,1.5198713902360846e-6
CEU,test,5,43,1578,1.172217523847772e-6
CEU,test,5,44,1298,9.642194841282687e-7
CEU,test,5,45,1065,7.911354010759678e-7
CEU,test,5,46,963,7.153646866067201e-7
CEU,test,5,47,770,5.71994609228634e-7
CEU,test,5,48,580,4.30853082276114e-7
CEU,test,5,49,488,3.6251086922542e-7
CEU,test,5,50,348,2.585118493656684e-7
CEU,test,5,51,258,1.9165533659868514e-7
CEU,test,5,52,231,1.715983827685902e-7
CEU,test,5,53,178,1.3222732525025564e-7
CEU,test,5,54,139,1.0325616971789626e-7
CEU,test,5,55,90,6.685651276698319e-8
CEU,test,5,56,74,5.497091049729729e-8
CEU,test,5,57,48,3.5656806809057705e-8
CEU,test,5,58,58,4.3085308227611395e-8
CEU,test,5,59,42,3.119970595792549e-8
CEU,test,5,60,35,2.5999754964937907e-8
CEU,test,5,61,28,2.079980397195033e-8
CEU,test,5,62,24,1.7828403404528852e-8
CEU,test,5,63,20,1.4857002837107376e-8
CEU,test,5,64,21,1.5599852978962746e-8
CEU,test,5,65,18,1.3371302553396638e-8
CEU,test,5,66,20,1.4857002837107376e-8
CEU,test,5,67,15,1.1142752127830533e-8
CEU,test,5,68,19,1.4114152695252009e-8
CEU,test,5,69,12,8.914201702264426e-9
CEU,test,5,70,12,8.914201702264426e-9
CEU,test,5,71,17,1.2628452411541272e-8
CEU,test,5,72,17,1.2628452411541272e-8
CEU,test,5,73,9,6.685651276698319e-9
CEU,test,5,74,20,1.4857002837107376e-8
CEU,test,5,75,19,1.4114152695252009e-8
CEU,test,5,76,14,1.0399901985975165e-8
CEU,test,5,77,10,7.428501418553688e-9
CEU,test,5,78,13,9.657051844119794e-9
CEU,test,5,79,12,8.914201702264426e-9
CEU,test,5,80,6,4.457100851132213e-9
CEU,test,5,81,13,9.657051844119794e-9
CEU,test,5,82,18,1.3371302553396638e-8
CEU,test,5,83,16,1.18856022696859e-8
CEU,test,5,84,17,1.2628452411541272e-8
CEU,test,5,85,23,1.708555326267348e-8
CEU,test,5,86,13,9.657051844119794e-9
CEU,test,5,87,13,9.657051844119794e-9
CEU,test,5,88,20,1.4857002837107376e-8
CEU,test,5,89,14,1.0399901985975165e-8
CEU,test,5,90,27,2.0056953830094962e-8
CEU,test,5,91,23,1.708555326267348e-8
CEU,test,5,92,18,1.3371302553396638e-8
CEU,test,5,93,22,1.6342703120818114e-8
CEU,test,5,94,10,7.428501418553688e-9
CEU,test,5,95,18,1.3371302553396638e-8
CEU,test,5,96,14,1.0399901985975165e-8
CEU,test,5,97,18,1.3371302553396638e-8
CEU,test,5,98,7,5.1999509929875825e-9
CEU,test,5,99,14,1.0399901985975165e-8
CEU,test,5,100,231,1.715983827685902e-7
CEU,test,6,0,10385071,0.00771455146552807
CEU,test,6,1,21190277,0.01574120027540455
CEU,test,6,2,46254310,0.0343600207449222
CEU,test,6,3,84529116,0.06279246581150892
CEU,test,6,4,128413198,0.09539176235040156
CEU,test,6,5,165180584,0.12270442025615266
CEU,test,6,6,184006379,0.13668916474244275
CEU,test,6,7,180739611,0.13426244567023418
CEU,test,6,8,158885888,0.11802840443961624
CEU,test,6,9,126464460,0.0939441420506626
CEU,test,6,10,92120796,0.06843194637642949
CEU,test,6,11,61916552,0.04599471943639532
CEU,test,6,12,38661848,0.0287199592711907
CEU,test,6,13,22569154,0.01676549925045566
CEU,test,6,14,12400367,0.00921161438500863
CEU,test,6,15,6440089,0.0047840210272112
CEU,test,6,16,3176101,0.00235936707839697
CEU,test,6,17,1494578,0.00111024747931391
CEU,test,6,18,680846,5.057665476816604e-4
CEU,test,6,19,302696,2.248577665390527e-4
CEU,test,6,20,134895,1.0020676988557998e-4
CEU,test,6,21,63237,4.697561442050796e-5
CEU,test,6,22,32840,2.4395198658530313e-5
CEU,test,6,23,20504,1.5231399308602482e-5
CEU,test,6,24,14985,1.1131609375702702e-5
CEU,test,6,25,12164,9.036029125528706e-6
CEU,test,6,26,10670,7.926211013596785e-6
CEU,test,6,27,9473,7.037019393795909e-6
CEU,test,6,28,8282,6.152284874846164e-6
CEU,test,6,29,7449,5.533490706680642e-6
CEU,test,6,30,6624,4.920639339649963e-6
CEU,test,6,31,5638,4.188189099780569e-6
CEU,test,6,32,4811,3.5738520324661792e-6
CEU,test,6,33,4087,3.0360285297628924e-6
CEU,test,6,34,3381,2.5115763296130018e-6
CEU,test,6,35,2834,2.1052373020181153e-6
CEU,test,6,36,2354,1.748669233927538e-6
CEU,test,6,37,1938,1.4396435749157047e-6
CEU,test,6,38,1549,1.1506748697339662e-6
CEU,test,6,39,1333,9.902192390932063e-7
CEU,test,6,40,985,7.317073897275382e-7
CEU,test,6,41,724,5.37823502703287e-7
CEU,test,6,42,590,4.382815836946676e-7
CEU,test,6,43,449,3.335397136930606e-7
CEU,test,6,44,334,2.481119473796932e-7
CEU,test,6,45,276,2.050266391520818e-7
CEU,test,6,46,234,1.738269331941563e-7
CEU,test,6,47,156,1.1588462212943753e-7
CEU,test,6,48,149,1.1068467113644997e-7
CEU,test,6,49,101,7.502786432739226e-8
CEU,test,6,50,88,6.537081248327245e-8
CEU,test,6,51,89,6.611366262512782e-8
CEU,test,6,52,65,4.8285259220598976e-8
CEU,test,6,53,53,3.9371057518334543e-8
CEU,test,6,54,51,3.7885357234623815e-8
CEU,test,6,55,28,2.079980397195033e-8
CEU,test,6,56,32,2.37712045393718e-8
CEU,test,6,57,24,1.7828403404528852e-8
CEU,test,6,58,28,2.079980397195033e-8
CEU,test,6,59,22,1.6342703120818114e-8
CEU,test,6,60,35,2.5999754964937907e-8
CEU,test,6,61,21,1.5599852978962746e-8
CEU,test,6,62,22,1.6342703120818114e-8
CEU,test,6,63,22,1.6342703120818114e-8
CEU,test,6,64,26,1.9314103688239588e-8
CEU,test,6,65,25,1.857125354638422e-8
CEU,test,6,66,16,1.18856022696859e-8
CEU,test,6,67,22,1.6342703120818114e-8
CEU,test,6,68,22,1.6342703120818114e-8
CEU,test,6,69,14,1.0399901985975165e-8
CEU,test,6,70,11,8.171351560409057e-9
CEU,test,6,71,26,1.9314103688239588e-8
CEU,test,6,72,23,1.708555326267348e-8
CEU,test,6,73,17,1.2628452411541272e-8
CEU,test,6,74,14,1.0399901985975165e-8
CEU,test,6,75,23,1.708555326267348e-8
CEU,test,6,76,10,7.428501418553688e-9
CEU,test,6,77,19,1.4114152695252009e-8
CEU,test,6,78,13,9.657051844119794e-9
CEU,test,6,79,16,1.18856022696859e-8
CEU,test,6,80,8,5.94280113484295e-9
CEU,test,6,81,15,1.1142752127830533e-8
CEU,test,6,82,8,5.94280113484295e-9
CEU,test,6,83,10,7.428501418553688e-9
CEU,test,6,84,9,6.685651276698319e-9
CEU,test,6,85,10,7.428501418553688e-9
CEU,test,6,86,14,1.0399901985975165e-8
CEU,test,6,87,13,9.657051844119794e-9
CEU,test,6,88,22,1.6342703120818114e-8
CEU,test,6,89,15,1.1142752127830533e-8
CEU,test,6,90,13,9.657051844119794e-9
CEU,test,6,91,13,9.657051844119794e-9
CEU,test,6,92,14,1.0399901985975165e-8
CEU,test,6,93,19,1.4114152695252009e-8
CEU,test,6,94,18,1.3371302553396638e-8
CEU,test,6,95,18,1.3371302553396638e-8
CEU,test,6,96,18,1.3371302553396638e-8
CEU,test,6,97,21,1.5599852978962746e-8
CEU,test,6,98,14,1.0399901985975165e-8
CEU,test,6,99,13,9.657051844119794e-9
CEU,test,6,100,404,3.00111457309569e-7
CEU,test,7,0,13295854,0.00987682702998827
CEU,test,7,1,26078914,0.01937272496433396
CEU,test,7,2,55175066,0.04098680560497934
CEU,test,7,3,96042932,0.07134550566040554
CEU,test,7,4,138657944,0.10300207336977378
CEU,test,7,5,170874815,0.1269343805622599
CEU,test,7,6,183651560,0.13642558739795976
CEU,test,7,7,175344561,0.13025473201241736
CEU,test,7,8,150632566,0.1118974230211382
CEU,test,7,9,117839255,0.08753690729288098
CEU,test,7,10,84683730,0.06290732084334175
