population,split,individual,depth,count,density
CEU,train,7,77,7,5.9639798332316005e-9
CEU,train,7,78,5,4.259985595165429e-9
CEU,train,7,79,1,8.519971190330857e-10
CEU,train,7,80,3,2.555991357099257e-9
CEU,train,7,81,1,8.519971190330857e-10
CEU,train,7,82,3,2.555991357099257e-9
CEU,train,7,83,4,3.407988476132343e-9
CEU,train,7,84,2,1.7039942380661714e-9
CEU,train,7,85,1,8.519971190330857e-10
CEU,train,7,86,3,2.555991357099257e-9
CEU,train,7,87,3,2.555991357099257e-9
CEU,train,7,88,2,1.7039942380661714e-9
CEU,train,7,89,3,2.555991357099257e-9
CEU,train,7,90,2,1.7039942380661714e-9
CEU,train,7,91,4,3.407988476132343e-9
CEU,train,7,92,3,2.555991357099257e-9
CEU,train,7,93,1,8.519971190330857e-10
CEU,train,7,94,4,3.407988476132343e-9
CEU,train,7,95,4,3.407988476132343e-9
CEU,train,7,96,7,5.9639798332316005e-9
CEU,train,7,97,4,3.407988476132343e-9
CEU,train,7,98,3,2.555991357099257e-9
CEU,train,7,99,3,2.555991357099257e-9
CEU,train,7,100,53,4.5155847308753546e-8
CEU,train,8,0,131034795,0.111641267833091
CEU,train,8,1,200269074,0.17062867407942386
CEU,train,8,2,233138126,0.19863301168877256
CEU,train,8,3,213654320,0.182032865108973
CEU,train,8,4,163061192,0.13892766581010085
CEU,train,8,5,107483654,0.091575763551149
CEU,train,8,6,62883590,0.05357663751445776
CEU,train,8,7,33308296,0.02837857223190125
CEU,train,8,8,16183807,0.01378855693898748
CEU,train,8,9,7321893,0.00623823174186851
CEU,train,8,10,3124450,0.00266202239856292
CEU,train,8,11,1278199,0.00108902186555097
CEU,train,8,12,510466,4.349155613643432e-4
CEU,train,8,13,208953,1.7802735401332038e-4
CEU,train,8,14,91089,7.760756557560475e-5
CEU,train,8,15,46486,3.9605938075372024e-5
CEU,train,8,16,27516,2.3443552727314387e-5
CEU,train,8,17,18747,1.597238999051326e-5
CEU,train,8,18,13783,1.174307629163302e-5
CEU,train,8,19,10719,9.132557118915649e-6
CEU,train,8,20,8520,7.259015454161891e-6
CEU,train,8,21,6805,5.797840395020149e-6
CEU,train,8,22,5306,4.520696713589554e-6
CEU,train,8,23,4369,3.722375413055552e-6
CEU,train,8,24,3555,3.02884975816262e-6
CEU,train,8,25,2997,2.5534353657421582e-6
CEU,train,8,26,2408,2.0516090626316706e-6
CEU,train,8,27,1948,1.6596903878764512e-6
CEU,train,8,28,1539,1.311223566191919e-6
CEU,train,8,29,1328,1.131452174075938e-6
CEU,train,8,30,1036,8.826690153182768e-7
CEU,train,8,31,794,6.764857125122701e-7
CEU,train,8,32,690,5.878780121328291e-7
CEU,train,8,33,458,3.902146805171533e-7
CEU,train,8,34,368,3.1353493980417557e-7
CEU,train,8,35,291,2.4793116163862796e-7
CEU,train,8,36,213,1.814753863540473e-7
CEU,train,8,37,193,1.6443544397338556e-7
CEU,train,8,38,138,1.1757560242656585e-7
CEU,train,8,39,104,8.860770037944092e-8
CEU,train,8,40,77,6.560377816554761e-8
CEU,train,8,41,66,5.623180985618366e-8
CEU,train,8,42,59,5.026783002295206e-8
CEU,train,8,43,49,4.17478588326212e-8
CEU,train,8,44,41,3.4931881880356524e-8
CEU,train,8,45,38,3.237589052325726e-8
CEU,train,8,46,36,3.0671896285191095e-8
CEU,train,8,47,29,2.4707916451959488e-8
CEU,train,8,48,25,2.1299927975827144e-8
CEU,train,8,49,27,2.3003922213893316e-8
CEU,train,8,50,15,1.2779956785496288e-8
CEU,train,8,51,18,1.5335948142595544e-8
CEU,train,8,52,25,2.1299927975827144e-8
CEU,train,8,53,14,1.1927959666463201e-8
CEU,train,8,54,19,1.618794526162863e-8
CEU,train,8,55,18,1.5335948142595544e-8
CEU,train,8,56,11,9.371968309363944e-9
CEU,train,8,57,8,6.815976952264686e-9
CEU,train,8,58,11,9.371968309363944e-9
CEU,train,8,59,9,7.667974071297772e-9
CEU,train,8,60,6,5.111982714198515e-9
CEU,train,8,61,5,4.259985595165429e-9
CEU,train,8,62,4,3.407988476132343e-9
CEU,train,8,63,6,5.111982714198515e-9
CEU,train,8,64,4,3.407988476132343e-9
CEU,train,8,65,3,2.555991357099257e-9
CEU,train,8,66,5,4.259985595165429e-9
CEU,train,8,67,7,5.9639798332316005e-9
CEU,train,8,68,4,3.407988476132343e-9
CEU,train,8,69,2,1.7039942380661714e-9
CEU,train,8,70,5,4.259985595165429e-9
CEU,train,8,71,2,1.7039942380661714e-9
CEU,train,8,72,3,2.555991357099257e-9
CEU,train,8,73,3,2.555991357099257e-9
CEU,train,8,74,1,8.519971190330857e-10
CEU,train,8,75,3,2.555991357099257e-9
CEU,train,8,76,0,0
CEU,train,8,77,2,1.7039942380661714e-9
CEU,train,8,78,3,2.555991357099257e-9
CEU,train,8,79,0,0
CEU,train,8,80,2,1.7039942380661714e-9
CEU,train,8,81,3,2.555991357099257e-9
CEU,train,8,82,0,0
CEU,train,8,83,1,8.519971190330857e-10
CEU,train,8,84,0,0
CEU,train,8,85,1,8.519971190330857e-10
CEU,train,8,86,1,8.519971190330857e-10
CEU,train,8,87,2,1.7039942380661714e-9
CEU,train,8,88,0,0
CEU,train,8,89,1,8.519971190330857e-10
CEU,train,8,90,0,0
CEU,train,8,91,0,0
CEU,train,8,92,0,0
CEU,train,8,93,0,0
CEU,train,8,94,0,0
CEU,train,8,95,0,0
CEU,train,8,96,0,0
CEU,train,8,97,0,0
CEU,train,8,98,0,0
CEU,train,8,99,0,0
CEU,train,8,100,0,0
CEU,train,9,0,19678259,0.01676581997558689
CEU,train,9,1,30410693,0.02590982282379962
CEU,train,9,2,57550111,0.04903252877203429
CEU,train,9,3,93095818,0.0793173687300285
CEU,train,9,4,127542924,0.1086662038010558
CEU,train,9,5,150873385,0.12854368935876959
CEU,train,9,6,157226197,0.1339562668805284
CEU,train,9,7,146376762,0.12471257951739166
CEU,train,9,8,123330021,0.10507682258228997
CEU,train,9,9,94971156,0.08091515130324176
CEU,train,9,10,67428900,0.05744922853957004
CEU,train,9,11,44426906,0.03785159591955371
CEU,train,9,12,27357721,0.02330869947531095
CEU,train,9,13,15829746,0.01348689798702551
CEU,train,9,14,8652892,0.00737223905530443
CEU,train,9,15,4493028,0.00382804691173498
CEU,train,9,16,2230609,0.00190047244168927
CEU,train,9,17,1074277,9.152809090435062e-4
CEU,train,9,18,508162,4.3295256000209093e-4
CEU,train,9,19,243939,2.078353252198119e-4
CEU,train,9,20,123129,1.0490555326942482e-4
CEU,train,9,21,66855,5.696026739295695e-5
CEU,train,9,22,40550,3.454848317679163e-5
CEU,train,9,23,27557,2.3478484609194744e-5
CEU,train,9,24,20191,1.7202673830397034e-5
CEU,train,9,25,16008,1.3638769881481636e-5
CEU,train,9,26,13512,1.1512185072375056e-5
CEU,train,9,27,11481,9.781778923618856e-6
CEU,train,9,28,10054,8.565979034758644e-6
CEU,train,9,29,9057,7.716537907082658e-6
CEU,train,9,30,8375,7.135475871902093e-6
CEU,train,9,31,7334,6.248546870988651e-6
CEU,train,9,32,6556,5.58569311238091e-6
CEU,train,9,33,5838,4.973959180915155e-6
CEU,train,9,34,5390,4.592264471588333e-6
CEU,train,9,35,4785,4.0768062145733155e-6
CEU,train,9,36,4265,3.633767712676111e-6
CEU,train,9,37,3938,3.355164654752292e-6
CEU,train,9,38,3372,2.8729342853795654e-6
CEU,train,9,39,3044,2.593479230336713e-6
CEU,train,9,40,2748,2.3412880831029196e-6
CEU,train,9,41,2446,2.0839849531549276e-6
CEU,train,9,42,2071,1.7644860335175209e-6
CEU,train,9,43,1801,1.5344468113785877e-6
CEU,train,9,44,1595,1.3589354048577718e-6
CEU,train,9,45,1493,1.272031698716397e-6
CEU,train,9,46,1211,1.0317685111490668e-6
CEU,train,9,47,1086,9.252688712699312e-7
CEU,train,9,48,940,8.008772918911006e-7
CEU,train,9,49,813,6.926736577738987e-7
CEU,train,9,50,707,6.023619631563916e-7
CEU,train,9,51,584,4.975663175153221e-7
CEU,train,9,52,468,3.9873465170748417e-7
CEU,train,9,53,445,3.791387179697232e-7
CEU,train,9,54,326,2.77751060804786e-7
CEU,train,9,55,285,2.4281917892442945e-7
CEU,train,9,56,182,1.5506347566402165e-7
CEU,train,9,57,164,1.397275275214261e-7
CEU,train,9,58,102,8.690370614137476e-8
CEU,train,9,59,85,7.24197551178123e-8
CEU,train,9,60,59,5.026783002295206e-8
CEU,train,9,61,59,5.026783002295206e-8
CEU,train,9,62,47,4.004386459455503e-8
CEU,train,9,63,44,3.7487873237455774e-8
CEU,train,9,64,40,3.407988476132343e-8
CEU,train,9,65,39,3.3227887642290345e-8
CEU,train,9,66,50,4.2599855951654296e-8
CEU,train,9,67,31,2.6411910690025662e-8
CEU,train,9,68,24,2.0447930856794062e-8
CEU,train,9,69,19,1.618794526162863e-8
CEU,train,9,70,25,2.1299927975827144e-8
CEU,train,9,71,14,1.1927959666463201e-8
CEU,train,9,72,10,8.519971190330858e-9
CEU,train,9,73,9,7.667974071297772e-9
CEU,train,9,74,11,9.371968309363944e-9
CEU,train,9,75,7,5.9639798332316005e-9
CEU,train,9,76,7,5.9639798332316005e-9
CEU,train,9,77,5,4.259985595165429e-9
CEU,train,9,78,5,4.259985595165429e-9
CEU,train,9,79,3,2.555991357099257e-9
CEU,train,9,80,2,1.7039942380661714e-9
CEU,train,9,81,3,2.555991357099257e-9
CEU,train,9,82,4,3.407988476132343e-9
CEU,train,9,83,3,2.555991357099257e-9
CEU,train,9,84,2,1.7039942380661714e-9
CEU,train,9,85,1,8.519971190330857e-10
CEU,train,9,86,5,4.259985595165429e-9
CEU,train,9,87,2,1.7039942380661714e-9
CEU,train,9,88,2,1.7039942380661714e-9
CEU,train,9,89,1,8.519971190330857e-10
CEU,train,9,90,0,0
CEU,train,9,91,2,1.7039942380661714e-9
CEU,train,9,92,1,8.519971190330857e-10
CEU,train,9,93,1,8.519971190330857e-10
CEU,train,9,94,0,0
CEU,train,9,95,1,8.519971190330857e-10
CEU,train,9,96,1,8.519971190330857e-10
CEU,train,9,97,1,8.519971190330857e-10
CEU,train,9,98,0,0
CEU,train,9,99,0,0
CEU,train,9,100,0,0
CEU,train,10,0,34968214,0.02979281758573241
CEU,train,10,1,80119320,0.06826142981888988
CEU,train,10,2,141322818,0.12040663378963712
CEU,train,10,3,187273094,0.15955613656041226
CEU,train,10,4,198686530,0.16928035115068077
CEU,train,10,5,177045101,0.1508419159909217
CEU,train,10,6,136834012,0.11658218400973867
CEU,train,10,7,93734960,0.07986191587268153
CEU,train,10,8,57962817,0.04938415309504197
CEU,train,10,9,32797981,0.02794378532210188
CEU,train,10,10,17191546,0.01464714766372477
CEU,train,10,11,8429897,0.00718224795774565
CEU,train,10,12,3904987,0.00332703767386165
CEU,train,10,13,1742528,0.00148462883583448
CEU,train,10,14,761296,6.486219987314121e-4
CEU,train,10,15,343512,2.926712343532934e-4
CEU,train,10,16,169037,1.440190370099957e-4
CEU,train,10,17,95249,8.115187359078239e-5
CEU,train,10,18,63061,5.3727790323345426e-5
CEU,train,10,19,46307,3.9453430591065106e-5
CEU,train,10,20,36189,3.0832923740688344e-5
CEU,train,10,21,30209,2.5737980968870487e-5
CEU,train,10,22,25277,2.153593117779931e-5
CEU,train,10,23,21886,1.864680894715811e-5
CEU,train,10,24,18412,1.5686970955637176e-5
CEU,train,10,25,15426,1.3142907558204382e-5
CEU,train,10,26,12686,1.0808435452053726e-5
CEU,train,10,27,10676,9.095921242797223e-6
CEU,train,10,28,9193,7.832409515271158e-6
CEU,train,10,29,7720,6.577417758935422e-6
CEU,train,10,30,6364,5.422109665526558e-6
CEU,train,10,31,5374,4.578632517683803e-6
CEU,train,10,32,4246,3.6175797674144823e-6
CEU,train,10,33,3421,2.9146821442121867e-6
CEU,train,10,34,2703,2.302948212746431e-6
CEU,train,10,35,2072,1.7653380306365537e-6
CEU,train,10,36,1577,1.3435994567151765e-6
CEU,train,10,37,1291,1.0999282806717138e-6
CEU,train,10,38,1076,9.167489000796004e-7
CEU,train,10,39,772,6.577417758935422e-7
CEU,train,10,40,709,6.040659573944578e-7
CEU,train,10,41,486,4.140705998500797e-7
CEU,train,10,42,402,3.425028418513005e-7
CEU,train,10,43,284,2.419671818053964e-7
CEU,train,10,44,211,1.797713921159811e-7
CEU,train,10,45,151,1.2865156497399597e-7
CEU,train,10,46,165,1.4057952464045916e-7
CEU,train,10,47,117,9.968366292687104e-8
CEU,train,10,48,122,1.0394364852203649e-7
CEU,train,10,49,113,9.62756744507387e-8
CEU,train,10,50,99,8.43477147842755e-8
CEU,train,10,51,101,8.605170902234168e-8
CEU,train,10,52,93,7.923573207007698e-8
CEU,train,10,53,78,6.645577528458069e-8
CEU,train,10,54,83,7.071576087974614e-8
CEU,train,10,55,84,7.15677579987792e-8
CEU,train,10,56,62,5.2823821380051325e-8
CEU,train,10,57,64,5.4527815618117496e-8
CEU,train,10,58,44,3.7487873237455774e-8
CEU,train,10,59,50,4.2599855951654296e-8
CEU,train,10,60,44,3.7487873237455774e-8
CEU,train,10,61,29,2.4707916451959488e-8
CEU,train,10,62,23,1.9595933737760973e-8
CEU,train,10,63,22,1.8743936618727887e-8
CEU,train,10,64,13,1.1075962547430117e-8
CEU,train,10,65,18,1.5335948142595544e-8
CEU,train,10,66,13,1.1075962547430117e-8
CEU,train,10,67,18,1.5335948142595544e-8
CEU,train,10,68,9,7.667974071297772e-9
CEU,train,10,69,13,1.1075962547430117e-8
CEU,train,10,70,14,1.1927959666463201e-8
CEU,train,10,71,12,1.0223965428397031e-8
CEU,train,10,72,7,5.9639798332316005e-9
CEU,train,10,73,8,6.815976952264686e-9
CEU,train,10,74,12,1.0223965428397031e-8
CEU,train,10,75,7,5.9639798332316005e-9
CEU,train,10,76,8,6.815976952264686e-9
CEU,train,10,77,12,1.0223965428397031e-8
CEU,train,10,78,7,5.9639798332316005e-9
CEU,train,10,79,11,9.371968309363944e-9
CEU,train,10,80,9,7.667974071297772e-9
CEU,train,10,81,10,8.519971190330858e-9
CEU,train,10,82,12,1.0223965428397031e-8
CEU,train,10,83,11,9.371968309363944e-9
CEU,train,10,84,6,5.111982714198515e-9
CEU,train,10,85,4,3.407988476132343e-9
CEU,train,10,86,9,7.667974071297772e-9
CEU,train,10,87,5,4.259985595165429e-9
CEU,train,10,88,3,2.555991357099257e-9
CEU,train,10,89,4,3.407988476132343e-9
CEU,train,10,90,6,5.111982714198515e-9
CEU,train,10,91,1,8.519971190330857e-10
CEU,train,10,92,4,3.407988476132343e-9
CEU,train,10,93,5,4.259985595165429e-9
CEU,train,10,94,3,2.555991357099257e-9
CEU,train,10,95,4,3.407988476132343e-9
CEU,train,10,96,3,2.555991357099257e-9
CEU,train,10,97,2,1.7039942380661714e-9
CEU,train,10,98,2,1.7039942380661714e-9
CEU,train,10,99,1,8.519971190330857e-10
CEU,train,10,100,130,1.1075962547430116e-7
YRI,test,1,0,15476934,0.01149876560444014
YRI,test,1,1,30516966,0.02267292985759772
YRI,test,1,2,60907679,0.0452520586009788
YRI,test,1,3,101155406,0.07515456893568055
YRI,test,1,4,141410572,0.1050626061607426
YRI,test,1,5,170333795,0.1265514463794805
YRI,test,1,6,180205206,0.13388552438705564
YRI,test,1,7,170295535,0.12652302067371565
YRI,test,1,8,145499384,0.10810043592654904
YRI,test,1,9,113671643,0.08445365075076235
YRI,test,1,10,82046432,0.06095733756108523
YRI,test,1,11,55098112,0.04093577417434168
YRI,test,1,12,34669044,0.02575776382363728
YRI,test,1,13,20565076,0.01527905905404116
YRI,test,1,14,11568170,0.00859470456502019
YRI,test,1,15,6200182,0.00460649632045138
YRI,test,1,16,3187952,0.00236852549776371
YRI,test,1,17,1585501,0.00117796615044074
YRI,test,1,18,768302,5.70818781770509e-4
YRI,test,1,19,365225,2.71348102142301e-4
YRI,test,1,20,176117,1.3084814485589877e-4
YRI,test,1,21,86269,6.409454288100258e-5
YRI,test,1,22,46387,3.446375361510005e-5
YRI,test,1,23,27314,2.0293249536353783e-5
YRI,test,1,24,18278,1.3579849711703683e-5
YRI,test,1,25,13688,1.0169656573684212e-5
YRI,test,1,26,11152,8.285506290891755e-6
YRI,test,1,27,9063,6.733459784285507e-6
YRI,test,1,28,7662,5.69257076764819e-6
YRI,test,1,29,6611,4.911718264803209e-6
YRI,test,1,30,5493,4.081087343603695e-6
YRI,test,1,31,4769,3.5431832407875517e-6
YRI,test,1,32,4117,3.0587723636658315e-6
YRI,test,1,33,3578,2.6583161324256363e-6
YRI,test,1,34,3024,2.24671547916577e-6
YRI,test,1,35,2506,1.8618614387531148e-6
YRI,test,1,36,2214,1.64491669010351e-6
YRI,test,1,37,1750,1.3001825689616722e-6
YRI,test,1,38,1514,1.1248436625188411e-6
YRI,test,1,39,1129,8.388034973472731e-7
YRI,test,1,40,913,6.783238202640039e-7
YRI,test,1,41,635,4.717805321660926e-7
YRI,test,1,42,544,4.0417103858008554e-7
YRI,test,1,43,379,2.815823963636993e-7
YRI,test,1,44,282,2.0951513396982378e-7
YRI,test,1,45,232,1.7236706057091884e-7
YRI,test,1,46,206,1.530500624034883e-7
YRI,test,1,47,215,1.5973671561529119e-7
YRI,test,1,48,130,9.65849908371528e-8
YRI,test,1,49,126,9.36131449652404e-8
YRI,test,1,50,106,7.875391560567844e-8
YRI,test,1,51,96,7.132430092589747e-8
YRI,test,1,52,83,6.166580184218217e-8
YRI,test,1,53,64,4.75495339505983e-8
YRI,test,1,54,52,3.863399633486112e-8
YRI,test,1,55,34,2.5260689911255343e-8
YRI,test,1,56,42,3.120438165508013e-8
YRI,test,1,57,26,1.931699816743056e-8
YRI,test,1,58,41,3.046142018710204e-8
YRI,test,1,59,36,2.6746612847211545e-8
YRI,test,1,60,24,1.7831075231474365e-8
YRI,test,1,61,35,2.600365137923345e-8
YRI,test,1,62,24,1.7831075231474365e-8
YRI,test,1,63,29,2.1545882571364856e-8
YRI,test,1,64,30,2.2288844039342955e-8
YRI,test,1,65,14,1.0401460551693378e-8
YRI,test,1,66,26,1.931699816743056e-8
YRI,test,1,67,24,1.7831075231474365e-8
YRI,test,1,68,27,2.0059959635408663e-8
YRI,test,1,69,17,1.2630344955627672e-8
YRI,test,1,70,15,1.1144422019671478e-8
YRI,test,1,71,14,1.0401460551693378e-8
YRI,test,1,72,9,6.686653211802886e-9
YRI,test,1,73,9,6.686653211802886e-9
YRI,test,1,74,18,1.3373306423605773e-8
YRI,test,1,75,9,6.686653211802886e-9
YRI,test,1,76,6,4.457768807868591e-9
YRI,test,1,77,12,8.915537615737182e-9
YRI,test,1,78,12,8.915537615737182e-9
YRI,test,1,79,13,9.65849908371528e-9
YRI,test,1,80,12,8.915537615737182e-9
YRI,test,1,81,11,8.172576147759083e-9
YRI,test,1,82,11,8.172576147759083e-9
YRI,test,1,83,7,5.200730275846689e-9
YRI,test,1,84,9,6.686653211802886e-9
YRI,test,1,85,5,3.7148073398904925e-9
YRI,test,1,86,7,5.200730275846689e-9
YRI,test,1,87,3,2.2288844039342956e-9
YRI,test,1,88,3,2.2288844039342956e-9
YRI,test,1,89,7,5.200730275846689e-9
YRI,test,1,90,10,7.429614679780985e-9
YRI,test,1,91,5,3.7148073398904925e-9
YRI,test,1,92,12,8.915537615737182e-9
YRI,test,1,93,7,5.200730275846689e-9
YRI,test,1,94,9,6.686653211802886e-9
YRI,test,1,95,10,7.429614679780985e-9
YRI,test,1,96,19,1.411626789158387e-8
YRI,test,1,97,7,5.200730275846689e-9
YRI,test,1,98,8,5.943691743824788e-9
YRI,test,1,99,11,8.172576147759083e-9
YRI,test,1,100,289,2.147158642456705e-7
YRI,test,2,0,16777694,0.01246518016352733
YRI,test,2,1,20219356,0.01502220241533177
YRI,test,2,2,38879827,0.02888621334265451
YRI,test,2,3,69524495,0.05165402086563597
YRI,test,2,4,107457022,0.07983642680967482
YRI,test,2,5,143578219,0.1066730843579209
YRI,test,2,6,168033815,0.12484264986236022
YRI,test,2,7,174544896,0.12968013216024452
YRI,test,2,8,162939020,0.12105741349011274
YRI,test,2,9,138022408,0.10254533086155204
YRI,test,2,10,107095915,0.07956813822285766
YRI,test,2,11,76695322,0.05698166902017295
YRI,test,2,12,51060588,0.03793604941630488
YRI,test,2,13,31784454,0.02361462460272234
YRI,test,2,14,18583518,0.01380683781347741
YRI,test,2,15,10264142,0.00762586200785565
YRI,test,2,16,5373008,0.00399193791113806
YRI,test,2,17,2681765,0.00199244806117228
YRI,test,2,18,1279617,9.507061247697304e-4
YRI,test,2,19,592630,4.403012547678605e-4
YRI,test,2,20,265601,1.9733130885645097e-4
YRI,test,2,21,119998,8.915389023443586e-5
YRI,test,2,22,55935,4.1557549711354936e-5
YRI,test,2,23,28889,2.1463413848419287e-5
YRI,test,2,24,17807,1.3229914860286e-5
YRI,test,2,25,13241,9.837552797498002e-6
YRI,test,2,26,10964,8.145829534911872e-6
YRI,test,2,27,9454,7.023957718264943e-6
YRI,test,2,28,8263,6.139090609903027e-6
YRI,test,2,29,7273,5.4035587566047105e-6
YRI,test,2,30,6574,4.884228690488019e-6
YRI,test,2,31,5867,4.358954932627504e-6
YRI,test,2,32,4937,3.668000767407872e-6
YRI,test,2,33,4231,3.1434699710153348e-6
YRI,test,2,34,3550,2.6375132113222498e-6
YRI,test,2,35,2880,2.1397290277769236e-6
YRI,test,2,36,2238,1.6627477653349843e-6
YRI,test,2,37,1827,1.3573906019959858e-6
YRI,test,2,38,1420,1.0550052845288998e-6
YRI,test,2,39,1123,8.343457285394046e-7
YRI,test,2,40,894,6.642075523724201e-7
YRI,test,2,41,685,5.089286055649975e-7
YRI,test,2,42,557,4.1382953766380083e-7
YRI,test,2,43,444,3.298748917822757e-7
YRI,test,2,44,336,2.4963505324064106e-7
YRI,test,2,45,290,2.1545882571364858e-7
YRI,test,2,46,208,1.5453598533944448e-7
YRI,test,2,47,181,1.3447602570403584e-7
YRI,test,2,48,124,9.21272220292842e-8
YRI,test,2,49,106,7.875391560567844e-8
YRI,test,2,50,100,7.429614679780984e-8
YRI,test,2,51,85,6.315172477813837e-8
YRI,test,2,52,67,4.97784183545326e-8
YRI,test,2,53,62,4.60636110146421e-8
YRI,test,2,54,64,4.75495339505983e-8
YRI,test,2,55,51,3.789103486688302e-8
YRI,test,2,56,46,3.417622752699253e-8
YRI,test,2,57,33,2.4517728443277254e-8
YRI,test,2,58,29,2.1545882571364856e-8
YRI,test,2,59,35,2.600365137923345e-8
YRI,test,2,60,29,2.1545882571364856e-8
YRI,test,2,61,19,1.411626789158387e-8
YRI,test,2,62,17,1.2630344955627672e-8
YRI,test,2,63,6,4.457768807868591e-9
YRI,test,2,64,6,4.457768807868591e-9
YRI,test,2,65,8,5.943691743824788e-9
YRI,test,2,66,9,6.686653211802886e-9
YRI,test,2,67,7,5.200730275846689e-9
YRI,test,2,68,5,3.7148073398904925e-9
YRI,test,2,69,3,2.2288844039342956e-9
YRI,test,2,70,3,2.2288844039342956e-9
YRI,test,2,71,7,5.200730275846689e-9
YRI,test,2,72,3,2.2288844039342956e-9
YRI,test,2,73,2,1.485922935956197e-9
YRI,test,2,74,2,1.485922935956197e-9
YRI,test,2,75,3,2.2288844039342956e-9
YRI,test,2,76,3,2.2288844039342956e-9
YRI,test,2,77,2,1.485922935956197e-9
YRI,test,2,78,4,2.971845871912394e-9
YRI,test,2,79,2,1.485922935956197e-9
YRI,test,2,80,4,2.971845871912394e-9
YRI,test,2,81,5,3.7148073398904925e-9
YRI,test,2,82,7,5.200730275846689e-9
YRI,test,2,83,8,5.943691743824788e-9
YRI,test,2,84,4,2.971845871912394e-9
YRI,test,2,85,5,3.7148073398904925e-9
YRI,test,2,86,3,2.2288844039342956e-9
YRI,test,2,87,4,2.971845871912394e-9
YRI,test,2,88,4,2.971845871912394e-9
YRI,test,2,89,4,2.971845871912394e-9
YRI,test,2,90,2,1.485922935956197e-9
YRI,test,2,91,1,7.429614679780985e-10
YRI,test,2,92,4,2.971845871912394e-9
YRI,test,2,93,2,1.485922935956197e-9
YRI,test,2,94,0,0
YRI,test,2,95,1,7.429614679780985e-10
YRI,test,2,96,0,0
YRI,test,2,97,3,2.2288844039342956e-9
YRI,test,2,98,0,0
YRI,test,2,99,0,0
YRI,test,2,100,441,3.276460073783414e-7
YRI,test,3,0,49961786,0.03711968186936761
YRI,test,3,1,116088627,0.08624937673148192
YRI,test,3,2,191692470,0.1424201189115476
YRI,test,3,3,236356795,0.17560399137979849
YRI,test,3,4,233660993,0.1736011143685002
YRI,test,3,5,193711476,0.1439201625731642
YRI,test,3,6,138934889,0.10322326908481416
YRI,test,3,7,87968194,0.06535697854962215
YRI,test,3,8,49999013,0.03714734009593603
YRI,test,3,9,25927833,0.01926338086717098
YRI,test,3,10,12382764,0.00919991651906635
YRI,test,3,11,5495822,0.00408318398086632
YRI,test,3,12,2293455,0.0017039486935417
YRI,test,3,13,909595,6.757940364655384e-4
YRI,test,3,14,346500,2.574361486544111e-4
YRI,test,3,15,128731,9.56421727342886e-5
YRI,test,3,16,50987,3.7881376367799304e-5
YRI,test,3,17,21614,1.605836916887862e-5
YRI,test,3,18,10962,8.144343611975916e-6
YRI,test,3,19,6238,4.634593637247378e-6
YRI,test,3,20,4163,3.092948591192824e-6
YRI,test,3,21,2889,2.1464156809887263e-6
YRI,test,3,22,2045,1.5193562020152114e-6
YRI,test,3,23,1396,1.0371742092974254e-6
YRI,test,3,24,1081,8.031413468843245e-7
YRI,test,3,25,846,6.285454019094713e-7
YRI,test,3,26,695,5.163582202447784e-7
YRI,test,3,27,506,3.759385027969178e-7
YRI,test,3,28,391,2.904979339794365e-7
YRI,test,3,29,261,1.939129431422837e-7
YRI,test,3,30,198,1.471063706596635e-7
YRI,test,3,31,178,1.3224714130010154e-7
YRI,test,3,32,157,1.1664495047256147e-7
YRI,test,3,33,175,1.3001825689616726e-7
YRI,test,3,34,145,1.0772941285682429e-7
YRI,test,3,35,148,1.0995829726075857e-7
YRI,test,3,36,122,9.064129909332803e-8
YRI,test,3,37,103,7.652503120174415e-8
YRI,test,3,38,91,6.760949358600695e-8
YRI,test,3,39,76,5.646507156633548e-8
YRI,test,3,40,57,4.234880367475161e-8
YRI,test,3,41,63,4.68065724826202e-8
YRI,test,3,42,42,3.120438165508013e-8
YRI,test,3,43,42,3.120438165508013e-8
YRI,test,3,44,30,2.2288844039342955e-8
YRI,test,3,45,23,1.7088113763496265e-8
YRI,test,3,46,16,1.1887383487649575e-8
YRI,test,3,47,16,1.1887383487649575e-8
YRI,test,3,48,21,1.5602190827540066e-8
YRI,test,3,49,18,1.3373306423605773e-8
YRI,test,3,50,10,7.429614679780985e-9
YRI,test,3,51,10,7.429614679780985e-9
YRI,test,3,52,11,8.172576147759083e-9
YRI,test,3,53,7,5.200730275846689e-9
YRI,test,3,54,7,5.200730275846689e-9
YRI,test,3,55,12,8.915537615737182e-9
YRI,test,3,56,8,5.943691743824788e-9
YRI,test,3,57,6,4.457768807868591e-9
YRI,test,3,58,4,2.971845871912394e-9
YRI,test,3,59,4,2.971845871912394e-9
YRI,test,3,60,2,1.485922935956197e-9
YRI,test,3,61,2,1.485922935956197e-9
YRI,test,3,62,1,7.429614679780985e-10
YRI,test,3,63,0,0
YRI,test,3,64,0,0
YRI,test,3,65,0,0
YRI,test,3,66,0,0
YRI,test,3,67,0,0
YRI,test,3,68,0,0
YRI,test,3,69,0,0
YRI,test,3,70,0,0
YRI,test,3,71,0,0
YRI,test,3,72,0,0
YRI,test,3,73,0,0
YRI,test,3,74,0,0
YRI,test,3,75,0,0
YRI,test,3,76,0,0
YRI,test,3,77,0,0
YRI,test,3,78,0,0
YRI,test,3,79,0,0
YRI,test,3,80,0,0
YRI,test,3,81,0,0
YRI,test,3,82,0,0
