condition,epoch,i,x
winsfs_b500_w100,37,6,135381.63177
winsfs_b500_w100,37,7,115844.812999
winsfs_b500_w100,37,8,106040.034958
winsfs_b500_w100,37,9,95621.862092
winsfs_b500_w100,37,10,86127.952351
winsfs_b500_w100,37,11,74463.634125
winsfs_b500_w100,37,12,70547.851208
winsfs_b500_w100,37,13,63250.738619
winsfs_b500_w100,37,14,52533.22208
winsfs_b500_w100,37,15,55536.230586
winsfs_b500_w100,37,16,47946.276957
winsfs_b500_w100,37,17,44676.558962
winsfs_b500_w100,37,18,42382.643565
winsfs_b500_w100,37,19,38370.510979
winsfs_b500_w100,37,20,36225.366242
winsfs_b500_w100,37,21,32920.587551
winsfs_b500_w100,37,22,28870.480041
winsfs_b500_w100,37,23,27774.528111
winsfs_b500_w100,37,24,27444.556763
winsfs_b500_w100,38,0,631696310.91928
winsfs_b500_w100,38,1,535408.409369
winsfs_b500_w100,38,2,411971.86705
winsfs_b500_w100,38,3,263000.318517
winsfs_b500_w100,38,4,195953.829882
winsfs_b500_w100,38,5,155619.006873
winsfs_b500_w100,38,6,135401.54753
winsfs_b500_w100,38,7,115826.667226
winsfs_b500_w100,38,8,106050.957044
winsfs_b500_w100,38,9,95610.876432
winsfs_b500_w100,38,10,86153.00603
winsfs_b500_w100,38,11,74427.699662
winsfs_b500_w100,38,12,70565.612012
winsfs_b500_w100,38,13,63278.029028
winsfs_b500_w100,38,14,52469.462793
winsfs_b500_w100,38,15,55598.950898
winsfs_b500_w100,38,16,47913.625022
winsfs_b500_w100,38,17,44679.467814
winsfs_b500_w100,38,18,42392.276395
winsfs_b500_w100,38,19,38361.85101
winsfs_b500_w100,38,20,36229.518583
winsfs_b500_w100,38,21,32919.315717
winsfs_b500_w100,38,22,28870.727285
winsfs_b500_w100,38,23,27774.500331
winsfs_b500_w100,38,24,27444.558216
winsfs_b500_w100,39,0,631696310.923742
winsfs_b500_w100,39,1,535408.344511
winsfs_b500_w100,39,2,411972.352868
winsfs_b500_w100,39,3,262998.121475
winsfs_b500_w100,39,4,195960.3961
winsfs_b500_w100,39,5,155605.526809
winsfs_b500_w100,39,6,135420.492376
winsfs_b500_w100,39,7,115809.182284
winsfs_b500_w100,39,8,106061.936611
winsfs_b500_w100,39,9,95599.39668
winsfs_b500_w100,39,10,86178.156815
winsfs_b500_w100,39,11,74392.441913
winsfs_b500_w100,39,12,70582.599331
winsfs_b500_w100,39,13,63305.233177
winsfs_b500_w100,39,14,52406.685315
winsfs_b500_w100,39,15,55660.692872
winsfs_b500_w100,39,16,47881.206569
winsfs_b500_w100,39,17,44682.803525
winsfs_b500_w100,39,18,42401.345131
winsfs_b500_w100,39,19,38353.555642
winsfs_b500_w100,39,20,36233.521548
winsfs_b500_w100,39,21,32918.084152
winsfs_b500_w100,39,22,28870.967724
winsfs_b500_w100,39,23,27774.473188
winsfs_b500_w100,39,24,27444.559643
winsfs_b500_w100,40,0,631696310.927868
winsfs_b500_w100,40,1,535408.284201
winsfs_b500_w100,40,2,411972.806762
winsfs_b500_w100,40,3,262996.060195
winsfs_b500_w100,40,4,195966.581257
winsfs_b500_w100,40,5,155592.775115
winsfs_b500_w100,40,6,135438.518661
winsfs_b500_w100,40,7,115792.328537
winsfs_b500_w100,40,8,106072.96565
winsfs_b500_w100,40,9,95587.45179
winsfs_b500_w100,40,10,86203.390193
winsfs_b500_w100,40,11,74357.844046
winsfs_b500_w100,40,12,70598.840352
winsfs_b500_w100,40,13,63332.347377
winsfs_b500_w100,40,14,52344.865095
winsfs_b500_w100,40,15,55721.480495
winsfs_b500_w100,40,16,47849.022664
winsfs_b500_w100,40,17,44686.545126
winsfs_b500_w100,40,18,42409.871047
winsfs_b500_w100,40,19,38345.613495
winsfs_b500_w100,40,20,36237.378678
winsfs_b500_w100,40,21,32916.892306
winsfs_b500_w100,40,22,28871.201352
winsfs_b500_w100,40,23,27774.446697
winsfs_b500_w100,40,24,27444.561041
winsfs_b500_w100,41,0,631696310.931692
winsfs_b500_w100,41,1,535408.228017
winsfs_b500_w100,41,2,411973.231408
winsfs_b500_w100,41,3,262994.124371
winsfs_b500_w100,41,4,195972.411373
winsfs_b500_w100,41,5,155580.707421
winsfs_b500_w100,41,6,135455.675824
winsfs_b500_w100,41,7,115776.077249
winsfs_b500_w100,41,8,106084.036918
winsfs_b500_w100,41,9,95575.069651
winsfs_b500_w100,41,10,86228.6921
winsfs_b500_w100,41,11,74323.889658
winsfs_b500_w100,41,12,70614.361372
winsfs_b500_w100,41,13,63359.368216
winsfs_b500_w100,41,14,52283.978396
winsfs_b500_w100,41,15,55781.336894
winsfs_b500_w100,41,16,47817.074168
winsfs_b500_w100,41,17,44690.672597
winsfs_b500_w100,41,18,42417.874691
winsfs_b500_w100,41,19,38338.013367
winsfs_b500_w100,41,20,36241.09359
winsfs_b500_w100,41,21,32915.739561
winsfs_b500_w100,41,22,28871.428184
winsfs_b500_w100,41,23,27774.420871
winsfs_b500_w100,41,24,27444.56241
winsfs_b500_w100,42,0,631696310.935243
winsfs_b500_w100,42,1,535408.175593
winsfs_b500_w100,42,2,411973.629178
winsfs_b500_w100,42,3,262992.30474
winsfs_b500_w100,42,4,195977.910181
winsfs_b500_w100,42,5,155569.282586
winsfs_b500_w100,42,6,135472.010555
winsfs_b500_w100,42,7,115760.400636
winsfs_b500_w100,42,8,106095.143858
winsfs_b500_w100,42,9,95562.277073
winsfs_b500_w100,42,10,86254.048927
winsfs_b500_w100,42,11,74290.562801
winsfs_b500_w100,42,12,70629.187818
winsfs_b500_w100,42,13,63386.29252
winsfs_b500_w100,42,14,52224.002264
winsfs_b500_w100,42,15,55840.284391
winsfs_b500_w100,42,16,47785.361758
winsfs_b500_w100,42,17,44695.166807
winsfs_b500_w100,42,18,42425.375904
winsfs_b500_w100,42,19,38330.744262
winsfs_b500_w100,42,20,36244.669948
winsfs_b500_w100,42,21,32914.625238
winsfs_b500_w100,42,22,28871.648256
winsfs_b500_w100,42,23,27774.395718
winsfs_b500_w100,42,24,27444.563748
winsfs_b500_w100,43,0,631696310.938547
winsfs_b500_w100,43,1,535408.126607
winsfs_b500_w100,43,2,411974.002184
winsfs_b500_w100,43,3,262990.592943
winsfs_b500_w100,43,4,195983.099398
winsfs_b500_w100,43,5,155558.462387
winsfs_b500_w100,43,6,135487.566945
winsfs_b500_w100,43,7,115745.271905
winsfs_b500_w100,43,8,106106.28053
winsfs_b500_w100,43,9,95549.099783
winsfs_b500_w100,43,10,86279.447524
winsfs_b500_w100,43,11,74257.847992
winsfs_b500_w100,43,12,70643.344273
winsfs_b500_w100,43,13,63413.117313
winsfs_b500_w100,43,14,52164.914491
winsfs_b500_w100,43,15,55898.344553
winsfs_b500_w100,43,16,47753.885942
winsfs_b500_w100,43,17,44700.009464
winsfs_b500_w100,43,18,42432.393847
winsfs_b500_w100,43,19,38323.795399
winsfs_b500_w100,43,20,36248.111449000004
winsfs_b500_w100,43,21,32913.548603
winsfs_b500_w100,43,22,28871.861625
winsfs_b500_w100,43,23,27774.371243
winsfs_b500_w100,43,24,27444.565055
winsfs_b500_w100,44,0,631696310.941626
winsfs_b500_w100,44,1,535408.080772
winsfs_b500_w100,44,2,411974.352317
winsfs_b500_w100,44,3,262988.981411
winsfs_b500_w100,44,4,195987.998951
winsfs_b500_w100,44,5,155548.211257
winsfs_b500_w100,44,6,135502.386644
winsfs_b500_w100,44,7,115730.66527
winsfs_b500_w100,44,8,106117.441548
winsfs_b500_w100,44,9,95535.562441
winsfs_b500_w100,44,10,86304.875212
winsfs_b500_w100,44,11,74225.730223
winsfs_b500_w100,44,12,70656.854494
winsfs_b500_w100,44,13,63439.839799
winsfs_b500_w100,44,14,52106.693593
winsfs_b500_w100,44,15,55955.538233
winsfs_b500_w100,44,16,47722.647073
winsfs_b500_w100,44,17,44705.183064
winsfs_b500_w100,44,18,42438.94702
winsfs_b500_w100,44,19,38317.156229
winsfs_b500_w100,44,20,36251.421797
winsfs_b500_w100,44,21,32912.508884
winsfs_b500_w100,44,22,28872.068364
winsfs_b500_w100,44,23,27774.347449
winsfs_b500_w100,44,24,27444.566329
winsfs_b500_w100,45,0,631696310.9445
winsfs_b500_w100,45,1,535408.037834
winsfs_b500_w100,45,2,411974.681277
winsfs_b500_w100,45,3,262987.463261
winsfs_b500_w100,45,4,195992.627175
winsfs_b500_w100,45,5,155538.496053
winsfs_b500_w100,45,6,135516.508993
winsfs_b500_w100,45,7,115716.555959
winsfs_b500_w100,45,8,106128.622023
winsfs_b500_w100,45,9,95521.688651
winsfs_b500_w100,45,10,86330.319781
winsfs_b500_w100,45,11,74194.194962
winsfs_b500_w100,45,12,70669.741438
winsfs_b500_w100,45,13,63466.457339
winsfs_b500_w100,45,14,52049.318782
winsfs_b500_w100,45,15,56011.885608
winsfs_b500_w100,45,16,47691.645358
winsfs_b500_w100,45,17,44710.670847
winsfs_b500_w100,45,18,42445.053281
winsfs_b500_w100,45,19,38310.816445
winsfs_b500_w100,45,20,36254.604696
winsfs_b500_w100,45,21,32911.505271
winsfs_b500_w100,45,22,28872.268561
winsfs_b500_w100,45,23,27774.324334
winsfs_b500_w100,45,24,27444.56757
winsfs_b500_w100,46,0,631696310.947187
winsfs_b500_w100,46,1,535407.997568
winsfs_b500_w100,46,2,411974.990597
winsfs_b500_w100,46,3,262986.032218
winsfs_b500_w100,46,4,195997.000978
winsfs_b500_w100,46,5,155529.285844
winsfs_b500_w100,46,6,135529.971163
winsfs_b500_w100,46,7,115702.920212
winsfs_b500_w100,46,8,106139.817507
winsfs_b500_w100,46,9,95507.500988
winsfs_b500_w100,46,10,86355.769491
winsfs_b500_w100,46,11,74163.228149
winsfs_b500_w100,46,12,70682.027277
winsfs_b500_w100,46,13,63492.96743
winsfs_b500_w100,46,14,51992.769942
winsfs_b500_w100,46,15,56067.406212
winsfs_b500_w100,46,16,47660.88087
winsfs_b500_w100,46,17,44716.456762
winsfs_b500_w100,46,18,42450.729875
winsfs_b500_w100,46,19,38304.765985
winsfs_b500_w100,46,20,36257.663827
winsfs_b500_w100,46,21,32910.536927
winsfs_b500_w100,46,22,28872.462316
winsfs_b500_w100,46,23,27774.301897
winsfs_b500_w100,46,24,27444.568779
winsfs_b500_w100,47,0,631696310.949701
winsfs_b500_w100,47,1,535407.959771
winsfs_b500_w100,47,2,411975.281663
winsfs_b500_w100,47,3,262984.68254
winsfs_b500_w100,47,4,196001.135991
winsfs_b500_w100,47,5,155520.551727
winsfs_b500_w100,47,6,135542.808281
winsfs_b500_w100,47,7,115689.735265
winsfs_b500_w100,47,8,106151.023949
winsfs_b500_w100,47,9,95493.021023
winsfs_b500_w100,47,10,86381.213073
winsfs_b500_w100,47,11,74132.816186
winsfs_b500_w100,47,12,70693.733425
winsfs_b500_w100,47,13,63519.367698
winsfs_b500_w100,47,14,51937.027603
winsfs_b500_w100,47,15,56122.11897
winsfs_b500_w100,47,16,47630.353555
winsfs_b500_w100,47,17,44722.525426
winsfs_b500_w100,47,18,42455.993448
winsfs_b500_w100,47,19,38298.995038
winsfs_b500_w100,47,20,36260.602843
winsfs_b500_w100,47,21,32909.602998
winsfs_b500_w100,47,22,28872.649743
winsfs_b500_w100,47,23,27774.280132
winsfs_b500_w100,47,24,27444.569954
winsfs_b500_w100,48,0,631696310.952056
winsfs_b500_w100,48,1,535407.924258
winsfs_b500_w100,48,2,411975.555739
winsfs_b500_w100,48,3,262983.408962
winsfs_b500_w100,48,4,196005.046689
winsfs_b500_w100,48,5,155512.266665
winsfs_b500_w100,48,6,135555.053545
winsfs_b500_w100,48,7,115676.979337
winsfs_b500_w100,48,8,106162.237654
winsfs_b500_w100,48,9,95478.269355
winsfs_b500_w100,48,10,86406.639724
winsfs_b500_w100,48,11,74102.945928
winsfs_b500_w100,48,12,70704.880552
winsfs_b500_w100,48,13,63545.655884
winsfs_b500_w100,48,14,51882.072925
winsfs_b500_w100,48,15,56176.04222
winsfs_b500_w100,48,16,47600.063242
winsfs_b500_w100,48,17,44728.862093
winsfs_b500_w100,48,18,42460.860068
winsfs_b500_w100,48,19,38293.494049
winsfs_b500_w100,48,20,36263.425354
winsfs_b500_w100,48,21,32908.702613
winsfs_b500_w100,48,22,28872.83096
winsfs_b500_w100,48,23,27774.259031
winsfs_b500_w100,48,24,27444.571095
winsfs_b500_w100,49,0,631696310.954265
winsfs_b500_w100,49,1,535407.890867
winsfs_b500_w100,49,2,411975.813974
winsfs_b500_w100,49,3,262982.206642
winsfs_b500_w100,49,4,196008.746507
winsfs_b500_w100,49,5,155504.405338
winsfs_b500_w100,49,6,135566.738341
winsfs_b500_w100,49,7,115664.631606
winsfs_b500_w100,49,8,106173.455243
winsfs_b500_w100,49,9,95463.265638
winsfs_b500_w100,49,10,86432.039103
winsfs_b500_w100,49,11,74073.604675
winsfs_b500_w100,49,12,70715.488608
winsfs_b500_w100,49,13,63571.829837
winsfs_b500_w100,49,14,51827.887671
winsfs_b500_w100,49,15,56229.193743
winsfs_b500_w100,49,16,47570.009649
winsfs_b500_w100,49,17,44735.452621
winsfs_b500_w100,49,18,42465.345251
winsfs_b500_w100,49,19,38288.253716
winsfs_b500_w100,49,20,36266.134924
winsfs_b500_w100,49,21,32907.834893
winsfs_b500_w100,49,22,28873.006095
winsfs_b500_w100,49,23,27774.238587
winsfs_b500_w100,49,24,27444.572204
winsfs_b500_w100,50,0,631696310.956338
winsfs_b500_w100,50,1,535407.859447
winsfs_b500_w100,50,2,411976.057419
winsfs_b500_w100,50,3,262981.071114
winsfs_b500_w100,50,4,196012.247931
winsfs_b500_w100,50,5,155496.944007
winsfs_b500_w100,50,6,135577.892342
winsfs_b500_w100,50,7,115652.672188
winsfs_b500_w100,50,8,106184.67362
winsfs_b500_w100,50,9,95448.028621
winsfs_b500_w100,50,10,86457.401323
winsfs_b500_w100,50,11,74044.780152
winsfs_b500_w100,50,12,70725.576847
winsfs_b500_w100,50,13,63597.887508
winsfs_b500_w100,50,14,51774.454189
winsfs_b500_w100,50,15,56281.590781
winsfs_b500_w100,50,16,47540.192391
winsfs_b500_w100,50,17,44742.28345
winsfs_b500_w100,50,18,42469.463974
winsfs_b500_w100,50,19,38283.264993
winsfs_b500_w100,50,20,36268.735058
winsfs_b500_w100,50,21,32906.998957
winsfs_b500_w100,50,22,28873.175283
winsfs_b500_w100,50,23,27774.218789
winsfs_b500_w100,50,24,27444.573279
winsfs_b500_w100,51,0,631696310.958286
winsfs_b500_w100,51,1,535407.829862
winsfs_b500_w100,51,2,411976.287038
winsfs_b500_w100,51,3,262979.998255
winsfs_b500_w100,51,4,196015.562588
winsfs_b500_w100,51,5,155489.860401
winsfs_b500_w100,51,6,135588.543609
winsfs_b500_w100,51,7,115641.082102
winsfs_b500_w100,51,8,106195.889939
winsfs_b500_w100,51,9,95432.576177
winsfs_b500_w100,51,10,86482.716947
winsfs_b500_w100,51,11,74016.4605
winsfs_b500_w100,51,12,70735.163839
winsfs_b500_w100,51,13,63623.826941
winsfs_b500_w100,51,14,51721.755392
winsfs_b500_w100,51,15,56333.250062
winsfs_b500_w100,51,16,47510.610983
winsfs_b500_w100,51,17,44749.341569
winsfs_b500_w100,51,18,42473.230693
winsfs_b500_w100,51,19,38278.519086
winsfs_b500_w100,51,20,36271.2292
winsfs_b500_w100,51,21,32906.193923
winsfs_b500_w100,51,22,28873.33866
winsfs_b500_w100,51,23,27774.199626
winsfs_b500_w100,51,24,27444.574322
winsfs_b500_w100,52,0,631696310.960118
winsfs_b500_w100,52,1,535407.801987
winsfs_b500_w100,52,2,411976.503715
winsfs_b500_w100,52,3,262978.984247
winsfs_b500_w100,52,4,196018.701316
winsfs_b500_w100,52,5,155483.133605
winsfs_b500_w100,52,6,135598.718686
winsfs_b500_w100,52,7,115629.843249
winsfs_b500_w100,52,8,106207.101584
winsfs_b500_w100,52,9,95416.925337
winsfs_b500_w100,52,10,86507.976973
winsfs_b500_w100,52,11,73988.63426
winsfs_b500_w100,52,12,70744.267498
winsfs_b500_w100,52,13,63649.646275
winsfs_b500_w100,52,14,51669.774737
winsfs_b500_w100,52,15,56384.187819
winsfs_b500_w100,52,16,47481.264853
winsfs_b500_w100,52,17,44756.614495
winsfs_b500_w100,52,18,42476.659364
winsfs_b500_w100,52,19,38274.007455
winsfs_b500_w100,52,20,36273.620728
winsfs_b500_w100,52,21,32905.418912
winsfs_b500_w100,52,22,28873.496368
winsfs_b500_w100,52,23,27774.181086
winsfs_b500_w100,52,24,27444.575332
winsfs_b500_w100,53,0,631696310.961841
winsfs_b500_w100,53,1,535407.775711
winsfs_b500_w100,53,2,411976.708269
winsfs_b500_w100,53,3,262978.025549
winsfs_b500_w100,53,4,196021.674238
winsfs_b500_w100,53,5,155476.74396
winsfs_b500_w100,53,6,135608.442683
winsfs_b500_w100,53,7,115618.938376
winsfs_b500_w100,53,8,106218.306137
winsfs_b500_w100,53,9,95401.092328
winsfs_b500_w100,53,10,86533.172833
winsfs_b500_w100,53,11,73961.290356
winsfs_b500_w100,53,12,70752.905098
winsfs_b500_w100,53,13,63675.343736
winsfs_b500_w100,53,14,51618.496208
winsfs_b500_w100,53,15,56434.419804
winsfs_b500_w100,53,16,47452.153341
winsfs_b500_w100,53,17,44764.090251
winsfs_b500_w100,53,18,42479.76346
winsfs_b500_w100,53,19,38269.721804
winsfs_b500_w100,53,20,36275.912948
winsfs_b500_w100,53,21,32904.673052
winsfs_b500_w100,53,22,28873.64855
winsfs_b500_w100,53,23,27774.163157
winsfs_b500_w100,53,24,27444.576311
winsfs_b500_w100,54,0,631696310.963463
winsfs_b500_w100,54,1,535407.750928
winsfs_b500_w100,54,2,411976.90145
winsfs_b500_w100,54,3,262977.118871
winsfs_b500_w100,54,4,196024.490812
winsfs_b500_w100,54,5,155470.672979
winsfs_b500_w100,54,6,135617.739356
winsfs_b500_w100,54,7,115608.351047
winsfs_b500_w100,54,8,106229.501364
winsfs_b500_w100,54,9,95385.092602
winsfs_b500_w100,54,10,86558.296375
winsfs_b500_w100,54,11,73934.418081
winsfs_b500_w100,54,12,70761.093296
winsfs_b500_w100,54,13,63700.917639
winsfs_b500_w100,54,14,51567.904299
winsfs_b500_w100,54,15,56483.961309
winsfs_b500_w100,54,16,47423.275708
winsfs_b500_w100,54,17,44771.757343
winsfs_b500_w100,54,18,42482.555983
winsfs_b500_w100,54,19,38265.654086
winsfs_b500_w100,54,20,36278.109095
winsfs_b500_w100,54,21,32903.955481
winsfs_b500_w100,54,22,28873.79535
winsfs_b500_w100,54,23,27774.145825
winsfs_b500_w100,54,24,27444.577259
winsfs_b500_w100,55,0,631696310.964991
winsfs_b500_w100,55,1,535407.727542
winsfs_b500_w100,55,2,411977.083957
winsfs_b500_w100,55,3,262976.261152
winsfs_b500_w100,55,4,196027.159893
winsfs_b500_w100,55,5,155464.903264
winsfs_b500_w100,55,6,135626.63119
winsfs_b500_w100,55,7,115598.065614
winsfs_b500_w100,55,8,106240.68519
winsfs_b500_w100,55,9,95368.94087
winsfs_b500_w100,55,10,86583.339857
winsfs_b500_w100,55,11,73908.007083
winsfs_b500_w100,55,12,70768.84815
winsfs_b500_w100,55,13,63726.36638
winsfs_b500_w100,55,14,51517.983989
winsfs_b500_w100,55,15,56532.82718
winsfs_b500_w100,55,16,47394.631141
winsfs_b500_w100,55,17,44779.604739
winsfs_b500_w100,55,18,42485.049485
winsfs_b500_w100,55,19,38261.796492
winsfs_b500_w100,55,20,36280.212327
winsfs_b500_w100,55,21,32903.265349
winsfs_b500_w100,55,22,28873.936913
winsfs_b500_w100,55,23,27774.129077
winsfs_b500_w100,55,24,27444.578176
winsfs_b500_w100,56,0,631696310.966431
winsfs_b500_w100,56,1,535407.705467
winsfs_b500_w100,56,2,411977.256436
winsfs_b500_w100,56,3,262975.449539
winsfs_b500_w100,56,4,196029.689776
winsfs_b500_w100,56,5,155459.418429
winsfs_b500_w100,56,6,135635.139463
winsfs_b500_w100,56,7,115588.067183
winsfs_b500_w100,56,8,106251.855686
winsfs_b500_w100,56,9,95352.651136
winsfs_b500_w100,56,10,86608.295931
winsfs_b500_w100,56,11,73882.04735
winsfs_b500_w100,56,12,70776.185138
winsfs_b500_w100,56,13,63751.688438
winsfs_b500_w100,56,14,51468.720736
winsfs_b500_w100,56,15,56581.031833
winsfs_b500_w100,56,16,47366.218757
winsfs_b500_w100,56,17,44787.621853
winsfs_b500_w100,56,18,42487.256078
winsfs_b500_w100,56,19,38258.141452
winsfs_b500_w100,56,20,36282.225728
winsfs_b500_w100,56,21,32902.601817
winsfs_b500_w100,56,22,28874.073384
winsfs_b500_w100,56,23,27774.112898
winsfs_b500_w100,56,24,27444.579063
winsfs_b500_w100,57,0,631696310.967789
winsfs_b500_w100,57,1,535407.684619
winsfs_b500_w100,57,2,411977.419485
winsfs_b500_w100,57,3,262974.681371
winsfs_b500_w100,57,4,196032.088239
winsfs_b500_w100,57,5,155454.203038
winsfs_b500_w100,57,6,135643.284319
winsfs_b500_w100,57,7,115578.341585
winsfs_b500_w100,57,8,106263.01105
winsfs_b500_w100,57,9,95336.236724
winsfs_b500_w100,57,10,86633.157638
winsfs_b500_w100,57,11,73856.529196
winsfs_b500_w100,57,12,70783.11918
winsfs_b500_w100,57,13,63776.882372
winsfs_b500_w100,57,14,51420.100451
winsfs_b500_w100,57,15,56628.589268
winsfs_b500_w100,57,16,47338.037611
winsfs_b500_w100,57,17,44795.798526
winsfs_b500_w100,57,18,42489.187451
winsfs_b500_w100,57,19,38254.681626
winsfs_b500_w100,57,20,36284.152301
winsfs_b500_w100,57,21,32901.964061
winsfs_b500_w100,57,22,28874.204906
winsfs_b500_w100,57,23,27774.097274
winsfs_b500_w100,57,24,27444.57992
winsfs_b500_w100,58,0,631696310.969069
winsfs_b500_w100,58,1,535407.664925
winsfs_b500_w100,58,2,411977.573663
winsfs_b500_w100,58,3,262973.954159
winsfs_b500_w100,58,4,196034.362581
winsfs_b500_w100,58,5,155449.242535
winsfs_b500_w100,58,6,135651.084829
winsfs_b500_w100,58,7,115568.875345
winsfs_b500_w100,58,8,106274.1496
winsfs_b500_w100,58,9,95319.710314
winsfs_b500_w100,58,10,86657.91839
winsfs_b500_w100,58,11,73831.443244
winsfs_b500_w100,58,12,70789.664656
winsfs_b500_w100,58,13,63801.946822
winsfs_b500_w100,58,14,51372.109483
winsfs_b500_w100,58,15,56675.513082
winsfs_b500_w100,58,16,47310.086695
winsfs_b500_w100,58,17,44804.125007
winsfs_b500_w100,58,18,42490.854886
winsfs_b500_w100,58,19,38251.409903
winsfs_b500_w100,58,20,36285.994975
winsfs_b500_w100,58,21,32901.351273
winsfs_b500_w100,58,22,28874.331623
winsfs_b500_w100,58,23,27774.082191
winsfs_b500_w100,58,24,27444.580749
winsfs_b500_w100,59,0,631696310.970278
winsfs_b500_w100,59,1,535407.646313
winsfs_b500_w100,59,2,411977.719489
winsfs_b500_w100,59,3,262973.265578
winsfs_b500_w100,59,4,196036.519661
winsfs_b500_w100,59,5,155444.523195
winsfs_b500_w100,59,6,135658.559049
winsfs_b500_w100,59,7,115559.655654
winsfs_b500_w100,59,8,106285.269756
winsfs_b500_w100,59,9,95303.083965
winsfs_b500_w100,59,10,86682.57196
winsfs_b500_w100,59,11,73806.780416
winsfs_b500_w100,59,12,70795.835421
winsfs_b500_w100,59,13,63826.880504
winsfs_b500_w100,59,14,51324.73461
winsfs_b500_w100,59,15,56721.816481
winsfs_b500_w100,59,16,47282.364951
winsfs_b500_w100,59,17,44812.591941
winsfs_b500_w100,59,18,42492.269268
winsfs_b500_w100,59,19,38248.319393
winsfs_b500_w100,59,20,36287.756597
winsfs_b500_w100,59,21,32900.762662
winsfs_b500_w100,59,22,28874.453675
winsfs_b500_w100,59,23,27774.067634
winsfs_b500_w100,59,24,27444.58155
winsfs_b500_w100,60,0,631696310.971419
winsfs_b500_w100,60,1,535407.62872
winsfs_b500_w100,60,2,411977.857447
winsfs_b500_w100,60,3,262972.613449
winsfs_b500_w100,60,4,196038.565924
winsfs_b500_w100,60,5,155440.032064
winsfs_b500_w100,60,6,135665.724078
winsfs_b500_w100,60,7,115550.670337
winsfs_b500_w100,60,8,106296.370031
winsfs_b500_w100,60,9,95286.369147
winsfs_b500_w100,60,10,86707.11247
winsfs_b500_w100,60,11,73782.531921
winsfs_b500_w100,60,12,70801.644829
winsfs_b500_w100,60,13,63851.682211
winsfs_b500_w100,60,14,51277.963015
winsfs_b500_w100,60,15,56767.512295
winsfs_b500_w100,60,16,47254.871265
winsfs_b500_w100,60,17,44821.190348
winsfs_b500_w100,60,18,42493.441097
winsfs_b500_w100,60,19,38245.403425
winsfs_b500_w100,60,20,36289.439939
winsfs_b500_w100,60,21,32900.197453
winsfs_b500_w100,60,22,28874.571203
winsfs_b500_w100,60,23,27774.053589
winsfs_b500_w100,60,24,27444.582324
winsfs_b500_w100,61,0,631696310.972497
winsfs_b500_w100,61,1,535407.612085
winsfs_b500_w100,61,2,411977.987989
winsfs_b500_w100,61,3,262971.99573
winsfs_b500_w100,61,4,196040.507436
winsfs_b500_w100,61,5,155435.756917
winsfs_b500_w100,61,6,135672.59611
winsfs_b500_w100,61,7,115541.907829
winsfs_b500_w100,61,8,106307.449025
winsfs_b500_w100,61,9,95269.576766
winsfs_b500_w100,61,10,86731.534381
winsfs_b500_w100,61,11,73758.689237
winsfs_b500_w100,61,12,70807.105746
winsfs_b500_w100,61,13,63876.350812
winsfs_b500_w100,61,14,51231.782276
winsfs_b500_w100,61,15,56812.612988
winsfs_b500_w100,61,16,47227.60448
winsfs_b500_w100,61,17,44829.911614
winsfs_b500_w100,61,18,42494.380506
winsfs_b500_w100,61,19,38242.655537
winsfs_b500_w100,61,20,36291.047696
winsfs_b500_w100,61,21,32899.654889
winsfs_b500_w100,61,22,28874.684342
winsfs_b500_w100,61,23,27774.040042
winsfs_b500_w100,61,24,27444.583071
winsfs_b500_w100,62,0,631696310.973514
winsfs_b500_w100,62,1,535407.596352
winsfs_b500_w100,62,2,411978.111539
winsfs_b500_w100,62,3,262971.410506
winsfs_b500_w100,62,4,196042.349904
winsfs_b500_w100,62,5,155431.686206
winsfs_b500_w100,62,6,135679.190485
winsfs_b500_w100,62,7,115533.357144
winsfs_b500_w100,62,8,106318.505412
winsfs_b500_w100,62,9,95252.71719
winsfs_b500_w100,62,10,86755.832477
winsfs_b500_w100,62,11,73735.244105
winsfs_b500_w100,62,12,70812.230571
winsfs_b500_w100,62,13,63900.885248
winsfs_b500_w100,62,14,51186.180351
winsfs_b500_w100,62,15,56857.130671
winsfs_b500_w100,62,16,47200.563394
winsfs_b500_w100,62,17,44838.747473
winsfs_b500_w100,62,18,42495.097268
winsfs_b500_w100,62,19,38240.069477
winsfs_b500_w100,62,20,36292.582484
winsfs_b500_w100,62,21,32899.134231000004
winsfs_b500_w100,62,22,28874.793228
winsfs_b500_w100,62,23,27774.026978
winsfs_b500_w100,62,24,27444.583792
winsfs_b500_w100,63,0,631696310.974476
winsfs_b500_w100,63,1,535407.581469
winsfs_b500_w100,63,2,411978.228492
winsfs_b500_w100,63,3,262970.855977
winsfs_b500_w100,63,4,196044.098706
winsfs_b500_w100,63,5,155427.809023
winsfs_b500_w100,63,6,135685.52173
winsfs_b500_w100,63,7,115525.007851
winsfs_b500_w100,63,8,106329.537935
winsfs_b500_w100,63,9,95235.800275
winsfs_b500_w100,63,10,86780.001855
winsfs_b500_w100,63,11,73712.188515
winsfs_b500_w100,63,12,70817.03125
winsfs_b500_w100,63,13,63925.284536
winsfs_b500_w100,63,14,51141.145564
winsfs_b500_w100,63,15,56901.077112
winsfs_b500_w100,63,16,47173.746767
winsfs_b500_w100,63,17,44847.689995
winsfs_b500_w100,63,18,42495.600811
winsfs_b500_w100,63,19,38237.639192
