condition,epoch,loglik,change
winsfs_b500_w500,32,71.875,1.1113e-7
winsfs_b500_w500,33,71.875,1.0066e-7
winsfs_b500_w500,34,71.875,9.1354e-8
winsfs_b500_w500,35,71.875,8.3056e-8
winsfs_b500_w500,36,71.875,7.5641e-8
winsfs_b500_w500,37,71.875,6.8999e-8
winsfs_b500_w500,38,71.875,6.3036e-8
winsfs_b500_w500,39,71.875,5.7673e-8
winsfs_b500_w500,40,71.875,5.2838e-8
winsfs_b500_w500,41,71.875,4.8472e-8
winsfs_b500_w500,42,71.875,4.4522e-8
winsfs_b500_w500,43,71.875,4.0943e-8
winsfs_b500_w500,44,71.875,3.7694e-8
winsfs_b500_w500,45,71.875,3.4741e-8
winsfs_b500_w500,46,71.875,3.2052e-8
winsfs_b500_w500,47,71.875,2.9601e-8
winsfs_b500_w500,48,71.875,2.7363e-8
winsfs_b500_w500,49,71.875,2.5317e-8
winsfs_b500_w500,50,71.875,2.5317e-8
