peak,n,d,condition,epoch,loglik,change
FALSE,20,2,winsfs_b500_w100,43,132.14,1.2746e-6
FALSE,20,2,winsfs_b500_w100,44,132.14,1.2397e-6
FALSE,20,2,winsfs_b500_w100,45,132.14,1.2065e-6
FALSE,20,2,winsfs_b500_w100,46,132.14,1.175e-6
FALSE,20,2,winsfs_b500_w100,47,132.14,1.145e-6
FALSE,20,2,winsfs_b500_w100,48,132.14,1.1163e-6
FALSE,20,2,winsfs_b500_w100,49,132.14,1.089e-6
FALSE,20,2,winsfs_b500_w100,50,132.14,1.089e-6
FALSE,20,2,winsfs_b500_w250,2,133.58,16.729
FALSE,20,2,winsfs_b500_w250,3,132.43,1.1512
FALSE,20,2,winsfs_b500_w250,4,132.21,0.22409
FALSE,20,2,winsfs_b500_w250,5,132.16,0.047831
FALSE,20,2,winsfs_b500_w250,6,132.15,0.012094
FALSE,20,2,winsfs_b500_w250,7,132.15,0.0038852
FALSE,20,2,winsfs_b500_w250,8,132.14,0.0015655
FALSE,20,2,winsfs_b500_w250,9,132.14,7.4999e-4
FALSE,20,2,winsfs_b500_w250,10,132.14,4.0606e-4
FALSE,20,2,winsfs_b500_w250,11,132.14,2.398e-4
FALSE,20,2,winsfs_b500_w250,12,132.14,1.5102e-4
FALSE,20,2,winsfs_b500_w250,13,132.14,9.9975e-5
FALSE,20,2,winsfs_b500_w250,14,132.14,6.8929e-5
FALSE,20,2,winsfs_b500_w250,15,132.14,4.9184e-5
FALSE,20,2,winsfs_b500_w250,16,132.14,3.6163e-5
FALSE,20,2,winsfs_b500_w250,17,132.14,2.7309e-5
FALSE,20,2,winsfs_b500_w250,18,132.14,2.113e-5
FALSE,20,2,winsfs_b500_w250,19,132.14,1.6717e-5
FALSE,20,2,winsfs_b500_w250,20,132.14,1.3499e-5
FALSE,20,2,winsfs_b500_w250,21,132.14,1.1107e-5
FALSE,20,2,winsfs_b500_w250,22,132.14,9.2993e-6
FALSE,20,2,winsfs_b500_w250,23,132.14,7.9096e-6
FALSE,20,2,winsfs_b500_w250,24,132.14,6.8251e-6
FALSE,20,2,winsfs_b500_w250,25,132.14,5.9663e-6
FALSE,20,2,winsfs_b500_w250,26,132.14,5.2769e-6
FALSE,20,2,winsfs_b500_w250,27,132.14,4.7163e-6
FALSE,20,2,winsfs_b500_w250,28,132.14,4.2548e-6
FALSE,20,2,winsfs_b500_w250,29,132.14,3.8705e-6
FALSE,20,2,winsfs_b500_w250,30,132.14,3.547e-6
FALSE,20,2,winsfs_b500_w250,31,132.14,3.2719e-6
FALSE,20,2,winsfs_b500_w250,32,132.14,3.0358e-6
FALSE,20,2,winsfs_b500_w250,33,132.14,2.8313e-6
FALSE,20,2,winsfs_b500_w250,34,132.14,2.6527e-6
FALSE,20,2,winsfs_b500_w250,35,132.14,2.4956e-6
FALSE,20,2,winsfs_b500_w250,36,132.14,2.3564e-6
FALSE,20,2,winsfs_b500_w250,37,132.14,2.2323e-6
FALSE,20,2,winsfs_b500_w250,38,132.14,2.121e-6
FALSE,20,2,winsfs_b500_w250,39,132.14,2.0206e-6
FALSE,20,2,winsfs_b500_w250,40,132.14,1.9296e-6
FALSE,20,2,winsfs_b500_w250,41,132.14,1.8468e-6
FALSE,20,2,winsfs_b500_w250,42,132.14,1.771e-6
FALSE,20,2,winsfs_b500_w250,43,132.14,1.7015e-6
FALSE,20,2,winsfs_b500_w250,44,132.14,1.6375e-6
FALSE,20,2,winsfs_b500_w250,45,132.14,1.5782e-6
FALSE,20,2,winsfs_b500_w250,46,132.14,1.5233e-6
FALSE,20,2,winsfs_b500_w250,47,132.14,1.4723e-6
FALSE,20,2,winsfs_b500_w250,48,132.14,1.4246e-6
FALSE,20,2,winsfs_b500_w250,49,132.14,1.3801e-6
FALSE,20,2,winsfs_b500_w250,50,132.14,1.3801e-6
FALSE,20,2,winsfs_b500_w500,2,135.9,15.814
FALSE,20,2,winsfs_b500_w500,3,133.7,2.1976
FALSE,20,2,winsfs_b500_w500,4,132.83,0.86959
FALSE,20,2,winsfs_b500_w500,5,132.46,0.37554
FALSE,20,2,winsfs_b500_w500,6,132.29,0.16663
FALSE,20,2,winsfs_b500_w500,7,132.21,0.075052
FALSE,20,2,winsfs_b500_w500,8,132.18,0.034585
FALSE,20,2,winsfs_b500_w500,9,132.16,0.016551
FALSE,20,2,winsfs_b500_w500,10,132.15,0.0083389
FALSE,20,2,winsfs_b500_w500,11,132.15,0.0044594
FALSE,20,2,winsfs_b500_w500,12,132.15,0.0025365
FALSE,20,2,winsfs_b500_w500,13,132.15,0.0015303
FALSE,20,2,winsfs_b500_w500,14,132.14,9.7364e-4
FALSE,20,2,winsfs_b500_w500,15,132.14,6.4874e-4
FALSE,20,2,winsfs_b500_w500,16,132.14,4.4955e-4
FALSE,20,2,winsfs_b500_w500,17,132.14,3.2196e-4
FALSE,20,2,winsfs_b500_w500,18,132.14,2.3706e-4
FALSE,20,2,winsfs_b500_w500,19,132.14,1.7868e-4
FALSE,20,2,winsfs_b500_w500,20,132.14,1.3739e-4
FALSE,20,2,winsfs_b500_w500,21,132.14,1.0748e-4
FALSE,20,2,winsfs_b500_w500,22,132.14,8.5344e-5
FALSE,20,2,winsfs_b500_w500,23,132.14,6.8671e-5
FALSE,20,2,winsfs_b500_w500,24,132.14,5.5911e-5
FALSE,20,2,winsfs_b500_w500,25,132.14,4.601e-5
FALSE,20,2,winsfs_b500_w500,26,132.14,3.8231e-5
FALSE,20,2,winsfs_b500_w500,27,132.14,3.2052e-5
FALSE,20,2,winsfs_b500_w500,28,132.14,2.7094e-5
FALSE,20,2,winsfs_b500_w500,29,132.14,2.3081e-5
FALSE,20,2,winsfs_b500_w500,30,132.14,1.9805e-5
FALSE,20,2,winsfs_b500_w500,31,132.14,1.7111e-5
FALSE,20,2,winsfs_b500_w500,32,132.14,1.4879e-5
FALSE,20,2,winsfs_b500_w500,33,132.14,1.3018e-5
FALSE,20,2,winsfs_b500_w500,34,132.14,1.1458e-5
FALSE,20,2,winsfs_b500_w500,35,132.14,1.0141e-5
FALSE,20,2,winsfs_b500_w500,36,132.14,9.0246e-6
FALSE,20,2,winsfs_b500_w500,37,132.14,8.0726e-6
FALSE,20,2,winsfs_b500_w500,38,132.14,7.2569e-6
FALSE,20,2,winsfs_b500_w500,39,132.14,6.5547e-6
FALSE,20,2,winsfs_b500_w500,40,132.14,5.9475e-6
FALSE,20,2,winsfs_b500_w500,41,132.14,5.4202e-6
FALSE,20,2,winsfs_b500_w500,42,132.14,4.9603e-6
FALSE,20,2,winsfs_b500_w500,43,132.14,4.5576e-6
FALSE,20,2,winsfs_b500_w500,44,132.14,4.2037e-6
FALSE,20,2,winsfs_b500_w500,45,132.14,3.8913e-6
FALSE,20,2,winsfs_b500_w500,46,132.14,3.6146e-6
FALSE,20,2,winsfs_b500_w500,47,132.14,3.3687e-6
FALSE,20,2,winsfs_b500_w500,48,132.14,3.1494e-6
FALSE,20,2,winsfs_b500_w500,49,132.14,2.9531e-6
FALSE,20,2,winsfs_b500_w500,50,132.14,2.9531e-6
FALSE,20,4,winsfs_b500_w100,2,109.56,9.6417
FALSE,20,4,winsfs_b500_w100,3,109.56,3.4577e-4
FALSE,20,4,winsfs_b500_w100,4,109.56,7.0564e-5
FALSE,20,4,winsfs_b500_w100,5,109.56,4.6069e-5
FALSE,20,4,winsfs_b500_w100,6,109.56,3.4578e-5
FALSE,20,4,winsfs_b500_w100,7,109.56,2.7862e-5
FALSE,20,4,winsfs_b500_w100,8,109.56,2.341e-5
FALSE,20,4,winsfs_b500_w100,9,109.56,2.0213e-5
FALSE,20,4,winsfs_b500_w100,10,109.56,1.7788e-5
FALSE,20,4,winsfs_b500_w100,11,109.56,1.5876e-5
FALSE,20,4,winsfs_b500_w100,12,109.56,1.4325e-5
FALSE,20,4,winsfs_b500_w100,13,109.56,1.3037e-5
FALSE,20,4,winsfs_b500_w100,14,109.56,1.1949e-5
FALSE,20,4,winsfs_b500_w100,15,109.56,1.1017e-5
FALSE,20,4,winsfs_b500_w100,16,109.56,1.0208e-5
FALSE,20,4,winsfs_b500_w100,17,109.56,9.4993e-6
FALSE,20,4,winsfs_b500_w100,18,109.56,8.8731e-6
FALSE,20,4,winsfs_b500_w100,19,109.56,8.3155e-6
FALSE,20,4,winsfs_b500_w100,20,109.56,7.8159e-6
FALSE,20,4,winsfs_b500_w100,21,109.56,7.3657e-6
FALSE,20,4,winsfs_b500_w100,22,109.56,6.9579e-6
FALSE,20,4,winsfs_b500_w100,23,109.56,6.5869e-6
FALSE,20,4,winsfs_b500_w100,24,109.56,6.2481e-6
FALSE,20,4,winsfs_b500_w100,25,109.56,5.9374e-6
FALSE,20,4,winsfs_b500_w100,26,109.56,5.6516e-6
FALSE,20,4,winsfs_b500_w100,27,109.56,5.3879e-6
FALSE,20,4,winsfs_b500_w100,28,109.56,5.1439e-6
FALSE,20,4,winsfs_b500_w100,29,109.56,4.9175e-6
FALSE,20,4,winsfs_b500_w100,30,109.56,4.7069e-6
FALSE,20,4,winsfs_b500_w100,31,109.56,4.5106e-6
FALSE,20,4,winsfs_b500_w100,32,109.56,4.3272e-6
FALSE,20,4,winsfs_b500_w100,33,109.56,4.1555e-6
FALSE,20,4,winsfs_b500_w100,34,109.56,3.9944e-6
FALSE,20,4,winsfs_b500_w100,35,109.56,3.8431e-6
FALSE,20,4,winsfs_b500_w100,36,109.56,3.7008e-6
FALSE,20,4,winsfs_b500_w100,37,109.56,3.5665e-6
FALSE,20,4,winsfs_b500_w100,38,109.56,3.4398e-6
FALSE,20,4,winsfs_b500_w100,39,109.56,3.32e-6
FALSE,20,4,winsfs_b500_w100,40,109.56,3.2066e-6
FALSE,20,4,winsfs_b500_w100,41,109.56,3.0991e-6
FALSE,20,4,winsfs_b500_w100,42,109.56,2.9971e-6
FALSE,20,4,winsfs_b500_w100,43,109.56,2.9002e-6
FALSE,20,4,winsfs_b500_w100,44,109.56,2.808e-6
FALSE,20,4,winsfs_b500_w100,45,109.56,2.7203e-6
FALSE,20,4,winsfs_b500_w100,46,109.56,2.6366e-6
FALSE,20,4,winsfs_b500_w100,47,109.56,2.5569e-6
FALSE,20,4,winsfs_b500_w100,48,109.56,2.4807e-6
FALSE,20,4,winsfs_b500_w100,49,109.56,2.4079e-6
FALSE,20,4,winsfs_b500_w100,50,109.56,2.4079e-6
FALSE,20,4,winsfs_b500_w250,2,109.61,10.5
FALSE,20,4,winsfs_b500_w250,3,109.56,0.044963
FALSE,20,4,winsfs_b500_w250,4,109.56,0.0013476
FALSE,20,4,winsfs_b500_w250,5,109.56,1.4468e-4
FALSE,20,4,winsfs_b500_w250,6,109.56,5.7568e-5
FALSE,20,4,winsfs_b500_w250,7,109.56,3.8665e-5
FALSE,20,4,winsfs_b500_w250,8,109.56,2.9874e-5
FALSE,20,4,winsfs_b500_w250,9,109.56,2.4453e-5
FALSE,20,4,winsfs_b500_w250,10,109.56,2.0729e-5
FALSE,20,4,winsfs_b500_w250,11,109.56,1.8012e-5
FALSE,20,4,winsfs_b500_w250,12,109.56,1.5943e-5
FALSE,20,4,winsfs_b500_w250,13,109.56,1.4316e-5
FALSE,20,4,winsfs_b500_w250,14,109.56,1.3002e-5
FALSE,20,4,winsfs_b500_w250,15,109.56,1.1917e-5
FALSE,20,4,winsfs_b500_w250,16,109.56,1.1005e-5
FALSE,20,4,winsfs_b500_w250,17,109.56,1.0226e-5
FALSE,20,4,winsfs_b500_w250,18,109.56,9.5524e-6
FALSE,20,4,winsfs_b500_w250,19,109.56,8.9631e-6
FALSE,20,4,winsfs_b500_w250,20,109.56,8.4426e-6
FALSE,20,4,winsfs_b500_w250,21,109.56,7.9791e-6
FALSE,20,4,winsfs_b500_w250,22,109.56,7.5634e-6
FALSE,20,4,winsfs_b500_w250,23,109.56,7.1882e-6
FALSE,20,4,winsfs_b500_w250,24,109.56,6.8476e-6
FALSE,20,4,winsfs_b500_w250,25,109.56,6.5369e-6
FALSE,20,4,winsfs_b500_w250,26,109.56,6.2521e-6
FALSE,20,4,winsfs_b500_w250,27,109.56,5.99e-6
FALSE,20,4,winsfs_b500_w250,28,109.56,5.748e-6
FALSE,20,4,winsfs_b500_w250,29,109.56,5.5237e-6
FALSE,20,4,winsfs_b500_w250,30,109.56,5.3152e-6
FALSE,20,4,winsfs_b500_w250,31,109.56,5.1208e-6
FALSE,20,4,winsfs_b500_w250,32,109.56,4.9392e-6
FALSE,20,4,winsfs_b500_w250,33,109.56,4.769e-6
FALSE,20,4,winsfs_b500_w250,34,109.56,4.6092e-6
FALSE,20,4,winsfs_b500_w250,35,109.56,4.4588e-6
FALSE,20,4,winsfs_b500_w250,36,109.56,4.3171e-6
FALSE,20,4,winsfs_b500_w250,37,109.56,4.1833e-6
FALSE,20,4,winsfs_b500_w250,38,109.56,4.0567e-6
FALSE,20,4,winsfs_b500_w250,39,109.56,3.9367e-6
FALSE,20,4,winsfs_b500_w250,40,109.56,3.8229e-6
FALSE,20,4,winsfs_b500_w250,41,109.56,3.7148e-6
FALSE,20,4,winsfs_b500_w250,42,109.56,3.6119e-6
FALSE,20,4,winsfs_b500_w250,43,109.56,3.5139e-6
FALSE,20,4,winsfs_b500_w250,44,109.56,3.4205e-6
FALSE,20,4,winsfs_b500_w250,45,109.56,3.3313e-6
FALSE,20,4,winsfs_b500_w250,46,109.56,3.246e-6
FALSE,20,4,winsfs_b500_w250,47,109.56,3.1645e-6
FALSE,20,4,winsfs_b500_w250,48,109.56,3.0864e-6
FALSE,20,4,winsfs_b500_w250,49,109.56,3.0115e-6
FALSE,20,4,winsfs_b500_w250,50,109.56,3.0115e-6
FALSE,20,4,winsfs_b500_w500,2,109.93,10.671
FALSE,20,4,winsfs_b500_w500,3,109.61,0.31815
FALSE,20,4,winsfs_b500_w500,4,109.57,0.040392
FALSE,20,4,winsfs_b500_w500,5,109.56,0.0060623
FALSE,20,4,winsfs_b500_w500,6,109.56,0.0011591
FALSE,20,4,winsfs_b500_w500,7,109.56,2.9443e-4
FALSE,20,4,winsfs_b500_w500,8,109.56,1.0469e-4
FALSE,20,4,winsfs_b500_w500,9,109.56,5.2731e-5
FALSE,20,4,winsfs_b500_w500,10,109.56,3.4537e-5
FALSE,20,4,winsfs_b500_w500,11,109.56,2.6278e-5
FALSE,20,4,winsfs_b500_w500,12,109.56,2.159e-5
FALSE,20,4,winsfs_b500_w500,13,109.56,1.8483e-5
FALSE,20,4,winsfs_b500_w500,14,109.56,1.6218e-5
FALSE,20,4,winsfs_b500_w500,15,109.56,1.447e-5
FALSE,20,4,winsfs_b500_w500,16,109.56,1.3072e-5
FALSE,20,4,winsfs_b500_w500,17,109.56,1.1925e-5
FALSE,20,4,winsfs_b500_w500,18,109.56,1.0967e-5
FALSE,20,4,winsfs_b500_w500,19,109.56,1.0155e-5
FALSE,20,4,winsfs_b500_w500,20,109.56,9.4571e-6
FALSE,20,4,winsfs_b500_w500,21,109.56,8.8519e-6
FALSE,20,4,winsfs_b500_w500,22,109.56,8.3219e-6
FALSE,20,4,winsfs_b500_w500,23,109.56,7.854e-6
FALSE,20,4,winsfs_b500_w500,24,109.56,7.4377e-6
FALSE,20,4,winsfs_b500_w500,25,109.56,7.0651e-6
FALSE,20,4,winsfs_b500_w500,26,109.56,6.7293e-6
FALSE,20,4,winsfs_b500_w500,27,109.56,6.4253e-6
FALSE,20,4,winsfs_b500_w500,28,109.56,6.1485e-6
FALSE,20,4,winsfs_b500_w500,29,109.56,5.8953e-6
FALSE,20,4,winsfs_b500_w500,30,109.56,5.6629e-6
FALSE,20,4,winsfs_b500_w500,31,109.56,5.4486e-6
FALSE,20,4,winsfs_b500_w500,32,109.56,5.2503e-6
FALSE,20,4,winsfs_b500_w500,33,109.56,5.0663e-6
FALSE,20,4,winsfs_b500_w500,34,109.56,4.8949e-6
FALSE,20,4,winsfs_b500_w500,35,109.56,4.735e-6
FALSE,20,4,winsfs_b500_w500,36,109.56,4.5852e-6
FALSE,20,4,winsfs_b500_w500,37,109.56,4.4447e-6
FALSE,20,4,winsfs_b500_w500,38,109.56,4.3126e-6
FALSE,20,4,winsfs_b500_w500,39,109.56,4.1881e-6
FALSE,20,4,winsfs_b500_w500,40,109.56,4.0705e-6
FALSE,20,4,winsfs_b500_w500,41,109.56,3.9593e-6
FALSE,20,4,winsfs_b500_w500,42,109.56,3.8539e-6
FALSE,20,4,winsfs_b500_w500,43,109.56,3.7539e-6
FALSE,20,4,winsfs_b500_w500,44,109.56,3.6588e-6
FALSE,20,4,winsfs_b500_w500,45,109.56,3.5683e-6
FALSE,20,4,winsfs_b500_w500,46,109.56,3.4821e-6
FALSE,20,4,winsfs_b500_w500,47,109.56,3.3997e-6
FALSE,20,4,winsfs_b500_w500,48,109.56,3.3211e-6
FALSE,20,4,winsfs_b500_w500,49,109.56,3.2458e-6
FALSE,20,4,winsfs_b500_w500,50,109.56,3.2458e-6
FALSE,20,8,winsfs_b500_w100,2,49.956,7.6661
FALSE,20,8,winsfs_b500_w100,3,49.956,3.8461e-6
FALSE,20,8,winsfs_b500_w100,4,49.956,4.1434e-6
FALSE,20,8,winsfs_b500_w100,5,49.956,1.3927e-6
FALSE,20,8,winsfs_b500_w100,6,49.956,5.2808e-7
FALSE,20,8,winsfs_b500_w100,7,49.956,2.1232e-7
FALSE,20,8,winsfs_b500_w100,8,49.956,8.8856e-8
FALSE,20,8,winsfs_b500_w100,9,49.956,3.8493e-8
FALSE,20,8,winsfs_b500_w100,10,49.956,1.7208e-8
FALSE,20,8,winsfs_b500_w100,11,49.956,7.9176e-9
FALSE,20,8,winsfs_b500_w100,12,49.956,3.7393e-9
FALSE,20,8,winsfs_b500_w100,13,49.956,1.807e-9
FALSE,20,8,winsfs_b500_w100,14,49.956,8.9068e-10
FALSE,20,8,winsfs_b500_w100,15,49.956,4.4588e-10
FALSE,20,8,winsfs_b500_w100,16,49.956,2.2561e-10
FALSE,20,8,winsfs_b500_w100,17,49.956,1.1483e-10
FALSE,20,8,winsfs_b500_w100,18,49.956,5.8115e-11
FALSE,20,8,winsfs_b500_w100,19,49.956,2.8983e-11
FALSE,20,8,winsfs_b500_w100,20,49.956,1.4069e-11
FALSE,20,8,winsfs_b500_w100,21,49.956,6.1888e-12
FALSE,20,8,winsfs_b500_w100,22,49.956,2.359e-12
FALSE,20,8,winsfs_b500_w100,23,49.956,6.608e-13
FALSE,20,8,winsfs_b500_w100,24,49.956,4.1922e-13
FALSE,20,8,winsfs_b500_w100,25,49.956,5.8265e-13
FALSE,20,8,winsfs_b500_w100,26,49.956,7.9581e-13
FALSE,20,8,winsfs_b500_w100,27,49.956,7.4607e-13
FALSE,20,8,winsfs_b500_w100,28,49.956,5.1159e-13
FALSE,20,8,winsfs_b500_w100,29,49.956,4.4764e-13
FALSE,20,8,winsfs_b500_w100,30,49.956,4.1922e-13
FALSE,20,8,winsfs_b500_w100,31,49.956,2.8422e-13
FALSE,20,8,winsfs_b500_w100,32,49.956,1.9895e-13
FALSE,20,8,winsfs_b500_w100,33,49.956,2.1316e-13
FALSE,20,8,winsfs_b500_w100,34,49.956,1.1369e-13
FALSE,20,8,winsfs_b500_w100,35,49.956,7.1054e-14
FALSE,20,8,winsfs_b500_w100,36,49.956,1.1369e-13
FALSE,20,8,winsfs_b500_w100,37,49.956,1.4211e-14
FALSE,20,8,winsfs_b500_w100,38,49.956,1.2079e-13
FALSE,20,8,winsfs_b500_w100,39,49.956,6.3949e-14
FALSE,20,8,winsfs_b500_w100,40,49.956,2.1316e-14
FALSE,20,8,winsfs_b500_w100,41,49.956,2.1316e-14
FALSE,20,8,winsfs_b500_w100,42,49.956,8.5265e-14
FALSE,20,8,winsfs_b500_w100,43,49.956,7.816e-14
FALSE,20,8,winsfs_b500_w100,44,49.956,4.9738e-14
FALSE,20,8,winsfs_b500_w100,45,49.956,4.9738e-14
FALSE,20,8,winsfs_b500_w100,46,49.956,1.4211e-14
FALSE,20,8,winsfs_b500_w100,47,49.956,3.5527e-14
FALSE,20,8,winsfs_b500_w100,48,49.956,4.9738e-14
FALSE,20,8,winsfs_b500_w100,49,49.956,2.8422e-14
FALSE,20,8,winsfs_b500_w100,50,49.956,2.8422e-14
FALSE,20,8,winsfs_b500_w250,2,49.954,7.7124
FALSE,20,8,winsfs_b500_w250,3,49.953,5.4743e-4
FALSE,20,8,winsfs_b500_w250,4,49.953,8.4736e-5
FALSE,20,8,winsfs_b500_w250,5,49.953,1.6508e-5
FALSE,20,8,winsfs_b500_w250,6,49.953,4.3484e-6
FALSE,20,8,winsfs_b500_w250,7,49.953,1.3372e-6
FALSE,20,8,winsfs_b500_w250,8,49.953,4.0581e-7
FALSE,20,8,winsfs_b500_w250,9,49.953,8.9065e-8
FALSE,20,8,winsfs_b500_w250,10,49.953,1.691e-8
FALSE,20,8,winsfs_b500_w250,11,49.953,4.6037e-8
FALSE,20,8,winsfs_b500_w250,12,49.953,4.7563e-8
FALSE,20,8,winsfs_b500_w250,13,49.953,4.0379e-8
FALSE,20,8,winsfs_b500_w250,14,49.953,3.1638e-8
FALSE,20,8,winsfs_b500_w250,15,49.953,2.382e-8
FALSE,20,8,winsfs_b500_w250,16,49.953,1.7556e-8
FALSE,20,8,winsfs_b500_w250,17,49.953,1.2797e-8
FALSE,20,8,winsfs_b500_w250,18,49.953,9.2825e-9
FALSE,20,8,winsfs_b500_w250,19,49.953,6.7277e-9
FALSE,20,8,winsfs_b500_w250,20,49.953,4.8865e-9
FALSE,20,8,winsfs_b500_w250,21,49.953,3.5648e-9
FALSE,20,8,winsfs_b500_w250,22,49.953,2.6161e-9
FALSE,20,8,winsfs_b500_w250,23,49.953,1.9341999999999998e-09
FALSE,20,8,winsfs_b500_w250,24,49.953,1.4424e-9
FALSE,20,8,winsfs_b500_w250,25,49.953,1.0858e-9
FALSE,20,8,winsfs_b500_w250,26,49.953,8.2573e-10
FALSE,20,8,winsfs_b500_w250,27,49.953,6.344e-10
FALSE,20,8,winsfs_b500_w250,28,49.953,4.9275e-10
FALSE,20,8,winsfs_b500_w250,29,49.953,3.8679e-10
FALSE,20,8,winsfs_b500_w250,30,49.953,3.0679e-10
FALSE,20,8,winsfs_b500_w250,31,49.953,2.4594e-10
FALSE,20,8,winsfs_b500_w250,32,49.953,1.9887e-10
FALSE,20,8,winsfs_b500_w250,33,49.953,1.6222e-10
FALSE,20,8,winsfs_b500_w250,34,49.953,1.3359e-10
FALSE,20,8,winsfs_b500_w250,35,49.953,1.1072e-10
FALSE,20,8,winsfs_b500_w250,36,49.953,9.2335e-11
FALSE,20,8,winsfs_b500_w250,37,49.953,7.7499e-11
FALSE,20,8,winsfs_b500_w250,38,49.953,6.5427e-11
FALSE,20,8,winsfs_b500_w250,39,49.953,5.5316e-11
FALSE,20,8,winsfs_b500_w250,40,49.953,4.713e-11
FALSE,20,8,winsfs_b500_w250,41,49.953,4.0195e-11
FALSE,20,8,winsfs_b500_w250,42,49.953,3.4447e-11
FALSE,20,8,winsfs_b500_w250,43,49.953,2.9544e-11
FALSE,20,8,winsfs_b500_w250,44,49.953,2.543e-11
FALSE,20,8,winsfs_b500_w250,45,49.953,2.1906e-11
FALSE,20,8,winsfs_b500_w250,46,49.953,1.8922e-11
FALSE,20,8,winsfs_b500_w250,47,49.953,1.6264e-11
FALSE,20,8,winsfs_b500_w250,48,49.953,1.4239e-11
FALSE,20,8,winsfs_b500_w250,49,49.953,1.2115e-11
FALSE,20,8,winsfs_b500_w250,50,49.953,1.2115e-11
FALSE,20,8,winsfs_b500_w500,2,49.954,7.7347
FALSE,20,8,winsfs_b500_w500,3,49.951,0.0030349
FALSE,20,8,winsfs_b500_w500,4,49.951,4.8598e-4
FALSE,20,8,winsfs_b500_w500,5,49.951,1.8629e-4
FALSE,20,8,winsfs_b500_w500,6,49.95,7.6827e-5
FALSE,20,8,winsfs_b500_w500,7,49.95,3.3748e-5
FALSE,20,8,winsfs_b500_w500,8,49.95,1.6209e-5
FALSE,20,8,winsfs_b500_w500,9,49.95,8.4428e-6
FALSE,20,8,winsfs_b500_w500,10,49.95,4.6832e-6
FALSE,20,8,winsfs_b500_w500,11,49.95,2.7222e-6
FALSE,20,8,winsfs_b500_w500,12,49.95,1.6375e-6
FALSE,20,8,winsfs_b500_w500,13,49.95,1.0096e-6
FALSE,20,8,winsfs_b500_w500,14,49.95,6.3333e-7
FALSE,20,8,winsfs_b500_w500,15,49.95,4.0178e-7
FALSE,20,8,winsfs_b500_w500,16,49.95,2.5646e-7
FALSE,20,8,winsfs_b500_w500,17,49.95,1.6392e-7
FALSE,20,8,winsfs_b500_w500,18,49.95,1.044e-7
FALSE,20,8,winsfs_b500_w500,19,49.95,6.5877e-8
FALSE,20,8,winsfs_b500_w500,20,49.95,4.087e-8
FALSE,20,8,winsfs_b500_w500,21,49.95,2.465e-8
FALSE,20,8,winsfs_b500_w500,22,49.95,1.4175e-8
FALSE,20,8,winsfs_b500_w500,23,49.95,7.4716e-9
FALSE,20,8,winsfs_b500_w500,24,49.95,3.2463e-9
FALSE,20,8,winsfs_b500_w500,25,49.95,6.4637e-10
FALSE,20,8,winsfs_b500_w500,26,49.95,8.9269e-10
FALSE,20,8,winsfs_b500_w500,27,49.95,1.7451e-9
FALSE,20,8,winsfs_b500_w500,28,49.95,2.1588e-9
FALSE,20,8,winsfs_b500_w500,29,49.95,2.2986e-9
FALSE,20,8,winsfs_b500_w500,30,49.95,2.2721e-9
FALSE,20,8,winsfs_b500_w500,31,49.95,2.1503e-9
FALSE,20,8,winsfs_b500_w500,32,49.95,1.9787e-9
FALSE,20,8,winsfs_b500_w500,33,49.95,1.7865e-9
FALSE,20,8,winsfs_b500_w500,34,49.95,1.5912e-9
FALSE,20,8,winsfs_b500_w500,35,49.95,1.4035e-9
FALSE,20,8,winsfs_b500_w500,36,49.95,1.2291e-9
FALSE,20,8,winsfs_b500_w500,37,49.95,1.0705e-9
FALSE,20,8,winsfs_b500_w500,38,49.95,9.2951e-10
FALSE,20,8,winsfs_b500_w500,39,49.95,8.0411e-10
FALSE,20,8,winsfs_b500_w500,40,49.95,6.9528e-10
FALSE,20,8,winsfs_b500_w500,41,49.95,5.997e-10
FALSE,20,8,winsfs_b500_w500,42,49.95,5.1782e-10
FALSE,20,8,winsfs_b500_w500,43,49.95,4.4653e-10
FALSE,20,8,winsfs_b500_w500,44,49.95,3.8559e-10
FALSE,20,8,winsfs_b500_w500,45,49.95,3.3337e-10
FALSE,20,8,winsfs_b500_w500,46,49.95,2.8849e-10
FALSE,20,8,winsfs_b500_w500,47,49.95,2.4969e-10
FALSE,20,8,winsfs_b500_w500,48,49.95,2.1662e-10
FALSE,20,8,winsfs_b500_w500,49,49.95,1.8797e-10
FALSE,20,8,winsfs_b500_w500,50,49.95,1.8797e-10
FALSE,5,2,winsfs_b500_w100,2,67.389,9.9348
FALSE,5,2,winsfs_b500_w100,3,67.36,0.02978
FALSE,5,2,winsfs_b500_w100,4,67.358,0.0015723
FALSE,5,2,winsfs_b500_w100,5,67.358,2.8009e-4
FALSE,5,2,winsfs_b500_w100,6,67.358,8.4203e-5
FALSE,5,2,winsfs_b500_w100,7,67.358,3.3501e-5
FALSE,5,2,winsfs_b500_w100,8,67.358,1.607e-5
FALSE,5,2,winsfs_b500_w100,9,67.358,8.9304e-6
FALSE,5,2,winsfs_b500_w100,10,67.357,5.6198e-6
FALSE,5,2,winsfs_b500_w100,11,67.357,3.9126e-6
FALSE,5,2,winsfs_b500_w100,12,67.357,2.9404e-6
FALSE,5,2,winsfs_b500_w100,13,67.357,2.3356e-6
FALSE,5,2,winsfs_b500_w100,14,67.357,1.9304e-6
FALSE,5,2,winsfs_b500_w100,15,67.357,1.6427e-6
