peak,n,d,condition,epoch,loglik,change
FALSE,5,2,winsfs_b500_w100,16,67.357,1.4291e-6
FALSE,5,2,winsfs_b500_w100,17,67.357,1.2645e-6
FALSE,5,2,winsfs_b500_w100,18,67.357,1.1339e-6
FALSE,5,2,winsfs_b500_w100,19,67.357,1.0278e-6
FALSE,5,2,winsfs_b500_w100,20,67.357,9.3959e-7
FALSE,5,2,winsfs_b500_w100,21,67.357,8.6499e-7
FALSE,5,2,winsfs_b500_w100,22,67.357,8.009e-7
FALSE,5,2,winsfs_b500_w100,23,67.357,7.4509e-7
FALSE,5,2,winsfs_b500_w100,24,67.357,6.9595e-7
FALSE,5,2,winsfs_b500_w100,25,67.357,6.5227e-7
FALSE,5,2,winsfs_b500_w100,26,67.357,6.1311e-7
FALSE,5,2,winsfs_b500_w100,27,67.357,5.7778e-7
FALSE,5,2,winsfs_b500_w100,28,67.357,5.4572e-7
FALSE,5,2,winsfs_b500_w100,29,67.357,5.1647e-7
FALSE,5,2,winsfs_b500_w100,30,67.357,4.8966e-7
FALSE,5,2,winsfs_b500_w100,31,67.357,4.6501e-7
FALSE,5,2,winsfs_b500_w100,32,67.357,4.4227e-7
FALSE,5,2,winsfs_b500_w100,33,67.357,4.2122e-7
FALSE,5,2,winsfs_b500_w100,34,67.357,4.0168e-7
FALSE,5,2,winsfs_b500_w100,35,67.357,3.835e-7
FALSE,5,2,winsfs_b500_w100,36,67.357,3.6656e-7
FALSE,5,2,winsfs_b500_w100,37,67.357,3.5073e-7
FALSE,5,2,winsfs_b500_w100,38,67.357,3.3591e-7
FALSE,5,2,winsfs_b500_w100,39,67.357,3.2203e-7
FALSE,5,2,winsfs_b500_w100,40,67.357,3.0898e-7
FALSE,5,2,winsfs_b500_w100,41,67.357,2.9672e-7
FALSE,5,2,winsfs_b500_w100,42,67.357,2.8517e-7
FALSE,5,2,winsfs_b500_w100,43,67.357,2.7428e-7
FALSE,5,2,winsfs_b500_w100,44,67.357,2.64e-7
FALSE,5,2,winsfs_b500_w100,45,67.357,2.5428e-7
FALSE,5,2,winsfs_b500_w100,46,67.357,2.4509e-7
FALSE,5,2,winsfs_b500_w100,47,67.357,2.3638e-7
FALSE,5,2,winsfs_b500_w100,48,67.357,2.2812e-7
FALSE,5,2,winsfs_b500_w100,49,67.357,2.2029e-7
FALSE,5,2,winsfs_b500_w100,50,67.357,2.2029e-7
FALSE,5,2,winsfs_b500_w250,2,67.966,11.622
FALSE,5,2,winsfs_b500_w250,3,67.457,0.50883
FALSE,5,2,winsfs_b500_w250,4,67.379,0.077808
FALSE,5,2,winsfs_b500_w250,5,67.364,0.015247
FALSE,5,2,winsfs_b500_w250,6,67.36,0.00394
FALSE,5,2,winsfs_b500_w250,7,67.359,0.0013272
FALSE,5,2,winsfs_b500_w250,8,67.358,5.5158e-4
FALSE,5,2,winsfs_b500_w250,9,67.358,2.6674e-4
FALSE,5,2,winsfs_b500_w250,10,67.358,1.4361e-4
FALSE,5,2,winsfs_b500_w250,11,67.358,8.3691e-5
FALSE,5,2,winsfs_b500_w250,12,67.358,5.187e-5
FALSE,5,2,winsfs_b500_w250,13,67.358,3.3794e-5
FALSE,5,2,winsfs_b500_w250,14,67.358,2.2949e-5
FALSE,5,2,winsfs_b500_w250,15,67.357,1.6139e-5
FALSE,5,2,winsfs_b500_w250,16,67.357,1.1697e-5
FALSE,5,2,winsfs_b500_w250,17,67.357,8.7085e-6
FALSE,5,2,winsfs_b500_w250,18,67.357,6.6431e-6
FALSE,5,2,winsfs_b500_w250,19,67.357,5.1833e-6
FALSE,5,2,winsfs_b500_w250,20,67.357,4.1308e-6
FALSE,5,2,winsfs_b500_w250,21,67.357,3.3581e-6
FALSE,5,2,winsfs_b500_w250,22,67.357,2.7808e-6
FALSE,5,2,winsfs_b500_w250,23,67.357,2.3425e-6
FALSE,5,2,winsfs_b500_w250,24,67.357,2.0042e-6
FALSE,5,2,winsfs_b500_w250,25,67.357,1.739e-6
FALSE,5,2,winsfs_b500_w250,26,67.357,1.5279e-6
FALSE,5,2,winsfs_b500_w250,27,67.357,1.3574e-6
FALSE,5,2,winsfs_b500_w250,28,67.357,1.2179e-6
FALSE,5,2,winsfs_b500_w250,29,67.357,1.1021e-6
FALSE,5,2,winsfs_b500_w250,30,67.357,1.0051e-6
FALSE,5,2,winsfs_b500_w250,31,67.357,9.2272e-7
FALSE,5,2,winsfs_b500_w250,32,67.357,8.522e-7
FALSE,5,2,winsfs_b500_w250,33,67.357,7.9126e-7
FALSE,5,2,winsfs_b500_w250,34,67.357,7.3816e-7
FALSE,5,2,winsfs_b500_w250,35,67.357,6.9155e-7
FALSE,5,2,winsfs_b500_w250,36,67.357,6.5037e-7
FALSE,5,2,winsfs_b500_w250,37,67.357,6.1374999999999995e-07
FALSE,5,2,winsfs_b500_w250,38,67.357,5.8099e-7
FALSE,5,2,winsfs_b500_w250,39,67.357,5.5155e-7
FALSE,5,2,winsfs_b500_w250,40,67.357,5.2494e-7
FALSE,5,2,winsfs_b500_w250,41,67.357,5.0078e-7
FALSE,5,2,winsfs_b500_w250,42,67.357,4.7876e-7
FALSE,5,2,winsfs_b500_w250,43,67.357,4.586e-7
FALSE,5,2,winsfs_b500_w250,44,67.357,4.4006e-7
FALSE,5,2,winsfs_b500_w250,45,67.357,4.2297e-7
FALSE,5,2,winsfs_b500_w250,46,67.357,4.0714e-7
FALSE,5,2,winsfs_b500_w250,47,67.357,3.9244e-7
FALSE,5,2,winsfs_b500_w250,48,67.357,3.7875e-7
FALSE,5,2,winsfs_b500_w250,49,67.357,3.6596e-7
FALSE,5,2,winsfs_b500_w250,50,67.357,3.6596e-7
FALSE,5,2,winsfs_b500_w500,2,69.255,11.344
FALSE,5,2,winsfs_b500_w500,3,68.02,1.2347
FALSE,5,2,winsfs_b500_w500,4,67.616,0.40441
FALSE,5,2,winsfs_b500_w500,5,67.465,0.15052
FALSE,5,2,winsfs_b500_w500,6,67.406,0.059653
FALSE,5,2,winsfs_b500_w500,7,67.381,0.024977
FALSE,5,2,winsfs_b500_w500,8,67.37,0.01112
FALSE,5,2,winsfs_b500_w500,9,67.364,0.0052991
FALSE,5,2,winsfs_b500_w500,10,67.362,0.0027085
FALSE,5,2,winsfs_b500_w500,11,67.36,0.0014814
FALSE,5,2,winsfs_b500_w500,12,67.359,8.6224e-4
FALSE,5,2,winsfs_b500_w500,13,67.359,5.3039e-4
FALSE,5,2,winsfs_b500_w500,14,67.358,3.4223e-4
FALSE,5,2,winsfs_b500_w500,15,67.358,2.2996e-4
FALSE,5,2,winsfs_b500_w500,16,67.358,1.599e-4
FALSE,5,2,winsfs_b500_w500,17,67.358,1.1444e-4
FALSE,5,2,winsfs_b500_w500,18,67.358,8.3933e-5
FALSE,5,2,winsfs_b500_w500,19,67.358,6.2875e-5
FALSE,5,2,winsfs_b500_w500,20,67.358,4.7978e-5
FALSE,5,2,winsfs_b500_w500,21,67.358,3.7214e-5
FALSE,5,2,winsfs_b500_w500,22,67.358,2.929e-5
FALSE,5,2,winsfs_b500_w500,23,67.358,2.336e-5
FALSE,5,2,winsfs_b500_w500,24,67.357,1.8855e-5
FALSE,5,2,winsfs_b500_w500,25,67.357,1.5386e-5
FALSE,5,2,winsfs_b500_w500,26,67.357,1.2682e-5
FALSE,5,2,winsfs_b500_w500,27,67.357,1.0549e-5
FALSE,5,2,winsfs_b500_w500,28,67.357,8.85e-6
FALSE,5,2,winsfs_b500_w500,29,67.357,7.483e-6
FALSE,5,2,winsfs_b500_w500,30,67.357,6.3739e-6
FALSE,5,2,winsfs_b500_w500,31,67.357,5.4668e-6
FALSE,5,2,winsfs_b500_w500,32,67.357,4.7196e-6
FALSE,5,2,winsfs_b500_w500,33,67.357,4.0999e-6
FALSE,5,2,winsfs_b500_w500,34,67.357,3.5829e-6
FALSE,5,2,winsfs_b500_w500,35,67.357,3.1491e-6
FALSE,5,2,winsfs_b500_w500,36,67.357,2.7832e-6
FALSE,5,2,winsfs_b500_w500,37,67.357,2.473e-6
FALSE,5,2,winsfs_b500_w500,38,67.357,2.2087e-6
FALSE,5,2,winsfs_b500_w500,39,67.357,1.9826e-6
FALSE,5,2,winsfs_b500_w500,40,67.357,1.7883e-6
FALSE,5,2,winsfs_b500_w500,41,67.357,1.6206e-6
FALSE,5,2,winsfs_b500_w500,42,67.357,1.4752e-6
FALSE,5,2,winsfs_b500_w500,43,67.357,1.3486e-6
FALSE,5,2,winsfs_b500_w500,44,67.357,1.238e-6
FALSE,5,2,winsfs_b500_w500,45,67.357,1.141e-6
FALSE,5,2,winsfs_b500_w500,46,67.357,1.0555e-6
FALSE,5,2,winsfs_b500_w500,47,67.357,9.7987e-7
FALSE,5,2,winsfs_b500_w500,48,67.357,9.1275e-7
FALSE,5,2,winsfs_b500_w500,49,67.357,8.5293e-7
FALSE,5,2,winsfs_b500_w500,50,67.357,8.5293e-7
FALSE,5,4,winsfs_b500_w100,2,74.118,6.24
FALSE,5,4,winsfs_b500_w100,3,74.118,7.8707e-5
FALSE,5,4,winsfs_b500_w100,4,74.118,3.8979e-6
FALSE,5,4,winsfs_b500_w100,5,74.118,1.1101e-6
FALSE,5,4,winsfs_b500_w100,6,74.118,4.7024e-7
FALSE,5,4,winsfs_b500_w100,7,74.118,2.4017e-7
FALSE,5,4,winsfs_b500_w100,8,74.118,1.356e-7
FALSE,5,4,winsfs_b500_w100,9,74.118,8.1696e-8
FALSE,5,4,winsfs_b500_w100,10,74.118,5.1773e-8
FALSE,5,4,winsfs_b500_w100,11,74.118,3.4274e-8
FALSE,5,4,winsfs_b500_w100,12,74.118,2.3582e-8
FALSE,5,4,winsfs_b500_w100,13,74.118,1.6781e-8
FALSE,5,4,winsfs_b500_w100,14,74.118,1.2287e-8
FALSE,5,4,winsfs_b500_w100,15,74.118,9.212e-9
FALSE,5,4,winsfs_b500_w100,16,74.118,7.0423999999999996e-09
FALSE,5,4,winsfs_b500_w100,17,74.118,5.4707e-9
FALSE,5,4,winsfs_b500_w100,18,74.118,4.3064e-9
FALSE,5,4,winsfs_b500_w100,19,74.118,3.4282e-9
FALSE,5,4,winsfs_b500_w100,20,74.118,2.7556e-9
FALSE,5,4,winsfs_b500_w100,21,74.118,2.2341e-9
FALSE,5,4,winsfs_b500_w100,22,74.118,1.8251e-9
FALSE,5,4,winsfs_b500_w100,23,74.118,1.5014e-9
FALSE,5,4,winsfs_b500_w100,24,74.118,1.243e-9
FALSE,5,4,winsfs_b500_w100,25,74.118,1.035e-9
FALSE,5,4,winsfs_b500_w100,26,74.118,8.6663e-10
FALSE,5,4,winsfs_b500_w100,27,74.118,7.2947e-10
FALSE,5,4,winsfs_b500_w100,28,74.118,6.1659e-10
FALSE,5,4,winsfs_b500_w100,29,74.118,5.2361e-10
FALSE,5,4,winsfs_b500_w100,30,74.118,4.4638e-10
FALSE,5,4,winsfs_b500_w100,31,74.118,3.819e-10
FALSE,5,4,winsfs_b500_w100,32,74.118,3.2773e-10
FALSE,5,4,winsfs_b500_w100,33,74.118,2.8217e-10
FALSE,5,4,winsfs_b500_w100,34,74.118,2.4359e-10
FALSE,5,4,winsfs_b500_w100,35,74.118,2.1079e-10
FALSE,5,4,winsfs_b500_w100,36,74.118,1.8302e-10
FALSE,5,4,winsfs_b500_w100,37,74.118,1.5883e-10
FALSE,5,4,winsfs_b500_w100,38,74.118,1.3841e-10
FALSE,5,4,winsfs_b500_w100,39,74.118,1.2064e-10
FALSE,5,4,winsfs_b500_w100,40,74.118,1.0537e-10
FALSE,5,4,winsfs_b500_w100,41,74.118,9.2129e-11
FALSE,5,4,winsfs_b500_w100,42,74.118,8.0618e-11
FALSE,5,4,winsfs_b500_w100,43,74.118,7.0685e-11
FALSE,5,4,winsfs_b500_w100,44,74.118,6.1831e-11
FALSE,5,4,winsfs_b500_w100,45,74.118,5.4285e-11
FALSE,5,4,winsfs_b500_w100,46,74.118,4.7663e-11
FALSE,5,4,winsfs_b500_w100,47,74.118,4.168e-11
FALSE,5,4,winsfs_b500_w100,48,74.118,3.6636e-11
FALSE,5,4,winsfs_b500_w100,49,74.118,3.2287e-11
FALSE,5,4,winsfs_b500_w100,50,74.118,3.2287e-11
FALSE,5,4,winsfs_b500_w250,2,74.137,6.7517
FALSE,5,4,winsfs_b500_w250,3,74.119,0.01825
FALSE,5,4,winsfs_b500_w250,4,74.118,3.6813e-4
FALSE,5,4,winsfs_b500_w250,5,74.118,2.5521e-5
FALSE,5,4,winsfs_b500_w250,6,74.118,6.2046e-6
FALSE,5,4,winsfs_b500_w250,7,74.118,2.7823e-6
FALSE,5,4,winsfs_b500_w250,8,74.118,1.5387e-6
FALSE,5,4,winsfs_b500_w250,9,74.118,9.417e-7
FALSE,5,4,winsfs_b500_w250,10,74.118,6.1621e-7
FALSE,5,4,winsfs_b500_w250,11,74.118,4.2365e-7
FALSE,5,4,winsfs_b500_w250,12,74.118,3.0247e-7
FALSE,5,4,winsfs_b500_w250,13,74.118,2.2238e-7
FALSE,5,4,winsfs_b500_w250,14,74.118,1.6733e-7
FALSE,5,4,winsfs_b500_w250,15,74.118,1.2827e-7
FALSE,5,4,winsfs_b500_w250,16,74.118,9.9837e-8
FALSE,5,4,winsfs_b500_w250,17,74.118,7.8709e-8
FALSE,5,4,winsfs_b500_w250,18,74.118,6.2742e-8
FALSE,5,4,winsfs_b500_w250,19,74.118,5.0507e-8
FALSE,5,4,winsfs_b500_w250,20,74.118,4.102e-8
FALSE,5,4,winsfs_b500_w250,21,74.118,3.3589e-8
FALSE,5,4,winsfs_b500_w250,22,74.118,2.7716e-8
FALSE,5,4,winsfs_b500_w250,23,74.118,2.3037e-8
FALSE,5,4,winsfs_b500_w250,24,74.118,1.9279e-8
FALSE,5,4,winsfs_b500_w250,25,74.118,1.624e-8
FALSE,5,4,winsfs_b500_w250,26,74.118,1.3766e-8
FALSE,5,4,winsfs_b500_w250,27,74.118,1.1738e-8
FALSE,5,4,winsfs_b500_w250,28,74.118,1.0064e-8
FALSE,5,4,winsfs_b500_w250,29,74.118,8.6747e-9
FALSE,5,4,winsfs_b500_w250,30,74.118,7.514e-9
FALSE,5,4,winsfs_b500_w250,31,74.118,6.5388e-9
FALSE,5,4,winsfs_b500_w250,32,74.118,5.715e-9
FALSE,5,4,winsfs_b500_w250,33,74.118,5.0146e-9
FALSE,5,4,winsfs_b500_w250,34,74.118,4.4166e-9
FALSE,5,4,winsfs_b500_w250,35,74.118,3.9034e-9
FALSE,5,4,winsfs_b500_w250,36,74.118,3.4607e-9
FALSE,5,4,winsfs_b500_w250,37,74.118,3.0772e-9
FALSE,5,4,winsfs_b500_w250,38,74.118,2.7438e-9
FALSE,5,4,winsfs_b500_w250,39,74.118,2.4525e-9
FALSE,5,4,winsfs_b500_w250,40,74.118,2.1971e-9
FALSE,5,4,winsfs_b500_w250,41,74.118,1.9729e-9
FALSE,5,4,winsfs_b500_w250,42,74.118,1.7747e-9
FALSE,5,4,winsfs_b500_w250,43,74.118,1.5997e-9
FALSE,5,4,winsfs_b500_w250,44,74.118,1.4442e-9
FALSE,5,4,winsfs_b500_w250,45,74.118,1.306e-9
FALSE,5,4,winsfs_b500_w250,46,74.118,1.1829e-9
FALSE,5,4,winsfs_b500_w250,47,74.118,1.0729e-9
FALSE,5,4,winsfs_b500_w250,48,74.118,9.7423e-10
FALSE,5,4,winsfs_b500_w250,49,74.118,8.8585e-10
FALSE,5,4,winsfs_b500_w250,50,74.118,8.8585e-10
FALSE,5,4,winsfs_b500_w500,2,74.297,6.884
FALSE,5,4,winsfs_b500_w500,3,74.137,0.16041
FALSE,5,4,winsfs_b500_w500,4,74.12,0.01639
FALSE,5,4,winsfs_b500_w500,5,74.118,0.0020087
FALSE,5,4,winsfs_b500_w500,6,74.118,3.1638e-4
FALSE,5,4,winsfs_b500_w500,7,74.118,6.564e-5
FALSE,5,4,winsfs_b500_w500,8,74.118,1.8643e-5
FALSE,5,4,winsfs_b500_w500,9,74.118,7.3873e-6
FALSE,5,4,winsfs_b500_w500,10,74.118,3.8497e-6
FALSE,5,4,winsfs_b500_w500,11,74.118,2.3897e-6
FALSE,5,4,winsfs_b500_w500,12,74.118,1.6382e-6
FALSE,5,4,winsfs_b500_w500,13,74.118,1.1894e-6
FALSE,5,4,winsfs_b500_w500,14,74.118,8.9577e-7
FALSE,5,4,winsfs_b500_w500,15,74.118,6.9236e-7
FALSE,5,4,winsfs_b500_w500,16,74.118,5.4598e-7
FALSE,5,4,winsfs_b500_w500,17,74.118,4.3766e-7
FALSE,5,4,winsfs_b500_w500,18,74.118,3.5573e-7
FALSE,5,4,winsfs_b500_w500,19,74.118,2.9263e-7
FALSE,5,4,winsfs_b500_w500,20,74.118,2.4325e-7
FALSE,5,4,winsfs_b500_w500,21,74.118,2.0407e-7
FALSE,5,4,winsfs_b500_w500,22,74.118,1.7261e-7
FALSE,5,4,winsfs_b500_w500,23,74.118,1.4706e-7
FALSE,5,4,winsfs_b500_w500,24,74.118,1.2611e-7
FALSE,5,4,winsfs_b500_w500,25,74.118,1.0877e-7
FALSE,5,4,winsfs_b500_w500,26,74.118,9.4302e-8
FALSE,5,4,winsfs_b500_w500,27,74.118,8.2145e-8
FALSE,5,4,winsfs_b500_w500,28,74.118,7.186e-8
FALSE,5,4,winsfs_b500_w500,29,74.118,6.3107e-8
FALSE,5,4,winsfs_b500_w500,30,74.118,5.5617e-8
FALSE,5,4,winsfs_b500_w500,31,74.118,4.9176e-8
FALSE,5,4,winsfs_b500_w500,32,74.118,4.3614e-8
FALSE,5,4,winsfs_b500_w500,33,74.118,3.879e-8
FALSE,5,4,winsfs_b500_w500,34,74.118,3.4591e-8
FALSE,5,4,winsfs_b500_w500,35,74.118,3.0924e-8
FALSE,5,4,winsfs_b500_w500,36,74.118,2.7712e-8
FALSE,5,4,winsfs_b500_w500,37,74.118,2.4889e-8
FALSE,5,4,winsfs_b500_w500,38,74.118,2.2403e-8
FALSE,5,4,winsfs_b500_w500,39,74.118,2.0207e-8
FALSE,5,4,winsfs_b500_w500,40,74.118,1.8264e-8
FALSE,5,4,winsfs_b500_w500,41,74.118,1.6539e-8
FALSE,5,4,winsfs_b500_w500,42,74.118,1.5006e-8
FALSE,5,4,winsfs_b500_w500,43,74.118,1.364e-8
FALSE,5,4,winsfs_b500_w500,44,74.118,1.242e-8
FALSE,5,4,winsfs_b500_w500,45,74.118,1.1329e-8
FALSE,5,4,winsfs_b500_w500,46,74.118,1.0352e-8
FALSE,5,4,winsfs_b500_w500,47,74.118,9.474e-9
FALSE,5,4,winsfs_b500_w500,48,74.118,8.6849e-9
FALSE,5,4,winsfs_b500_w500,49,74.118,7.9743e-9
FALSE,5,4,winsfs_b500_w500,50,74.118,7.9743e-9
FALSE,5,8,winsfs_b500_w100,2,39.659,4.9282
FALSE,5,8,winsfs_b500_w100,3,39.658,1.8792e-5
FALSE,5,8,winsfs_b500_w100,4,39.658,3.646e-7
FALSE,5,8,winsfs_b500_w100,5,39.658,5.105e-8
FALSE,5,8,winsfs_b500_w100,6,39.658,1.9792e-9
FALSE,5,8,winsfs_b500_w100,7,39.658,7.3854e-11
FALSE,5,8,winsfs_b500_w100,8,39.658,2.8209e-12
FALSE,5,8,winsfs_b500_w100,9,39.658,5.6843e-14
FALSE,5,8,winsfs_b500_w100,10,39.658,1.4211e-14
FALSE,5,8,winsfs_b500_w100,11,39.658,0
FALSE,5,8,winsfs_b500_w250,2,39.658,4.9494
FALSE,5,8,winsfs_b500_w250,3,39.658,6.9107e-6
FALSE,5,8,winsfs_b500_w250,4,39.658,1.4093e-5
FALSE,5,8,winsfs_b500_w250,5,39.658,1.3839e-5
FALSE,5,8,winsfs_b500_w250,6,39.658,3.0648e-6
FALSE,5,8,winsfs_b500_w250,7,39.658,2.1614e-7
FALSE,5,8,winsfs_b500_w250,8,39.658,1.9654e-7
FALSE,5,8,winsfs_b500_w250,9,39.658,6.0426e-8
FALSE,5,8,winsfs_b500_w250,10,39.658,1.5844e-8
FALSE,5,8,winsfs_b500_w250,11,39.658,4.0045e-9
FALSE,5,8,winsfs_b500_w250,12,39.658,1.0031e-9
FALSE,5,8,winsfs_b500_w250,13,39.658,2.5067e-10
FALSE,5,8,winsfs_b500_w250,14,39.658,6.2627e-11
FALSE,5,8,winsfs_b500_w250,15,39.658,1.5618e-11
FALSE,5,8,winsfs_b500_w250,16,39.658,3.9151e-12
FALSE,5,8,winsfs_b500_w250,17,39.658,9.9476e-13
FALSE,5,8,winsfs_b500_w250,18,39.658,2.4158e-13
FALSE,5,8,winsfs_b500_w250,19,39.658,8.5265e-14
FALSE,5,8,winsfs_b500_w250,20,39.658,0
FALSE,5,8,winsfs_b500_w500,2,39.658,4.9589
FALSE,5,8,winsfs_b500_w500,3,39.658,5.1264e-4
FALSE,5,8,winsfs_b500_w500,4,39.658,3.0833e-6
FALSE,5,8,winsfs_b500_w500,5,39.658,3.3709e-6
FALSE,5,8,winsfs_b500_w500,6,39.658,6.9217e-6
FALSE,5,8,winsfs_b500_w500,7,39.658,9.9797e-6
FALSE,5,8,winsfs_b500_w500,8,39.658,9.3558e-6
FALSE,5,8,winsfs_b500_w500,9,39.658,5.4691e-6
FALSE,5,8,winsfs_b500_w500,10,39.658,2.018e-6
FALSE,5,8,winsfs_b500_w500,11,39.658,4.4282e-7
FALSE,5,8,winsfs_b500_w500,12,39.658,9.8935e-10
FALSE,5,8,winsfs_b500_w500,13,39.658,6.4818e-8
FALSE,5,8,winsfs_b500_w500,14,39.658,4.7885e-8
FALSE,5,8,winsfs_b500_w500,15,39.658,2.7044e-8
FALSE,5,8,winsfs_b500_w500,16,39.658,1.3921e-8
FALSE,5,8,winsfs_b500_w500,17,39.658,6.8908e-9
FALSE,5,8,winsfs_b500_w500,18,39.658,3.351e-9
FALSE,5,8,winsfs_b500_w500,19,39.658,1.6165e-9
FALSE,5,8,winsfs_b500_w500,20,39.658,7.7657e-10
FALSE,5,8,winsfs_b500_w500,21,39.658,3.723e-10
FALSE,5,8,winsfs_b500_w500,22,39.658,1.785e-10
FALSE,5,8,winsfs_b500_w500,23,39.658,8.545e-11
FALSE,5,8,winsfs_b500_w500,24,39.658,4.0941e-11
FALSE,5,8,winsfs_b500_w500,25,39.658,1.9668e-11
FALSE,5,8,winsfs_b500_w500,26,39.658,9.2939e-12
FALSE,5,8,winsfs_b500_w500,27,39.658,4.5617e-12
FALSE,5,8,winsfs_b500_w500,28,39.658,2.1103e-12
FALSE,5,8,winsfs_b500_w500,29,39.658,1.009e-12
FALSE,5,8,winsfs_b500_w500,30,39.658,5.1159e-13
FALSE,5,8,winsfs_b500_w500,31,39.658,2.4869e-13
FALSE,5,8,winsfs_b500_w500,32,39.658,7.1054e-14
FALSE,5,8,winsfs_b500_w500,33,39.658,9.2371e-14
FALSE,5,8,winsfs_b500_w500,34,39.658,3.5527e-14
FALSE,5,8,winsfs_b500_w500,35,39.658,1.4921e-13
FALSE,5,8,winsfs_b500_w500,36,39.658,4.2633e-14
FALSE,5,8,winsfs_b500_w500,37,39.658,1.4211e-14
FALSE,5,8,winsfs_b500_w500,38,39.658,1.4211e-14
FALSE,5,8,winsfs_b500_w500,39,39.658,2.8422e-14
FALSE,5,8,winsfs_b500_w500,40,39.658,0
TRUE,20,2,winsfs_b500_w100,2,133.69,14.611
TRUE,20,2,winsfs_b500_w100,3,133.6,0.092479
TRUE,20,2,winsfs_b500_w100,4,133.59,0.0048497
TRUE,20,2,winsfs_b500_w100,5,133.59,9.6693e-4
TRUE,20,2,winsfs_b500_w100,6,133.59,3.6201e-4
TRUE,20,2,winsfs_b500_w100,7,133.59,1.848e-4
TRUE,20,2,winsfs_b500_w100,8,133.59,1.1364e-4
TRUE,20,2,winsfs_b500_w100,9,133.59,7.8761e-5
TRUE,20,2,winsfs_b500_w100,10,133.59,5.906e-5
TRUE,20,2,winsfs_b500_w100,11,133.59,4.6685e-5
TRUE,20,2,winsfs_b500_w100,12,133.59,3.827e-5
TRUE,20,2,winsfs_b500_w100,13,133.59,3.2197e-5
TRUE,20,2,winsfs_b500_w100,14,133.59,2.7616e-5
TRUE,20,2,winsfs_b500_w100,15,133.59,2.4042e-5
TRUE,20,2,winsfs_b500_w100,16,133.59,2.1183e-5
TRUE,20,2,winsfs_b500_w100,17,133.59,1.8848e-5
TRUE,20,2,winsfs_b500_w100,18,133.59,1.691e-5
TRUE,20,2,winsfs_b500_w100,19,133.59,1.5281e-5
TRUE,20,2,winsfs_b500_w100,20,133.59,1.3896e-5
TRUE,20,2,winsfs_b500_w100,21,133.59,1.2706e-5
TRUE,20,2,winsfs_b500_w100,22,133.59,1.1677e-5
TRUE,20,2,winsfs_b500_w100,23,133.59,1.0778e-5
TRUE,20,2,winsfs_b500_w100,24,133.59,9.9898e-6
TRUE,20,2,winsfs_b500_w100,25,133.59,9.2933e-6
TRUE,20,2,winsfs_b500_w100,26,133.59,8.6746e-6
TRUE,20,2,winsfs_b500_w100,27,133.59,8.1224e-6
TRUE,20,2,winsfs_b500_w100,28,133.59,7.6272e-6
TRUE,20,2,winsfs_b500_w100,29,133.59,7.1812e-6
TRUE,20,2,winsfs_b500_w100,30,133.59,6.7779e-6
TRUE,20,2,winsfs_b500_w100,31,133.59,6.4118e-6
TRUE,20,2,winsfs_b500_w100,32,133.59,6.0784e-6
TRUE,20,2,winsfs_b500_w100,33,133.59,5.7737e-6
TRUE,20,2,winsfs_b500_w100,34,133.59,5.4944e-6
TRUE,20,2,winsfs_b500_w100,35,133.59,5.2376e-6
TRUE,20,2,winsfs_b500_w100,36,133.59,5.0009e-6
TRUE,20,2,winsfs_b500_w100,37,133.59,4.7822e-6
TRUE,20,2,winsfs_b500_w100,38,133.59,4.5795e-6
TRUE,20,2,winsfs_b500_w100,39,133.59,4.3913e-6
TRUE,20,2,winsfs_b500_w100,40,133.59,4.2162e-6
TRUE,20,2,winsfs_b500_w100,41,133.59,4.0528e-6
TRUE,20,2,winsfs_b500_w100,42,133.59,3.9002e-6
TRUE,20,2,winsfs_b500_w100,43,133.59,3.7573e-6
TRUE,20,2,winsfs_b500_w100,44,133.59,3.6233e-6
TRUE,20,2,winsfs_b500_w100,45,133.59,3.4974e-6
TRUE,20,2,winsfs_b500_w100,46,133.59,3.3789e-6
TRUE,20,2,winsfs_b500_w100,47,133.59,3.2673e-6
TRUE,20,2,winsfs_b500_w100,48,133.59,3.1619e-6
TRUE,20,2,winsfs_b500_w100,49,133.59,3.0623e-6
TRUE,20,2,winsfs_b500_w100,50,133.59,3.0623e-6
TRUE,20,2,winsfs_b500_w250,2,135.03,16.724
TRUE,20,2,winsfs_b500_w250,3,133.88,1.1516
TRUE,20,2,winsfs_b500_w250,4,133.66,0.22444
TRUE,20,2,winsfs_b500_w250,5,133.61,0.048101
TRUE,20,2,winsfs_b500_w250,6,133.6,0.012295
TRUE,20,2,winsfs_b500_w250,7,133.59,0.0040386
TRUE,20,2,winsfs_b500_w250,8,133.59,0.0016855
TRUE,20,2,winsfs_b500_w250,9,133.59,8.4617e-4
TRUE,20,2,winsfs_b500_w250,10,133.59,4.8483e-4
TRUE,20,2,winsfs_b500_w250,11,133.59,3.0548e-4
TRUE,20,2,winsfs_b500_w250,12,133.59,2.0663e-4
TRUE,20,2,winsfs_b500_w250,13,133.59,1.4771e-4
TRUE,20,2,winsfs_b500_w250,14,133.59,1.1038e-4
TRUE,20,2,winsfs_b500_w250,15,133.59,8.5545e-5
TRUE,20,2,winsfs_b500_w250,16,133.59,6.8346e-5
TRUE,20,2,winsfs_b500_w250,17,133.59,5.602e-5
TRUE,20,2,winsfs_b500_w250,18,133.59,4.6919e-5
TRUE,20,2,winsfs_b500_w250,19,133.59,4.0024e-5
