peak,n,d,condition,epoch,fst,f2
FALSE,20,2,winsfs_b500_w100,4,0.36134192834328555,5.674906523727838e-4
FALSE,20,2,winsfs_b500_w100,5,0.3614233346031751,5.67492902744068e-4
FALSE,20,2,winsfs_b500_w100,6,0.3614504534309117,5.674961506939534e-4
FALSE,20,2,winsfs_b500_w100,7,0.3614616600568965,5.674986995847672e-4
FALSE,20,2,winsfs_b500_w100,8,0.36146699732609167,5.675006017246434e-4
FALSE,20,2,winsfs_b500_w100,9,0.3614698130417579,5.67502061080368e-4
FALSE,20,2,winsfs_b500_w100,10,0.36147142672841504,5.675032245186574e-4
FALSE,20,2,winsfs_b500_w100,11,0.36147242223778975,5.675041828433231e-4
FALSE,20,2,winsfs_b500_w100,12,0.3614730801078847,5.675049916295114e-4
FALSE,20,2,winsfs_b500_w100,13,0.36147354363557793,5.675056858875461e-4
FALSE,20,2,winsfs_b500_w100,14,0.3614738896890803,5.675062890313537e-4
FALSE,20,2,winsfs_b500_w100,15,0.3614741611968841,5.675068173568721e-4
FALSE,20,2,winsfs_b500_w100,16,0.3614743830094738,5.67507282907785e-4
FALSE,20,2,winsfs_b500_w100,17,0.36147457005691264,5.675076949448719e-4
FALSE,20,2,winsfs_b500_w100,18,0.3614747316296513,5.675080608898211e-4
FALSE,20,2,winsfs_b500_w100,19,0.3614748736605464,5.675083867842584e-4
FALSE,20,2,winsfs_b500_w100,20,0.3614750001915957,5.675086777134097e-4
FALSE,20,2,winsfs_b500_w100,21,0.36147511400923626,5.675089379958085e-4
FALSE,20,2,winsfs_b500_w100,22,0.3614752171467383,5.675091713727627e-4
FALSE,20,2,winsfs_b500_w100,23,0.36147531115947046,5.675093810559509e-4
FALSE,20,2,winsfs_b500_w100,24,0.3614753972395585,5.675095698465652e-4
FALSE,20,2,winsfs_b500_w100,25,0.36147547637629623,5.67509740222199e-4
FALSE,20,2,winsfs_b500_w100,26,0.3614755493696444,5.67509894293939e-4
FALSE,20,2,winsfs_b500_w100,27,0.36147561689401103,5.675100340023075e-4
FALSE,20,2,winsfs_b500_w100,28,0.3614756795461847,5.675101609314992e-4
FALSE,20,2,winsfs_b500_w100,29,0.3614757377987478,5.675102765361806e-4
FALSE,20,2,winsfs_b500_w100,30,0.3614757921149763,5.675103820695618e-4
FALSE,20,2,winsfs_b500_w100,31,0.3614758428694439,5.675104786373319e-4
FALSE,20,2,winsfs_b500_w100,32,0.36147589039383465,5.675105672737377e-4
FALSE,20,2,winsfs_b500_w100,33,0.3614759349882278,5.675106487883833e-4
FALSE,20,2,winsfs_b500_w100,34,0.361475976915586,5.675107239427554e-4
FALSE,20,2,winsfs_b500_w100,35,0.3614760163808463,5.675107933420647e-4
FALSE,20,2,winsfs_b500_w100,36,0.3614760536145482,5.675108576097387e-4
FALSE,20,2,winsfs_b500_w100,37,0.36147608878343584,5.675109172551739e-4
FALSE,20,2,winsfs_b500_w100,38,0.3614761220456557,5.675109727018462e-4
FALSE,20,2,winsfs_b500_w100,39,0.3614761535340526,5.675110243221255e-4
FALSE,20,2,winsfs_b500_w100,40,0.3614761833965543,5.675110725222075e-4
FALSE,20,2,winsfs_b500_w100,41,0.3614762117344244,5.675111175564759e-4
FALSE,20,2,winsfs_b500_w100,42,0.3614762386588611,5.675111597419595e-4
FALSE,20,2,winsfs_b500_w100,43,0.36147626424880697,5.675111992593811e-4
FALSE,20,2,winsfs_b500_w100,44,0.3614762885790075,5.675112363580423e-4
FALSE,20,2,winsfs_b500_w100,45,0.3614763117370331,5.675112712050693e-4
FALSE,20,2,winsfs_b500_w100,46,0.36147633379582833,5.675113040161041e-4
FALSE,20,2,winsfs_b500_w100,47,0.3614763547898267,5.675113348627076e-4
FALSE,20,2,winsfs_b500_w100,48,0.3614763747851585,5.675113639399338e-4
FALSE,20,2,winsfs_b500_w100,49,0.36147639381981184,5.6751139130618e-4
FALSE,20,2,winsfs_b500_w100,50,0.36147641197157593,5.67511417163894e-4
FALSE,20,2,winsfs_b500_w100,51,0.36147642924820406,5.675114415181386e-4
FALSE,20,2,winsfs_b500_w100,52,0.36147644570701504,5.675114645098425e-4
FALSE,20,2,winsfs_b500_w100,53,0.3614764613914866,5.675114862320126e-4
FALSE,20,2,winsfs_b500_w100,54,0.3614764762967335,5.675115066778684e-4
FALSE,20,2,winsfs_b500_w100,55,0.36147649048886704,5.675115259636936e-4
FALSE,20,2,winsfs_b500_w100,56,0.36147650397909253,5.675115441730623e-4
FALSE,20,2,winsfs_b500_w100,57,0.3614765167996008,5.675115613117686e-4
FALSE,20,2,winsfs_b500_w100,58,0.3614765289798155,5.675115775045359e-4
FALSE,20,2,winsfs_b500_w100,59,0.3614765405293628,5.675115926859485e-4
FALSE,20,2,winsfs_b500_w100,60,0.36147655148496144,5.675116070070253e-4
FALSE,20,2,winsfs_b500_w100,61,0.36147656185758426,5.675116204290913e-4
FALSE,20,2,winsfs_b500_w100,62,0.3614765716744681,5.67511633035378e-4
FALSE,20,2,winsfs_b500_w100,63,0.3614765809462874,5.675116448691675e-4
FALSE,20,2,winsfs_b500_w100,64,0.3614765896899718,5.675116558950537e-4
FALSE,20,2,winsfs_b500_w100,65,0.3614765979451774,5.675116662353756e-4
FALSE,20,2,winsfs_b500_w100,66,0.3614766056875554,5.675116758500156e-4
FALSE,20,2,winsfs_b500_w100,67,0.3614766129732247,5.675116847918223e-4
FALSE,20,2,winsfs_b500_w100,68,0.36147661979146933,5.675116930687213e-4
FALSE,20,2,winsfs_b500_w100,69,0.361476626164196,5.675117007337905e-4
FALSE,20,2,winsfs_b500_w100,70,0.3614766321241651,5.675117078062597e-4
FALSE,20,2,winsfs_b500_w100,71,0.36147663764938,5.675117142756142e-4
FALSE,20,2,winsfs_b500_w100,72,0.3614766427645006,5.675117201766452e-4
FALSE,20,2,winsfs_b500_w100,73,0.3614766475102872,5.6751172556876e-4
FALSE,20,2,winsfs_b500_w100,74,0.3614766518665817,5.675117304334467e-4
FALSE,20,2,winsfs_b500_w100,75,0.36147665584218114,5.675117347508841e-4
FALSE,20,2,winsfs_b500_w100,76,0.3614766594763929,5.675117386025743e-4
FALSE,20,2,winsfs_b500_w100,77,0.36147666275291224,5.675117420220023e-4
FALSE,20,2,winsfs_b500_w100,78,0.3614766657037769,5.675117449381566e-4
FALSE,20,2,winsfs_b500_w100,79,0.3614766683161698,5.67511747395394e-4
FALSE,20,2,winsfs_b500_w100,80,0.36147667063054617,5.675117495026131e-4
FALSE,20,2,winsfs_b500_w100,81,0.361476672624008,5.675117511299523e-4
FALSE,20,2,winsfs_b500_w100,82,0.3614766743334289,5.67511752406495e-4
FALSE,20,2,winsfs_b500_w100,83,0.361476675751815,5.675117532725162e-4
FALSE,20,2,winsfs_b500_w100,84,0.3614766768616381,5.67511753729881e-4
FALSE,20,2,winsfs_b500_w100,85,0.36147667773482434,5.675117538660656e-4
FALSE,20,2,winsfs_b500_w100,86,0.3614766783397955,5.675117536408509e-4
FALSE,20,2,winsfs_b500_w100,87,0.3614766786840509,5.675117530843733e-4
FALSE,20,2,winsfs_b500_w100,88,0.36147667878170914,5.675117522033398e-4
FALSE,20,2,winsfs_b500_w100,89,0.3614766786359286,5.675117509882752e-4
FALSE,20,2,winsfs_b500_w100,90,0.3614766782699867,5.675117494810722e-4
FALSE,20,2,winsfs_b500_w100,91,0.3614766776558047,5.675117476450902e-4
FALSE,20,2,winsfs_b500_w100,92,0.3614766768508036,5.675117455561061e-4
FALSE,20,2,winsfs_b500_w100,93,0.3614766758133075,5.675117431674469e-4
FALSE,20,2,winsfs_b500_w100,94,0.36147667459161303,5.675117405303714e-4
FALSE,20,2,winsfs_b500_w100,95,0.3614766731460995,5.675117375964368e-4
FALSE,20,2,winsfs_b500_w100,96,0.3614766715252199,5.67511734445201e-4
FALSE,20,2,winsfs_b500_w100,97,0.3614766696932787,5.675117309698289e-4
FALSE,20,2,winsfs_b500_w100,98,0.3614766676981453,5.675117273136853e-4
FALSE,20,2,winsfs_b500_w100,99,0.3614766655241118,5.675117234286639e-4
FALSE,20,2,winsfs_b500_w100,100,0.36147666319433847,5.675117193570331e-4
FALSE,20,2,winsfs_b500_w250,1,0.2456984997807116,5.816609654506096e-4
FALSE,20,2,winsfs_b500_w250,2,0.32070522863851314,5.704019180272371e-4
FALSE,20,2,winsfs_b500_w250,3,0.34736849736881265,5.676605530486763e-4
FALSE,20,2,winsfs_b500_w250,4,0.35637089004016026,5.66873841628713e-4
FALSE,20,2,winsfs_b500_w250,5,0.3595594441053988,5.666242111423681e-4
FALSE,20,2,winsfs_b500_w250,6,0.360794446258344,5.665367446143682e-4
FALSE,20,2,winsfs_b500_w250,7,0.3613215284757529,5.665040165396875e-4
FALSE,20,2,winsfs_b500_w250,8,0.3615678659084322,5.664916534927232e-4
FALSE,20,2,winsfs_b500_w250,9,0.3616927850260987,5.664873532257736e-4
FALSE,20,2,winsfs_b500_w250,10,0.36176087990293737,5.664863254791943e-4
FALSE,20,2,winsfs_b500_w250,11,0.36180041874258617,5.66486599421724e-4
FALSE,20,2,winsfs_b500_w250,12,0.3618246590429677,5.664873406337539e-4
FALSE,20,2,winsfs_b500_w250,13,0.36184022175451735,5.66488196100314e-4
FALSE,20,2,winsfs_b500_w250,14,0.3618506078483064,5.664890226563679e-4
FALSE,20,2,winsfs_b500_w250,15,0.36185776705793626,5.664897697501819e-4
FALSE,20,2,winsfs_b500_w250,16,0.36186283702609046,5.664904270469933e-4
FALSE,20,2,winsfs_b500_w250,17,0.3618665097515972,5.66491000254829e-4
FALSE,20,2,winsfs_b500_w250,18,0.36186922184308384,5.664915005607388e-4
FALSE,20,2,winsfs_b500_w250,19,0.3618712578080595,5.66491939999855e-4
FALSE,20,2,winsfs_b500_w250,20,0.3618728082786691,5.664923294540145e-4
FALSE,20,2,winsfs_b500_w250,21,0.3618740040282716,5.664926778974366e-4
FALSE,20,2,winsfs_b500_w250,22,0.3618749368008227,5.66492992909613e-4
FALSE,20,2,winsfs_b500_w250,23,0.3618756719931306,5.664932802666727e-4
FALSE,20,2,winsfs_b500_w250,24,0.3618762569985539,5.664935444406466e-4
FALSE,20,2,winsfs_b500_w250,25,0.3618767267280433,5.664937890995842e-4
FALSE,20,2,winsfs_b500_w250,26,0.3618771070589628,5.664940169037414e-4
FALSE,20,2,winsfs_b500_w250,27,0.3618774174832116,5.664942299626442e-4
FALSE,20,2,winsfs_b500_w250,28,0.3618776728091248,5.664944300124484e-4
FALSE,20,2,winsfs_b500_w250,29,0.3618778843405514,5.664946183026303e-4
FALSE,20,2,winsfs_b500_w250,30,0.36187806081888346,5.664947958763914e-4
FALSE,20,2,winsfs_b500_w250,31,0.3618782090516499,5.664949636151894e-4
FALSE,20,2,winsfs_b500_w250,32,0.3618783343283313,5.664951221787277e-4
FALSE,20,2,winsfs_b500_w250,33,0.3618784408897241,5.664952721978989e-4
FALSE,20,2,winsfs_b500_w250,34,0.36187853201956127,5.664954141808751e-4
FALSE,20,2,winsfs_b500_w250,35,0.3618786103748235,5.664955485448286e-4
FALSE,20,2,winsfs_b500_w250,36,0.36187867809196833,5.664956757253422e-4
FALSE,20,2,winsfs_b500_w250,37,0.36187873686864774,5.664957960214998e-4
FALSE,20,2,winsfs_b500_w250,38,0.3618787881370299,5.66495909907199e-4
FALSE,20,2,winsfs_b500_w250,39,0.3618788330119273,5.664960176559144e-4
FALSE,20,2,winsfs_b500_w250,40,0.3618788724215603,5.664961194725258e-4
FALSE,20,2,winsfs_b500_w250,41,0.3618789071576563,5.664962157989612e-4
FALSE,20,2,winsfs_b500_w250,42,0.36187893783883024,5.664963068328305e-4
FALSE,20,2,winsfs_b500_w250,43,0.36187896503182865,5.664963928931312e-4
FALSE,20,2,winsfs_b500_w250,44,0.3618789891633204,5.664964741985527e-4
FALSE,20,2,winsfs_b500_w250,45,0.3618790106159679,5.664965509577405e-4
FALSE,20,2,winsfs_b500_w250,46,0.36187902974980635,5.664966235337694e-4
FALSE,20,2,winsfs_b500_w250,47,0.3618790467831925,5.664966920354333e-4
FALSE,20,2,winsfs_b500_w250,48,0.3618790619951129,5.664967567481999e-4
FALSE,20,2,winsfs_b500_w250,49,0.3618790755904908,5.66496817894779e-4
FALSE,20,2,winsfs_b500_w250,50,0.361879087716219,5.664968756099048e-4
FALSE,20,2,winsfs_b500_w250,51,0.3618790985519429,5.66496930103574e-4
FALSE,20,2,winsfs_b500_w250,52,0.3618791082353078,5.664969816034367e-4
FALSE,20,2,winsfs_b500_w250,53,0.3618791168839021,5.664970302538599e-4
FALSE,20,2,winsfs_b500_w250,54,0.3618791246094847,5.664970762639146e-4
FALSE,20,2,winsfs_b500_w250,55,0.36187913147891126,5.664971197184342e-4
FALSE,20,2,winsfs_b500_w250,56,0.3618791376248721,5.664971608517418e-4
FALSE,20,2,winsfs_b500_w250,57,0.3618791430771696,5.664971997345644e-4
FALSE,20,2,winsfs_b500_w250,58,0.3618791479102267,5.66497236512874e-4
FALSE,20,2,winsfs_b500_w250,59,0.36187915221551886,5.664972713389404e-4
FALSE,20,2,winsfs_b500_w250,60,0.3618791559909525,5.664973043307053e-4
FALSE,20,2,winsfs_b500_w250,61,0.36187915934724074,5.664973356153202e-4
FALSE,20,2,winsfs_b500_w250,62,0.3618791622930202,5.664973652464328e-4
FALSE,20,2,winsfs_b500_w250,63,0.3618791648840527,5.664973933979739e-4
FALSE,20,2,winsfs_b500_w250,64,0.36187916714375384,5.664974201122942e-4
FALSE,20,2,winsfs_b500_w250,65,0.3618791691134483,5.664974455040691e-4
FALSE,20,2,winsfs_b500_w250,66,0.3618791708117776,5.664974696340991e-4
FALSE,20,2,winsfs_b500_w250,67,0.3618791722943045,5.664974926183296e-4
FALSE,20,2,winsfs_b500_w250,68,0.3618791735476305,5.664975144872975e-4
FALSE,20,2,winsfs_b500_w250,69,0.3618791746260569,5.664975353589911e-4
FALSE,20,2,winsfs_b500_w250,70,0.3618791755384064,5.664975552659437e-4
FALSE,20,2,winsfs_b500_w250,71,0.3618791762817367,5.664975742749032e-4
FALSE,20,2,winsfs_b500_w250,72,0.361879176913056,5.664975924490974e-4
FALSE,20,2,winsfs_b500_w250,73,0.3618791774301168,5.664976098388202e-4
FALSE,20,2,winsfs_b500_w250,74,0.36187917783668466,5.664976265006727e-4
FALSE,20,2,winsfs_b500_w250,75,0.3618791781465668,5.664976424249507e-4
FALSE,20,2,winsfs_b500_w250,76,0.3618791783882532,5.66497657759643e-4
FALSE,20,2,winsfs_b500_w250,77,0.3618791785764053,5.664976725261179e-4
FALSE,20,2,winsfs_b500_w250,78,0.3618791786827772,5.664976866764205e-4
FALSE,20,2,winsfs_b500_w250,79,0.3618791787583776,5.664977003202142e-4
FALSE,20,2,winsfs_b500_w250,80,0.36187917877619225,5.664977134217596e-4
FALSE,20,2,winsfs_b500_w250,81,0.3618791787744442,5.664977261469655e-4
FALSE,20,2,winsfs_b500_w250,82,0.3618791787489872,5.664977384021866e-4
FALSE,20,2,winsfs_b500_w250,83,0.3618791786907047,5.664977502531125e-4
FALSE,20,2,winsfs_b500_w250,84,0.36187917860849533,5.664977617235629e-4
FALSE,20,2,winsfs_b500_w250,85,0.3618791785204452,5.664977728232928e-4
FALSE,20,2,winsfs_b500_w250,86,0.3618791784314427,5.66497783619296e-4
FALSE,20,2,winsfs_b500_w250,87,0.3618791783380207,5.664977941020943e-4
FALSE,20,2,winsfs_b500_w250,88,0.3618791782322407,5.664978042684926e-4
FALSE,20,2,winsfs_b500_w250,89,0.3618791781347258,5.664978141747738e-4
FALSE,20,2,winsfs_b500_w250,90,0.3618791780330259,5.664978238019808e-4
FALSE,20,2,winsfs_b500_w250,91,0.36187917794625835,5.664978331930461e-4
FALSE,20,2,winsfs_b500_w250,92,0.36187917786230345,5.664978423633771e-4
FALSE,20,2,winsfs_b500_w250,93,0.3618791777924951,5.664978513436904e-4
FALSE,20,2,winsfs_b500_w250,94,0.36187917773089057,5.664978600918796e-4
FALSE,20,2,winsfs_b500_w250,95,0.3618791776723349,5.664978686378681e-4
FALSE,20,2,winsfs_b500_w250,96,0.36187917763466154,5.664978770066662e-4
FALSE,20,2,winsfs_b500_w250,97,0.36187917760061505,5.664978852049084e-4
FALSE,20,2,winsfs_b500_w250,98,0.36187917758389343,5.664978932553669e-4
FALSE,20,2,winsfs_b500_w250,99,0.3618791775809546,5.664979011456071e-4
FALSE,20,2,winsfs_b500_w250,100,0.3618791776058336,5.664979088975614e-4
FALSE,20,2,winsfs_b500_w500,1,0.1853415960237374,5.981504323026322e-4
FALSE,20,2,winsfs_b500_w500,2,0.261490202363542,5.783651304832355e-4
FALSE,20,2,winsfs_b500_w500,3,0.3021916456799478,5.723121093980829e-4
FALSE,20,2,winsfs_b500_w500,4,0.3267163868259902,5.694177057239414e-4
FALSE,20,2,winsfs_b500_w500,5,0.34107176569774456,5.6794355992872e-4
FALSE,20,2,winsfs_b500_w500,6,0.34937409170009776,5.671653854458258e-4
FALSE,20,2,winsfs_b500_w500,7,0.3541906324704769,5.66744113625956e-4
FALSE,20,2,winsfs_b500_w500,8,0.3570214236529192,5.665103361275751e-4
FALSE,20,2,winsfs_b500_w500,9,0.35871780093134215,5.663770793562293e-4
FALSE,20,2,winsfs_b500_w500,10,0.35975809351830085,5.662990929858797e-4
FALSE,20,2,winsfs_b500_w500,11,0.360411870973704,5.66252408784227e-4
FALSE,20,2,winsfs_b500_w500,12,0.3608329449483517,5.66223991680591e-4
FALSE,20,2,winsfs_b500_w500,13,0.3611106785221088,5.662065277002795e-4
FALSE,20,2,winsfs_b500_w500,14,0.36129808413645986,5.66195781709688e-4
FALSE,20,2,winsfs_b500_w500,15,0.3614272991503427,5.66189229415564e-4
FALSE,20,2,winsfs_b500_w500,16,0.36151822802561945,5.661853281857143e-4
FALSE,20,2,winsfs_b500_w500,17,0.36158345639971695,5.66183115545323e-4
FALSE,20,2,winsfs_b500_w500,18,0.361631100867804,5.661819807161761e-4
FALSE,20,2,winsfs_b500_w500,19,0.3616664951920825,5.661815311712326e-4
FALSE,20,2,winsfs_b500_w500,20,0.36169320745572314,5.661815121490725e-4
FALSE,20,2,winsfs_b500_w500,21,0.36171366551235345,5.661817573791489e-4
FALSE,20,2,winsfs_b500_w500,22,0.36172954828297293,5.661821581391757e-4
FALSE,20,2,winsfs_b500_w500,23,0.36174203484259393,5.661826433314884e-4
FALSE,20,2,winsfs_b500_w500,24,0.3617519655488369,5.661831669663487e-4
FALSE,20,2,winsfs_b500_w500,25,0.3617599477029192,5.661836994361876e-4
FALSE,20,2,winsfs_b500_w500,26,0.36176642626417355,5.661842224282187e-4
FALSE,20,2,winsfs_b500_w500,27,0.3617717312762719,5.661847246950371e-4
FALSE,20,2,winsfs_b500_w500,28,0.36177611063749454,5.661852001708019e-4
FALSE,20,2,winsfs_b500_w500,29,0.3617797526245008,5.661856457544664e-4
FALSE,20,2,winsfs_b500_w500,30,0.3617828018536743,5.661860606197498e-4
FALSE,20,2,winsfs_b500_w500,31,0.3617853705023248,5.661864450584062e-4
FALSE,20,2,winsfs_b500_w500,32,0.36178754650029354,5.661868003880887e-4
FALSE,20,2,winsfs_b500_w500,33,0.3617893992846703,5.661871281269108e-4
FALSE,20,2,winsfs_b500_w500,34,0.3617909842864351,5.661874302903689e-4
FALSE,20,2,winsfs_b500_w500,35,0.36179234605780625,5.661877087985188e-4
FALSE,20,2,winsfs_b500_w500,36,0.3617935206700816,5.661879656923449e-4
FALSE,20,2,winsfs_b500_w500,37,0.3617945374795587,5.661882027021128e-4
FALSE,20,2,winsfs_b500_w500,38,0.3617954206912693,5.661884217300315e-4
FALSE,20,2,winsfs_b500_w500,39,0.3617961902271347,5.661886243883136e-4
FALSE,20,2,winsfs_b500_w500,40,0.3617968626448674,5.661888122005028e-4
FALSE,20,2,winsfs_b500_w500,41,0.3617974517825771,5.661889865702016e-4
FALSE,20,2,winsfs_b500_w500,42,0.3617979692326757,5.66189148737354e-4
FALSE,20,2,winsfs_b500_w500,43,0.3617984247903921,5.661892998748697e-4
FALSE,20,2,winsfs_b500_w500,44,0.3617988267224456,5.661894409500354e-4
FALSE,20,2,winsfs_b500_w500,45,0.3617991820895551,5.661895729201788e-4
FALSE,20,2,winsfs_b500_w500,46,0.3617994968658704,5.661896965853788e-4
FALSE,20,2,winsfs_b500_w500,47,0.3617997762206876,5.661898127537255e-4
FALSE,20,2,winsfs_b500_w500,48,0.361800024565547,5.661899220458367e-4
FALSE,20,2,winsfs_b500_w500,49,0.36180024570570335,5.661900250471723e-4
FALSE,20,2,winsfs_b500_w500,50,0.3618004429274004,5.661901223573756e-4
FALSE,20,2,winsfs_b500_w500,51,0.36180061907622446,5.66190214351042e-4
FALSE,20,2,winsfs_b500_w500,52,0.3618007766391402,5.661903015527766e-4
FALSE,20,2,winsfs_b500_w500,53,0.3618009177592198,5.661903843237136e-4
FALSE,20,2,winsfs_b500_w500,54,0.3618010443327493,5.661904630291353e-4
FALSE,20,2,winsfs_b500_w500,55,0.3618011579842601,5.661905378952132e-4
FALSE,20,2,winsfs_b500_w500,56,0.3618012601616433,5.661906092907634e-4
FALSE,20,2,winsfs_b500_w500,57,0.36180135214379494,5.661906774604089e-4
FALSE,20,2,winsfs_b500_w500,58,0.3618014350247322,5.66190742607279e-4
FALSE,20,2,winsfs_b500_w500,59,0.36180150979031545,5.661908049339669e-4
FALSE,20,2,winsfs_b500_w500,60,0.3618015772971418,5.661908646371773e-4
FALSE,20,2,winsfs_b500_w500,61,0.3618016383425335,5.661909218993983e-4
FALSE,20,2,winsfs_b500_w500,62,0.3618016935744277,5.661909768807453e-4
FALSE,20,2,winsfs_b500_w500,63,0.3618017435933889,5.661910296808109e-4
FALSE,20,2,winsfs_b500_w500,64,0.36180178894430104,5.661910804456011e-4
FALSE,20,2,winsfs_b500_w500,65,0.36180183008856026,5.661911292816999e-4
FALSE,20,2,winsfs_b500_w500,66,0.36180186746403575,5.661911763609498e-4
FALSE,20,2,winsfs_b500_w500,67,0.3618019014067911,5.66191221650232e-4
FALSE,20,2,winsfs_b500_w500,68,0.36180193230105967,5.661912653578603e-4
FALSE,20,2,winsfs_b500_w500,69,0.3618019604092986,5.661913074856796e-4
FALSE,20,2,winsfs_b500_w500,70,0.3618019860100209,5.66191348121009e-4
FALSE,20,2,winsfs_b500_w500,71,0.3618020093620254,5.661913874275907e-4
FALSE,20,2,winsfs_b500_w500,72,0.361802030635707,5.661914253371356e-4
FALSE,20,2,winsfs_b500_w500,73,0.36180205005661686,5.661914619598435e-4
FALSE,20,2,winsfs_b500_w500,74,0.3618020677957048,5.661914973864746e-4
FALSE,20,2,winsfs_b500_w500,75,0.36180208398753205,5.661915315918009e-4
FALSE,20,2,winsfs_b500_w500,76,0.361802098797163,5.661915647147714e-4
FALSE,20,2,winsfs_b500_w500,77,0.3618021123131181,5.661915966845441e-4
FALSE,20,2,winsfs_b500_w500,78,0.36180212468910095,5.661916276533232e-4
FALSE,20,2,winsfs_b500_w500,79,0.36180213600199423,5.661916575827511e-4
FALSE,20,2,winsfs_b500_w500,80,0.361802146347436,5.661916865634923e-4
FALSE,20,2,winsfs_b500_w500,81,0.3618021558056057,5.66191714603166e-4
FALSE,20,2,winsfs_b500_w500,82,0.36180216446377106,5.661917417090171e-4
FALSE,20,2,winsfs_b500_w500,83,0.36180217239098167,5.66191767974102e-4
FALSE,20,2,winsfs_b500_w500,84,0.361802179617896,5.661917933729753e-4
FALSE,20,2,winsfs_b500_w500,85,0.3618021862310309,5.661918179545573e-4
FALSE,20,2,winsfs_b500_w500,86,0.3618021922691706,5.661918417538727e-4
FALSE,20,2,winsfs_b500_w500,87,0.361802197789978,5.661918647668644e-4
FALSE,20,2,winsfs_b500_w500,88,0.3618022028234736,5.661918870711173e-4
FALSE,20,2,winsfs_b500_w500,89,0.3618022073971539,5.66191908607994e-4
FALSE,20,2,winsfs_b500_w500,90,0.3618022115600136,5.661919294641556e-4
FALSE,20,2,winsfs_b500_w500,91,0.3618022153502168,5.661919496390133e-4
FALSE,20,2,winsfs_b500_w500,92,0.36180221878208424,5.661919691461461e-4
FALSE,20,2,winsfs_b500_w500,93,0.3618022218946418,5.661919880459033e-4
FALSE,20,2,winsfs_b500_w500,94,0.3618022246924441,5.661920062864523e-4
FALSE,20,2,winsfs_b500_w500,95,0.36180222722989475,5.661920239608693e-4
FALSE,20,2,winsfs_b500_w500,96,0.3618022294793859,5.661920410155104e-4
FALSE,20,2,winsfs_b500_w500,97,0.361802231502871,5.66192057525334e-4
FALSE,20,2,winsfs_b500_w500,98,0.3618022333046216,5.661920734785916e-4
FALSE,20,2,winsfs_b500_w500,99,0.3618022348875097,5.661920888910744e-4
FALSE,20,2,winsfs_b500_w500,100,0.3618022362812604,5.661921037919056e-4
FALSE,20,4,realsfs,3,0.0425130875510188,8.568328253139813e-4
FALSE,20,4,realsfs,5,0.17698575720428622,6.035648187119654e-4
FALSE,20,4,realsfs,7,0.31034664969039383,5.715800274221756e-4
FALSE,20,4,realsfs,10,0.36068719857782217,5.660709954797569e-4
FALSE,20,4,realsfs,13,0.36165455655114725,5.659438368268538e-4
FALSE,20,4,realsfs,16,0.3616953025477014,5.659122077108852e-4
FALSE,20,4,realsfs,19,0.3617080235999609,5.658833256538422e-4
FALSE,20,4,realsfs,22,0.3616337748766025,5.658380335746484e-4
FALSE,20,4,realsfs,25,0.36172252616176664,5.65830091151546e-4
FALSE,20,4,realsfs,28,0.3617093420168549,5.65826831333752e-4
FALSE,20,4,realsfs,31,0.36172355412049984,5.658251194388333e-4
FALSE,20,4,realsfs,34,0.3617189039735142,5.65823851458748e-4
FALSE,20,4,realsfs,37,0.3617239049971723,5.658230216699724e-4
FALSE,20,4,realsfs,40,0.36172237313651473,5.658219161458919e-4
FALSE,20,4,realsfs,43,0.36172413564726275,5.658215157999597e-4
FALSE,20,4,realsfs,46,0.36172441876375505,5.658211271788326e-4
FALSE,20,4,realsfs,49,0.3617240893260823,5.658208844876172e-4
FALSE,20,4,realsfs,52,0.3617257525840036,5.658200656974348e-4
FALSE,20,4,realsfs,55,0.36172401678731536,5.65819520657338e-4
FALSE,20,4,realsfs,58,0.3617237118738212,5.658192397532072e-4
FALSE,20,4,realsfs,61,0.3617234746870493,5.658190089769808e-4
FALSE,20,4,realsfs,64,0.3617239471050773,5.658188269711403e-4
FALSE,20,4,realsfs,67,0.361724069474958,5.658186853069794e-4
FALSE,20,4,realsfs,70,0.36172404543185693,5.658185553317546e-4
FALSE,20,4,realsfs,73,0.3617241458457992,5.658184227666081e-4
FALSE,20,4,realsfs,76,0.3617240022581305,5.658182944084531e-4
FALSE,20,4,realsfs,79,0.3617243408719544,5.6581814756018e-4
FALSE,20,4,realsfs,82,0.3617239488657487,5.658179823084344e-4
FALSE,20,4,realsfs,85,0.3617261801174422,5.658171071736262e-4
FALSE,20,4,realsfs,88,0.36172388457354687,5.658171585868105e-4
FALSE,20,4,realsfs,91,0.361722178656732,5.658165502594842e-4
FALSE,20,4,realsfs,94,0.36172394442426126,5.658166928759817e-4
FALSE,20,4,realsfs,97,0.3617234939301966,5.658165188674794e-4
FALSE,20,4,realsfs,100,0.3617239976110356,5.658166611167998e-4
FALSE,20,4,realsfs,103,0.36172431676696903,5.658164670127902e-4
FALSE,20,4,winsfs_b500_w100,1,0.36107718501549024,5.67574033150618e-4
FALSE,20,4,winsfs_b500_w100,2,0.3615465874726839,5.67561008982254e-4
FALSE,20,4,winsfs_b500_w100,3,0.3615537100590721,5.675614940874368e-4
FALSE,20,4,winsfs_b500_w100,4,0.3615539868912524,5.675611806755051e-4
FALSE,20,4,winsfs_b500_w100,5,0.3615538846182387,5.675607706719778e-4
FALSE,20,4,winsfs_b500_w100,6,0.3615537317174642,5.675603931885743e-4
