peak,n,d,condition,epoch,fst,f2
FALSE,10,2,winsfs_b500_w100,45,0.3605877780006488,5.868708524606464e-4
FALSE,10,2,winsfs_b500_w100,46,0.3605876948139805,5.868706791380666e-4
FALSE,10,2,winsfs_b500_w100,47,0.3605876146487796,5.868705118253769e-4
FALSE,10,2,winsfs_b500_w100,48,0.3605875373869544,5.868703502837897e-4
FALSE,10,2,winsfs_b500_w100,49,0.36058746290928606,5.868701942426933e-4
FALSE,10,2,winsfs_b500_w100,50,0.36058739112241656,5.868700435630455e-4
FALSE,10,2,winsfs_b500_w100,51,0.3605873219024671,5.868698979632624e-4
FALSE,10,2,winsfs_b500_w100,52,0.3605872551717811,5.868697573035009e-4
FALSE,10,2,winsfs_b500_w100,53,0.3605871908185624,5.868696213694012e-4
FALSE,10,2,winsfs_b500_w100,54,0.3605871287721603,5.868694899915619e-4
FALSE,10,2,winsfs_b500_w100,55,0.3605870689289428,5.868693630003316e-4
FALSE,10,2,winsfs_b500_w100,56,0.3605870112106943,5.868692402114747e-4
FALSE,10,2,winsfs_b500_w100,57,0.3605869555481337,5.868691214900368e-4
FALSE,10,2,winsfs_b500_w100,58,0.3605869018560257,5.868690066915198e-4
FALSE,10,2,winsfs_b500_w100,59,0.3605868500650518,5.868688956658086e-4
FALSE,10,2,winsfs_b500_w100,60,0.36058680011868494,5.868687882856183e-4
FALSE,10,2,winsfs_b500_w100,61,0.36058675191916,5.868686843802824e-4
FALSE,10,2,winsfs_b500_w100,62,0.360586705429746,5.868685838649213e-4
FALSE,10,2,winsfs_b500_w100,63,0.3605866605734676,5.868684865875934e-4
FALSE,10,2,winsfs_b500_w100,64,0.3605866173009,5.868683924653737e-4
FALSE,10,2,winsfs_b500_w100,65,0.3605865755432629,5.868683013365595e-4
FALSE,10,2,winsfs_b500_w100,66,0.360586535265839,5.868682131460188e-4
FALSE,10,2,winsfs_b500_w100,67,0.3605864963952563,5.86868127757187e-4
FALSE,10,2,winsfs_b500_w100,68,0.36058645890340457,5.86868045120479e-4
FALSE,10,2,winsfs_b500_w100,69,0.3605864227104696,5.868679650354588e-4
FALSE,10,2,winsfs_b500_w100,70,0.3605863877995474,5.868678875236845e-4
FALSE,10,2,winsfs_b500_w100,71,0.3605863540975731,5.868678124053968e-4
FALSE,10,2,winsfs_b500_w100,72,0.3605863215865978,5.868677396633908e-4
FALSE,10,2,winsfs_b500_w100,73,0.3605862902189518,5.868676691948126e-4
FALSE,10,2,winsfs_b500_w100,74,0.3605862599343409,5.868676008760361e-4
FALSE,10,2,winsfs_b500_w100,75,0.36058623071943535,5.868675346879956e-4
FALSE,10,2,winsfs_b500_w100,76,0.3605862025153448,5.868674705177941e-4
FALSE,10,2,winsfs_b500_w100,77,0.3605861753010001,5.868674083206007e-4
FALSE,10,2,winsfs_b500_w100,78,0.36058614903577446,5.868673480319692e-4
FALSE,10,2,winsfs_b500_w100,79,0.3605861236866085,5.868672895496732e-4
FALSE,10,2,winsfs_b500_w100,80,0.36058609922086227,5.868672328416509e-4
FALSE,10,2,winsfs_b500_w100,81,0.3605860756109413,5.868671778320812e-4
FALSE,10,2,winsfs_b500_w100,82,0.360586052812596,5.86867124444711e-4
FALSE,10,2,winsfs_b500_w100,83,0.36058603080199114,5.868670726612908e-4
FALSE,10,2,winsfs_b500_w100,84,0.3605860095679467,5.8686702241318e-4
FALSE,10,2,winsfs_b500_w100,85,0.3605859890657752,5.868669736129732e-4
FALSE,10,2,winsfs_b500_w100,86,0.360585969270452,5.86866926257511e-4
FALSE,10,2,winsfs_b500_w100,87,0.3605859501598697,5.868668802694233e-4
FALSE,10,2,winsfs_b500_w100,88,0.36058593170931486,5.868668356019124e-4
FALSE,10,2,winsfs_b500_w100,89,0.36058591390566547,5.868667922456462e-4
FALSE,10,2,winsfs_b500_w100,90,0.3605858966935432,5.868667500549332e-4
FALSE,10,2,winsfs_b500_w100,91,0.3605858800847173,5.868667091065636e-4
FALSE,10,2,winsfs_b500_w100,92,0.3605858640468136,5.868666692982566e-4
FALSE,10,2,winsfs_b500_w100,93,0.3605858485566252,5.868666305832295e-4
FALSE,10,2,winsfs_b500_w100,94,0.3605858336050845,5.868665929740158e-4
FALSE,10,2,winsfs_b500_w100,95,0.3605858191496895,5.868665563486707e-4
FALSE,10,2,winsfs_b500_w100,96,0.36058580519186856,5.868665207408351e-4
FALSE,10,2,winsfs_b500_w100,97,0.360585791705,5.868664860899464e-4
FALSE,10,2,winsfs_b500_w100,98,0.36058577867765856,5.868664523674945e-4
FALSE,10,2,winsfs_b500_w100,99,0.36058576609222487,5.868664195409428e-4
FALSE,10,2,winsfs_b500_w100,100,0.3605857539309797,5.868663875808186e-4
FALSE,10,2,winsfs_b500_w250,1,0.2159140477665305,6.282917600628158e-4
FALSE,10,2,winsfs_b500_w250,2,0.30737982425884686,5.971887094350534e-4
FALSE,10,2,winsfs_b500_w250,3,0.3416312991267323,5.897020475093757e-4
FALSE,10,2,winsfs_b500_w250,4,0.3533135050092194,5.876000556765137e-4
FALSE,10,2,winsfs_b500_w250,5,0.3574885369318475,5.869168792696121e-4
FALSE,10,2,winsfs_b500_w250,6,0.359141917273511,5.8665933796049e-4
FALSE,10,2,winsfs_b500_w250,7,0.3598722455263447,5.865505864017242e-4
FALSE,10,2,winsfs_b500_w250,8,0.3602283289242625,5.865007135224145e-4
FALSE,10,2,winsfs_b500_w250,9,0.36041742245960456,5.864763490352685e-4
FALSE,10,2,winsfs_b500_w250,10,0.3605254117329279,5.864638181116497e-4
FALSE,10,2,winsfs_b500_w250,11,0.36059097580179056,5.864570820207448e-4
FALSE,10,2,winsfs_b500_w250,12,0.3606328634618673,5.8645331253852e-4
FALSE,10,2,winsfs_b500_w250,13,0.36066077495063914,5.864511207038835e-4
FALSE,10,2,winsfs_b500_w250,14,0.3606800280851633,5.864497965162848e-4
FALSE,10,2,winsfs_b500_w250,15,0.3606936915716739,5.864489641447555e-4
FALSE,10,2,winsfs_b500_w250,16,0.360703618041126,5.864484182542354e-4
FALSE,10,2,winsfs_b500_w250,17,0.3607109710873597,5.864480434538718e-4
FALSE,10,2,winsfs_b500_w250,18,0.36071650712929065,5.864477732943759e-4
FALSE,10,2,winsfs_b500_w250,19,0.3607207327804293,5.864475686698693e-4
FALSE,10,2,winsfs_b500_w250,20,0.36072399621501455,5.864474062095809e-4
FALSE,10,2,winsfs_b500_w250,21,0.360726542130316,5.864472717236866e-4
FALSE,10,2,winsfs_b500_w250,22,0.3607285457650839,5.864471564247332e-4
FALSE,10,2,winsfs_b500_w250,23,0.3607301347849544,5.864470547786109e-4
FALSE,10,2,winsfs_b500_w250,24,0.36073140351812966,5.864469632504868e-4
FALSE,10,2,winsfs_b500_w250,25,0.36073242255071386,5.864468794866629e-4
FALSE,10,2,winsfs_b500_w250,26,0.3607332452669697,5.864468018209575e-4
FALSE,10,2,winsfs_b500_w250,27,0.3607339125031245,5.864467291038511e-4
FALSE,10,2,winsfs_b500_w250,28,0.3607344557366168,5.864466604540933e-4
FALSE,10,2,winsfs_b500_w250,29,0.3607348994080158,5.864465951861462e-4
FALSE,10,2,winsfs_b500_w250,30,0.360735262716848,5.86446532793422e-4
FALSE,10,2,winsfs_b500_w250,31,0.3607355607623397,5.864464728504643e-4
FALSE,10,2,winsfs_b500_w250,32,0.3607358055529565,5.864464150034887e-4
FALSE,10,2,winsfs_b500_w250,33,0.3607360066845278,5.864463589909601e-4
FALSE,10,2,winsfs_b500_w250,34,0.3607361718554938,5.864463045572126e-4
FALSE,10,2,winsfs_b500_w250,35,0.3607363072942587,5.864462515433945e-4
FALSE,10,2,winsfs_b500_w250,36,0.3607364180619898,5.864461997811828e-4
FALSE,10,2,winsfs_b500_w250,37,0.3607365082851391,5.864461492027998e-4
FALSE,10,2,winsfs_b500_w250,38,0.3607365813569156,5.864460996781166e-4
FALSE,10,2,winsfs_b500_w250,39,0.36073664004062306,5.8644605110948e-4
FALSE,10,2,winsfs_b500_w250,40,0.3607366866703756,5.864460034888723e-4
FALSE,10,2,winsfs_b500_w250,41,0.3607367231551543,5.864459567472805e-4
FALSE,10,2,winsfs_b500_w250,42,0.3607367510799091,5.864459108462094e-4
FALSE,10,2,winsfs_b500_w250,43,0.3607367717859991,5.864458657547472e-4
FALSE,10,2,winsfs_b500_w250,44,0.3607367863869345,5.864458214352884e-4
FALSE,10,2,winsfs_b500_w250,45,0.3607367958244936,5.864457778997469e-4
FALSE,10,2,winsfs_b500_w250,46,0.3607368008991174,5.864457350877269e-4
FALSE,10,2,winsfs_b500_w250,47,0.36073680227277233,5.864456930021527e-4
FALSE,10,2,winsfs_b500_w250,48,0.360736800520253,5.864456516400365e-4
FALSE,10,2,winsfs_b500_w250,49,0.3607367961196942,5.864456109770126e-4
FALSE,10,2,winsfs_b500_w250,50,0.3607367894847349,5.864455709921021e-4
FALSE,10,2,winsfs_b500_w250,51,0.360736780967743,5.86445531681224e-4
FALSE,10,2,winsfs_b500_w250,52,0.3607367708661807,5.864454930467935e-4
FALSE,10,2,winsfs_b500_w250,53,0.36073675943943045,5.864454550542483e-4
FALSE,10,2,winsfs_b500_w250,54,0.3607367468872934,5.864454176727164e-4
FALSE,10,2,winsfs_b500_w250,55,0.3607367334169071,5.864453809199086e-4
FALSE,10,2,winsfs_b500_w250,56,0.3607367191811877,5.864453447789005e-4
FALSE,10,2,winsfs_b500_w250,57,0.36073670432123334,5.86445309243543e-4
FALSE,10,2,winsfs_b500_w250,58,0.3607366889640119,5.864452743109619e-4
FALSE,10,2,winsfs_b500_w250,59,0.3607366731888466,5.864452399179725e-4
FALSE,10,2,winsfs_b500_w250,60,0.3607366570941185,5.864452060917547e-4
FALSE,10,2,winsfs_b500_w250,61,0.3607366407643746,5.864451728228025e-4
FALSE,10,2,winsfs_b500_w250,62,0.36073662425963504,5.864451400813419e-4
FALSE,10,2,winsfs_b500_w250,63,0.3607366076305889,5.864451078807203e-4
FALSE,10,2,winsfs_b500_w250,64,0.36073659092473614,5.864450761760416e-4
FALSE,10,2,winsfs_b500_w250,65,0.36073657418428134,5.864450449850684e-4
FALSE,10,2,winsfs_b500_w250,66,0.3607365574448908,5.864450142712871e-4
FALSE,10,2,winsfs_b500_w250,67,0.3607365407409499,5.864449840491166e-4
FALSE,10,2,winsfs_b500_w250,68,0.3607365240913792,5.864449542927931e-4
FALSE,10,2,winsfs_b500_w250,69,0.3607365075169344,5.864449249816963e-4
FALSE,10,2,winsfs_b500_w250,70,0.3607364910438081,5.864448961176694e-4
FALSE,10,2,winsfs_b500_w250,71,0.36073647468971687,5.864448677209129e-4
FALSE,10,2,winsfs_b500_w250,72,0.36073645846032176,5.864448397236151e-4
FALSE,10,2,winsfs_b500_w250,73,0.3607364423745603,5.864448121687352e-4
FALSE,10,2,winsfs_b500_w250,74,0.36073642642333936,5.86444784995326e-4
FALSE,10,2,winsfs_b500_w250,75,0.3607364106399173,5.864447582530914e-4
FALSE,10,2,winsfs_b500_w250,76,0.3607363950124405,5.86444731880847e-4
FALSE,10,2,winsfs_b500_w250,77,0.3607363795497318,5.864447059005086e-4
FALSE,10,2,winsfs_b500_w250,78,0.3607363642631925,5.864446802866484e-4
FALSE,10,2,winsfs_b500_w250,79,0.3607363491479814,5.864446550504169e-4
FALSE,10,2,winsfs_b500_w250,80,0.3607363342106143,5.864446301540984e-4
FALSE,10,2,winsfs_b500_w250,81,0.3607363194506335,5.864446056200957e-4
FALSE,10,2,winsfs_b500_w250,82,0.36073630487156594,5.864445814382492e-4
FALSE,10,2,winsfs_b500_w250,83,0.3607362904627281,5.86444557573119e-4
FALSE,10,2,winsfs_b500_w250,84,0.3607362762436361,5.864445340601503e-4
FALSE,10,2,winsfs_b500_w250,85,0.3607362622042893,5.864445108680769e-4
FALSE,10,2,winsfs_b500_w250,86,0.3607362483343018,5.864444879744491e-4
FALSE,10,2,winsfs_b500_w250,87,0.3607362346522879,5.864444654129441e-4
FALSE,10,2,winsfs_b500_w250,88,0.3607362211339256,5.864444431233579e-4
FALSE,10,2,winsfs_b500_w250,89,0.3607362077997433,5.864444211514538e-4
FALSE,10,2,winsfs_b500_w250,90,0.3607361946502686,5.864443995063142e-4
FALSE,10,2,winsfs_b500_w250,91,0.36073618165475874,5.864443780948202e-4
FALSE,10,2,winsfs_b500_w250,92,0.3607361688286375,5.864443569763135e-4
FALSE,10,2,winsfs_b500_w250,93,0.3607361561778734,5.864443361288814e-4
FALSE,10,2,winsfs_b500_w250,94,0.3607361436934283,5.864443155707493e-4
FALSE,10,2,winsfs_b500_w250,95,0.3607361313757804,5.864442952826906e-4
FALSE,10,2,winsfs_b500_w250,96,0.3607361192073174,5.864442752292083e-4
FALSE,10,2,winsfs_b500_w250,97,0.3607361071999875,5.864442554336268e-4
FALSE,10,2,winsfs_b500_w250,98,0.3607360953543577,5.864442358845729e-4
FALSE,10,2,winsfs_b500_w250,99,0.3607360836664057,5.86444216600349e-4
FALSE,10,2,winsfs_b500_w250,100,0.3607360721306435,5.864441975584709e-4
FALSE,10,2,winsfs_b500_w500,1,0.147990902776307,6.790673841431795e-4
FALSE,10,2,winsfs_b500_w500,2,0.23387333851396933,6.188251194183519e-4
FALSE,10,2,winsfs_b500_w500,3,0.28360772667933926,6.021193208487103e-4
FALSE,10,2,winsfs_b500_w500,4,0.3146684909094518,5.941048528940909e-4
FALSE,10,2,winsfs_b500_w500,5,0.3331875314549352,5.900582517079111e-4
FALSE,10,2,winsfs_b500_w500,6,0.34397557489671643,5.879566439910005e-4
FALSE,10,2,winsfs_b500_w500,7,0.35025042351303126,5.868316915334919e-4
FALSE,10,2,winsfs_b500_w500,8,0.3539484980501118,5.86207151267838e-4
FALSE,10,2,winsfs_b500_w500,9,0.35617667061927744,5.858464365897796e-4
FALSE,10,2,winsfs_b500_w500,10,0.3575553273781994,5.85630041002352e-4
FALSE,10,2,winsfs_b500_w500,11,0.3584325208948331,5.854957694378024e-4
FALSE,10,2,winsfs_b500_w500,12,0.35900623309219837,5.854099994387045e-4
FALSE,10,2,winsfs_b500_w500,13,0.3593914476812746,5.853538284642555e-4
FALSE,10,2,winsfs_b500_w500,14,0.3596565549284152,5.853162386043912e-4
FALSE,10,2,winsfs_b500_w500,15,0.35984324197863027,5.852906011831077e-4
FALSE,10,2,winsfs_b500_w500,16,0.3599775361043024,5.852728177117495e-4
FALSE,10,2,winsfs_b500_w500,17,0.36007606367430567,5.852602932623242e-4
FALSE,10,2,winsfs_b500_w500,18,0.3601496775173731,5.852513502358559e-4
FALSE,10,2,winsfs_b500_w500,19,0.36020560691732145,5.852448837846042e-4
FALSE,10,2,winsfs_b500_w500,20,0.3602487598809416,5.852401539332764e-4
FALSE,10,2,winsfs_b500_w500,21,0.3602825287006272,5.852366576554652e-4
FALSE,10,2,winsfs_b500_w500,22,0.3603092977722652,5.852340481317672e-4
FALSE,10,2,winsfs_b500_w500,23,0.36033076989954105,5.852320832577694e-4
FALSE,10,2,winsfs_b500_w500,24,0.36034817947581343,5.852305920373433e-4
FALSE,10,2,winsfs_b500_w500,25,0.36036243407625335,5.85229452358685e-4
FALSE,10,2,winsfs_b500_w500,26,0.3603742099372933,5.85228576055008e-4
FALSE,10,2,winsfs_b500_w500,27,0.36038401730124153,5.852278988403298e-4
FALSE,10,2,winsfs_b500_w500,28,0.36039224575517304,5.852273734393964e-4
FALSE,10,2,winsfs_b500_w500,29,0.3603991960780279,5.852269647007692e-4
FALSE,10,2,winsfs_b500_w500,30,0.3604051029382685,5.852266462136145e-4
FALSE,10,2,winsfs_b500_w500,31,0.3604101512040886,5.852263980797839e-4
FALSE,10,2,winsfs_b500_w500,32,0.36041448788588726,5.852262050821252e-4
FALSE,10,2,winsfs_b500_w500,33,0.3604182308768944,5.852260555397696e-4
FALSE,10,2,winsfs_b500_w500,34,0.3604214754875568,5.852259404130107e-4
FALSE,10,2,winsfs_b500_w500,35,0.36042429934690623,5.852258526865907e-4
FALSE,10,2,winsfs_b500_w500,36,0.3604267661440677,5.852257868309472e-4
FALSE,10,2,winsfs_b500_w500,37,0.3604289284502542,5.852257385460764e-4
FALSE,10,2,winsfs_b500_w500,38,0.3604308299284738,5.852257043815623e-4
FALSE,10,2,winsfs_b500_w500,39,0.36043250706857527,5.85225681647797e-4
FALSE,10,2,winsfs_b500_w500,40,0.3604339905048148,5.852256681530611e-4
FALSE,10,2,winsfs_b500_w500,41,0.3604353060795374,5.852256621881766e-4
FALSE,10,2,winsfs_b500_w500,42,0.3604364757182913,5.85225662337507e-4
FALSE,10,2,winsfs_b500_w500,43,0.3604375180794831,5.85225667517523e-4
FALSE,10,2,winsfs_b500_w500,44,0.36043844910218353,5.852256767798818e-4
FALSE,10,2,winsfs_b500_w500,45,0.36043928248185786,5.852256894191951e-4
FALSE,10,2,winsfs_b500_w500,46,0.3604400299755251,5.852257047827329e-4
FALSE,10,2,winsfs_b500_w500,47,0.3604407017765412,5.852257224424895e-4
FALSE,10,2,winsfs_b500_w500,48,0.3604413066835704,5.85225741941211e-4
FALSE,10,2,winsfs_b500_w500,49,0.3604418523626001,5.852257629609658e-4
FALSE,10,2,winsfs_b500_w500,50,0.36044234546934073,5.852257852076381e-4
FALSE,10,2,winsfs_b500_w500,51,0.36044279184617095,5.852258084933896e-4
FALSE,10,2,winsfs_b500_w500,52,0.36044319658206714,5.852258325703168e-4
FALSE,10,2,winsfs_b500_w500,53,0.3604435641634204,5.852258573138473e-4
FALSE,10,2,winsfs_b500_w500,54,0.36044389850237246,5.852258825382099e-4
FALSE,10,2,winsfs_b500_w500,55,0.3604442030859149,5.852259081538129e-4
FALSE,10,2,winsfs_b500_w500,56,0.36044448096199033,5.852259340476998e-4
FALSE,10,2,winsfs_b500_w500,57,0.36044473485014206,5.85225960132648e-4
FALSE,10,2,winsfs_b500_w500,58,0.360444967158582,5.852259863616024e-4
FALSE,10,2,winsfs_b500_w500,59,0.3604451800023218,5.852260126455944e-4
FALSE,10,2,winsfs_b500_w500,60,0.36044537527856374,5.852260389014814e-4
FALSE,10,2,winsfs_b500_w500,61,0.36044555468873457,5.852260651448589e-4
FALSE,10,2,winsfs_b500_w500,62,0.3604457197330279,5.852260913085996e-4
FALSE,10,2,winsfs_b500_w500,63,0.360445871752966,5.852261173384355e-4
FALSE,10,2,winsfs_b500_w500,64,0.3604460119607304,5.852261432204016e-4
FALSE,10,2,winsfs_b500_w500,65,0.3604461414343358,5.852261689368199e-4
FALSE,10,2,winsfs_b500_w500,66,0.3604462611463332,5.852261944441047e-4
FALSE,10,2,winsfs_b500_w500,67,0.3604463719660275,5.852262197367117e-4
FALSE,10,2,winsfs_b500_w500,68,0.3604464746808218,5.852262448295151e-4
FALSE,10,2,winsfs_b500_w500,69,0.36044656998926605,5.852262696560773e-4
FALSE,10,2,winsfs_b500_w500,70,0.3604466585487649,5.852262942510796e-4
FALSE,10,2,winsfs_b500_w500,71,0.3604467409138468,5.852263185788174e-4
FALSE,10,2,winsfs_b500_w500,72,0.3604468176170152,5.852263426539218e-4
FALSE,10,2,winsfs_b500_w500,73,0.36044688912485906,5.85226366436163e-4
FALSE,10,2,winsfs_b500_w500,74,0.3604469558758894,5.852263899549428e-4
FALSE,10,2,winsfs_b500_w500,75,0.36044701825045655,5.852264132146073e-4
FALSE,10,2,winsfs_b500_w500,76,0.3604470766014691,5.852264361803171e-4
FALSE,10,2,winsfs_b500_w500,77,0.36044713125656475,5.852264588759366e-4
FALSE,10,2,winsfs_b500_w500,78,0.36044718249788293,5.852264812782592e-4
FALSE,10,2,winsfs_b500_w500,79,0.3604472306051048,5.8522650341411e-4
FALSE,10,2,winsfs_b500_w500,80,0.3604472758044611,5.852265252615809e-4
FALSE,10,2,winsfs_b500_w500,81,0.3604473183375842,5.852265468545839e-4
FALSE,10,2,winsfs_b500_w500,82,0.3604473583943395,5.852265681837176e-4
FALSE,10,2,winsfs_b500_w500,83,0.3604473961653063,5.852265892244288e-4
FALSE,10,2,winsfs_b500_w500,84,0.360447431816977,5.852266099927712e-4
FALSE,10,2,winsfs_b500_w500,85,0.3604474655057354,5.852266305154869e-4
FALSE,10,2,winsfs_b500_w500,86,0.36044749737569687,5.852266507653823e-4
FALSE,10,2,winsfs_b500_w500,87,0.3604475275645425,5.852266707588067e-4
FALSE,10,2,winsfs_b500_w500,88,0.3604475561820408,5.852266904987844e-4
FALSE,10,2,winsfs_b500_w500,89,0.3604475833453105,5.852267099989117e-4
FALSE,10,2,winsfs_b500_w500,90,0.3604476091598956,5.852267292409939e-4
FALSE,10,2,winsfs_b500_w500,91,0.36044763370446,5.852267482397794e-4
FALSE,10,2,winsfs_b500_w500,92,0.3604476570740981,5.852267669873363e-4
FALSE,10,2,winsfs_b500_w500,93,0.3604476793584509,5.852267855099177e-4
FALSE,10,2,winsfs_b500_w500,94,0.36044770061089154,5.852268037706122e-4
FALSE,10,2,winsfs_b500_w500,95,0.3604477209141508,5.85226821836658e-4
FALSE,10,2,winsfs_b500_w500,96,0.360447740326128,5.852268396497466e-4
FALSE,10,2,winsfs_b500_w500,97,0.36044775891704534,5.852268572590301e-4
FALSE,10,2,winsfs_b500_w500,98,0.3604477767107561,5.852268746143915e-4
